"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ Ср. успех в точки"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","Средно училище ""Св. св. Кирил и Методий""","201009","29","16.64","29","12"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Средно училище ""Свети Свети Кирил и Методий""","201104","18","21.47","18","13.08"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Професионална гимназия по механизация на селското стопанство и електроника ""Никола Йонков Вапцаров""","201106","51","17.31","52","14.61"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","Средно училище ""Христо Ботев""","201212","47","19.79","48","32.04"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","Средно училище ""Никола Йонков Вапцаров""","201305","57","43.64","55","23.75"
"ВАРНА","АВРЕН","С.СИНДЕЛ","Средно училище ""Св. Св. Кирил и Методий""","400084","21","22.52","21","14.48"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","Средно училище ""Свети Климент Охридски""","400087","26","37.58","25","16.4"
"ВАРНА","АКСАКОВО","ГР.ИГНАТИЕВО","Средно училище ""Свети Свети Кирил и Методий""","400090","20","13.43","20","10.03"
"ВАРНА","АКСАКОВО","С.ЛЮБЕН КАРАВЕЛОВО","Обединено училище ""Иван Вазов""","400093","14","26.25","14","11.46"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Средно училище ""Св. св. Кирил и Методий""","400096","31","36.79","28","19.56"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Професионална гимназия ""Свети Димитър Солунски""","400098","36","23.9","35","42.01"
"ВАРНА","БЯЛА","ГР.БЯЛА","Професионална гимназия по селско стопанство и туризъм","400106","14","21.54","13","11.73"
"ВАРНА","ВАРНА","ГР.ВАРНА","Седмо средно училище ""Найден Геров""","400030","51","49.25","48","36.48"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище с езиково обучение ""Ал. С. Пушкин""","400031","106","64.87","103","44.89"
"ВАРНА","ВАРНА","ГР.ВАРНА","Спортно училище ""Георги Бенковски""","400033","87","36.02","70","19.16"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Гео Милев""","400034","52","51.24","52","25.44"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Елин Пелин""","400036","20","32.73","20","13.63"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Любен Каравелов""","400037","19","25.18","18","18.69"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Пейо Крачолов Яворов""","400039","43","40.93","42","24.66"
"ВАРНА","ВАРНА","ГР.ВАРНА","Трета природоматематическа гимназия ""Академик Методий Попов""","400041","135","63.15","134","42.03"
"ВАРНА","ВАРНА","ГР.ВАРНА","ІV Езикова гимназия ""Фредерик Жолио - Кюри""","400042","218","67.97","214","43.61"
"ВАРНА","ВАРНА","ГР.ВАРНА","Гимназия с преподаване на чужди езици ""Йоан Екзарх""","400043","184","67.32","181","49.72"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по икономика и технологии ""Д-р Иван Богоров""","400044","155","53.79","155","30.18"
"ВАРНА","ВАРНА","ГР.ВАРНА","Първа езикова гимназия","400045","234","75.72","233","67.77"
"ВАРНА","ВАРНА","ГР.ВАРНА","Математическа гимназия ""Д-р Петър Берон""","400046","181","72.48","182","80.26"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище за хуманитарни науки и изкуства ""Константин Преславски""","400047","183","56.91","176","30.78"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална техническа гимназия","400055","236","45.56","230","25.75"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по химични и хранително-вкусови технологии ""Дм.Ив.Менделеев""","400058","115","41.98","50","20.72"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Аз съм българче""","400061","6","42.75","3","32.83"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по строителство архитектура и геодезия ""Васил Левски""","400063","198","37.81","185","17.59"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна Търговска Гимназия ""Конто Трейд"" ЕООД","400070","6","21.75","6","19.29"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна профилирана гимназия ""Антоан дьо Сент-Екзюпери""","400074","31","56.16","10","51.53"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна езикова гимназия с изучаване на чужди езици ""Джордж Байрон""","400076","28","48.02","26","25.51"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по компютърно моделиране и компютърни системи ""Акад. Бл. Сендов""","400104","110","62.55","110","60.94"
"ВАРНА","ВАРНА","ГР.ВАРНА","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДЕМОКРАТИЧНО ОБРАЗОВАНИЕ ВАРНА""","400132","0","0","0","0"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска търговска гимназия ""Георги Стойков Раковски""","402030","153","62.38","109","42.31"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по текстил и моден дизайн","402161","99","36.38","83","16.33"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по горско стопанство и дървообработване ""Николай Хайтов""","402172","103","30.62","104","26.24"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска морска гимназия ""Свети Николай Чудотворец""","402183","154","37.97","148","22.86"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по електротехника","403531","194","36.38","196","22.42"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по туризъм ""Професор д-р Асен Златаров""","403534","213","51.74","186","23.62"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Димчо Дебелянов""","403537","47","53","46","27.39"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Неофит Бозвели""","403538","62","32.89","48","19.12"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Мечтатели""","403558","4","53.5","3","25.83"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Монтесори Варна"" ООД","403564","2","30","2","16"
"ВАРНА","ВАРНА","ГР.ВАРНА","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""","2902106","71","51.01","68","29.48"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","Средно училище ""Христо Ботев""","400108","33","36.91","33","15.66"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИДОЛ","Средно училище ""Васил Левски""","400112","23","30.89","23","14.59"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","Обединено училище ""Васил Левски""","400117","10","23.3","11","34.73"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","Професионална гимназия по земеделие и горско стопанство","400113","18","15.94","18","13.47"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","Среднo училище ""Васил Левски""","400123","46","28.5","46","17.1"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Средно училище ""Васил Левски""","400126","49","32.89","49","16.8"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Професионална гимназия по селско стопанствo ""Иван Владимирович Мичурин""","400127","58","24.46","58","26.13"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","Средно училище ""Свети Климент Охридски""","400136","56","24.72","56","16.15"
"ВАРНА","ДЪЛГОПОЛ","С.МЕДОВЕЦ","Средно училище ""Назъм Хикмет""","400142","16","24.94","16","31.41"
"ВАРНА","ДЪЛГОПОЛ","С.ЦОНЕВО","Обединено училище ""Христо Ботев""","400145","8","7","7","7.07"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Средно училище ""Димитър Благоев""","400148","50","41.86","50","28.22"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по хотелиерство ресторантьорство и туризъм ""Цар Симеон Велики""","400149","35","13.26","37","11.72"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по селско стопанство ""Земя""","400150","59","16.86","58","12.15"
"ВАРНА","ПРОВАДИЯ","С.БЛЪСКОВО","Обединено училище ""Св.Св.Кирил и Методий""","400152","15","32.57","15","33.97"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Средно училище ""Никола Йонков Вапцаров""","400163","24","33.48","24","18.4"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Професионална гимназия по селско стопанство ""Свети Георги Победоносец""","400166","29","37.52","33","42.95"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана Хуманитарна гимназия "" Свети свети Кирил и Методий""","300121","38","39.34","36","15.45"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Природо-математическа гимназия ""Васил Друмев""","300122","134","68.83","133","55.56"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана езикова гимназия ""Проф. д-р Асен Златаров""","300123","127","61.29","124","29.51"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Емилиян Станев""","300124","78","61.31","74","29.87"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Вела Благоева""","300125","16","35.16","16","15.73"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Владимир Комаров""","300126","17","27.62","16","13.47"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по строителство архитектура и геодезия ""Ангел Попов""","300128","105","51.86","105","26.87"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Старопрестолна професионална гимназия по икономика ""Д-р Петър Аладжов""","300129","69","46.14","69","24.78"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по електроника ""Александър Степанович Попов""","300130","52","21.28","52","17.91"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по моден дизайн","300131","16","28.72","14","26.95"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по туризъм ""Д-р Васил Берон""","300132","95","44.83","96","20.78"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Частна профилирана гимназия ""АК - Аркус"" ЕООД","300141","41","70.02","41","48.62"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Спортно училище ""Георги Живков""","300143","35","38.9","36","21.06"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Георги Измирлиев""","300216","54","52.19","51","24.63"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Вичо Грънчаров""","300217","46","49.68","42","23.85"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална техническа гимназия ""Васил Левски""","300218","19","23.16","20","15.11"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по електротехника и електроника ""Михайло Василиевич Ломоносов""","300219","79","43.46","79","27.09"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по хранителни технологии ""Проф.д-р Асен Златаров""","300220","35","14.99","34","11.26"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по лека промишленост и икономика ""Атанас Буров""","300221","59","33.37","59","17.15"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по железопътен транспорт ""Никола Йонков Вапцаров""","300222","17","31.06","17","17.15"
