"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ  Ср. успех в точки"
"БЛАГОЕВГРАД","САТОВЧА","С.ВЪЛКОСЕЛ","Средно училище ""Христо Ботев""","109030","19","70.39","19","56.97"
"БЛАГОЕВГРАД","САТОВЧА","С.ГОДЕШЕВО","Основно училище ""Братя Миладинови""","109038","7","74.71","7","64.29"
"БЛАГОЕВГРАД","САТОВЧА","С.ДОЛЕН","Основно училище "" Св. Св. Кирил и Методий""","109068","1","94.5","1","79"
"БЛАГОЕВГРАД","САТОВЧА","С.ЖИЖЕВО","Начално училище Яне Сандански","109056","4","82","4","73.13"
"БЛАГОЕВГРАД","САТОВЧА","С.КОЧАН","Средно училище ""Христо Смирненски""","109055","15","89.47","15","69"
"БЛАГОЕВГРАД","САТОВЧА","С.ОСИНА","Начално училище ""Васил Левски""","109053","3","78.5","3","56"
"БЛАГОЕВГРАД","САТОВЧА","С.ПЛЕТЕНА","Обединено училище ""Св. Св. Кирил и Методий""","109054","18","68.58","18","52.08"
"БЛАГОЕВГРАД","САТОВЧА","С.САТОВЧА","Средно училище ""Св. Св. Кирил и Методий""","109050","16","72.19","16","53"
"БЛАГОЕВГРАД","САТОВЧА","С.СЛАЩЕН","Средно училище ""Свети Климент Охридски""","109037","6","65.17","6","48.17"
"БЛАГОЕВГРАД","САТОВЧА","С.ТУХОВИЩА","Основно училище ""Св.св.Кирил и Методий""","109039","4","76.13","4","59.25"
"БЛАГОЕВГРАД","САТОВЧА","С.ФЪРГОВО","Начално училище ""Пейо Яворов""","109052","4","82.75","4","75.5"
"БЛАГОЕВГРАД","СИМИТЛИ","ГР.СИМИТЛИ","Средно училище ""Св. Св. Кирил и Методий""","103133","68","78.1","67","57.25"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ДОЛНО ОСЕНОВО","Обединено училище ""Св.Паисий Хилендарски""","109107","15","73.67","15","56.63"
"БЛАГОЕВГРАД","СИМИТЛИ","С.КРУПНИК","Средно училище ""Св.св.Кирил и Методий""","109102","16","76.69","20","40.15"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.МИКРЕВО","Средно училище ""Св. Паисий Хилендарски""","108100","27","54.19","27","40.39"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","ГР.ХАДЖИДИМОВО","Средно училище ""Никола Йонков Вапцаров""","108001","20","62.85","20","52.68"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.АБЛАНИЦА","Средно училище Св. Паисий Хилендарски""","108004","20","79.23","20","51.78"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.БЕСЛЕН","Основно училище ""Гоце Делчев""","108007","5","62.5","5","51.1"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.БЛАТСКА","Основно училище "" Св. Св. Кирил и Методий""","108006","7","54.21","7","47.36"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.КОПРИВЛЕН","Основно училище ""Никола Й. Вапцаров","108003","11","82.32","11","65.59"
"БЛАГОЕВГРАД","ЯКОРУДА","ГР.ЯКОРУДА","Средно училище ""Свети Свети Кирил и Методий""","107090","38","75.11","38","50.57"
"БЛАГОЕВГРАД","ЯКОРУДА","С.БЕЛ КАМЕН","Основно училище ""Неофит Рилски""","107020","2","72.25","2","45.75"
"БЛАГОЕВГРАД","ЯКОРУДА","С.КОНАРСКО","Обединено училище ""Братя Миладинови""","107092","11","52.55","11","45.64"
"БЛАГОЕВГРАД","ЯКОРУДА","С.СМОЛЕВО","Обединено училище ""Гоце Делчев ""","107021","12","67.67","12","51.67"
"БЛАГОЕВГРАД","ЯКОРУДА","С.ЮРУКОВО","Обединено училище""Васил Левски""","107094","10","82.25","10","68.8"
"БУРГАС","АЙТОС","ГР.АЙТОС","Основно училище ""Атанас Манчев""","200104","41","45.12","41","37.38"
"БУРГАС","АЙТОС","ГР.АЙТОС","Средно училище ""Христо Ботев""","200112","87","77.02","87","63.09"
"БУРГАС","АЙТОС","ГР.АЙТОС","Средно училище ""Никола Йонков Вапцаров""","200113","69","75.92","69","62.43"
"БУРГАС","АЙТОС","С.КАРАГЕОРГИЕВО","Основно училище ""Св.Св.Кирил и Методий""","200105","10","60.95","10","50.5"
"БУРГАС","АЙТОС","С.МЪГЛЕН","Основно училище ""Христо Ботев""","200107","12","44.08","12","37.63"
"БУРГАС","АЙТОС","С.ПИРНЕ","Основно училище ""Христо Ботев""","200109","18","56.14","18","49.78"
"БУРГАС","АЙТОС","С.ТОПОЛИЦА","Основно училище ""Светлина""","200110","10","54","11","43.86"
"БУРГАС","БУРГАС","ГР.БУРГАС","ЧОУ ""Селестен Френе""","200124","11","91.23","10","91.05"
"БУРГАС","БУРГАС","ГР.БУРГАС","Начално базово училище ""Михаил Лъкатник""","200201","105","87.11","104","71.61"
"БУРГАС","БУРГАС","ГР.БУРГАС","Частно средно езиково училище ""Д-р Мария Монтесори""","200203","9","86.94","9","80.33"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Петко Рачев Славейков""","200205","95","87.35","92","69.99"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Свети княз Борис ""","200206","63","85.36","60","69.41"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Любен Каравелов""","200207","89","86.34","89","72.46"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Найден Геров""","200208","82","80.65","82","69.27"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Антон Страшимиров""","200209","117","86.81","117","69.93"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Свети Климент Охридски""","200210","69","88.25","69","72.98"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Георги Бенковски""","200211","71","86.25","71","72.01"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Пейо Крачолов Яворов""","200212","79","84.42","79","64.35"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Васил Априлов""","200213","67","90.42","67","76.75"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Братя Миладинови""","200214","115","85.26","115","67.21"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Елин Пелин""","200215","152","84.08","150","68.08"
"БУРГАС","БУРГАС","ГР.БУРГАС","Обединено училище ""Васил Левски"" - кв. Горно Езерово","200216","32","19.36","30","27.55"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Христо Ботев"" - кв. Сарафово","200217","47","87.95","47","70.33"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Христо Ботев"" - кв. Победа","200218","78","24.86","76","24.83"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище "" Христо Ботев"" - кв. Долно Езерово","200219","20","83.28","20","66.28"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Христо Ботев"" - кв. Черно море","200221","13","71.46","13","60.04"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Иван Вазов"" - кв. Банево","200222","5","65.7","5","57.1"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище "" Христо Ботев"" - кв. Ветрен","200223","17","74.21","17","55.56"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Св. Климент Охридски"" - кв. Рудник","200226","19","46.74","19","58.63"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Иван Вазов""","200227","24","84.54","23","76.33"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище "" Йордан Йовков""","200228","75","87.09","75","71.81"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Епископ Константин Преславски""","200229","74","86.42","73","75.53"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Димчо Дебелянов""","200230","39","81.97","39","69.73"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Добри Чинтулов""","200231","25","80.4","25","69.56"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Константин Петканов""","200232","90","81.7","91","63.08"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Петко Росен""","200233","59","78.75","59","59.81"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Св. св. Кирил и Методий""","200234","95","88.35","93","76.18"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Александър Георгиев-Коджакафалията""","200241","49","90.69","49","74.83"
"БУРГАС","БУРГАС","ГР.БУРГАС","Национално училище за музикално и сценично изкуство "" Проф. Панчо Владигеров""","2902103","40","87.2","39","69.99"
"БУРГАС","БУРГАС","ГР.БЪЛГАРОВО","Основно училище ""Васил Левски""","200220","12","67.58","12","47.46"
"БУРГАС","БУРГАС","С.МАРИНКА","Основно училище ""Христо Ботев""","200224","10","67.6","10","47.9"
"БУРГАС","БУРГАС","С.РАВНЕЦ","Основно училище ""Св. Св. Кирил и Методий""","200225","14","46.39","14","45.29"
"БУРГАС","КАМЕНО","ГР.КАМЕНО","Средно училище ""Христо Ботев""","200308","18","72.47","17","57.32"
"БУРГАС","КАМЕНО","С.КРЪСТИНА","Начално училище "" Братя Миладинови""","200301","7","46.29","7","35.64"
"БУРГАС","КАМЕНО","С.РУСОКАСТРО","Основно училище "" Иван Вазов""","200304","9","56.78","9","52.11"
"БУРГАС","КАМЕНО","С.ТРОЯНОВО","Основно училище "" Христо Ботев""","200306","7","67.29","7","58.93"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Основно училище ""Христо Смирненски""","200404","36","71.5","35","63.04"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Основно училище ""Петко Рачев Славейков""","200405","20","48.18","20","49.55"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Св.Св.Кирил и Методий""","200411","41","81.09","41","66.65"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Христо Ботев""","200412","67","73.88","67","64.57"
"БУРГАС","КАРНОБАТ","С.ЕКЗАРХ АНТИМОВО","Основно училище""Христо Ботев""","200406","17","51.59","18","47.61"
"БУРГАС","КАРНОБАТ","С.КЛИКАЧ","Основно училище Христо Ботев","200408","8","74.06","8","60.63"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","Средно училище""Васил Левски""","200503","11","81.41","11","71.59"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Средно училище ""Любен Каравелов""","200608","129","82.67","125","63.84"
"БУРГАС","НЕСЕБЪР","ГР.ОБЗОР","Обединено училище ""Св.Св.Кирил и Методий""","200601","25","67.6","25","45.6"
"БУРГАС","НЕСЕБЪР","ГР.СВЕТИ ВЛАС","Основно училище ""Свети свети Кирил и Методий""","200606","52","86.13","51","72.5"
"БУРГАС","НЕСЕБЪР","С.ГЮЛЬОВЦА","Основно училище "" Св. Св. Кирил и Методий ""","200602","11","67.95","11","67.36"
"БУРГАС","НЕСЕБЪР","С.КОШАРИЦА","ОСНОВНО УЧИЛИЩЕ ""СВЕТИ ИВАН РИЛСКИ""","200603","21","55.76","21","58.86"
"БУРГАС","НЕСЕБЪР","С.ОРИЗАРЕ","Основно училище ""Георги Стойков Раковски""","200604","8","41.75","8","37.38"
"БУРГАС","НЕСЕБЪР","С.РАВДА","Основно училище "" Св. св. Кирил и Методий ""","200605","25","81.42","25","61.1"
"БУРГАС","НЕСЕБЪР","С.ТЪНКОВО","Основно училище "" Васил Левски ""","200607","9","45.17","9","42.33"
"БУРГАС","ПОМОРИЕ","ГР.КАБЛЕШКОВО","ОУ ""Св. П. Хилендарски""","200702","43","69.14","42","50"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Основно училище ""Христо Ботев""","200703","23","58.85","23","40.67"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Средно училище ""Иван Вазов""","200711","73","84.24","72","65.03"
"БУРГАС","ПОМОРИЕ","С.АХЕЛОЙ","Основно училище "" Христо Ботев ""","200704","46","85.54","47","69.38"
"БУРГАС","ПОМОРИЕ","С.БАТА","Основно училище ""Христо Ботев ""","200705","15","78.93","15","75.17"
"БУРГАС","ПОМОРИЕ","С.ГАБЕРОВО","Начално училище ""Константин Величков""","200701","2","65.75","2","44.25"
"БУРГАС","ПОМОРИЕ","С.ГОРИЦА","Основно училище ""Христо Ботев""","200706","1","26","1","21"
"БУРГАС","ПОМОРИЕ","С.ГЪЛЪБЕЦ","Основно училище ""Георги Стойков Раковски""","200707","13","62","13","56.92"
"БУРГАС","ПОМОРИЕ","С.ДЪБНИК","Основно училище "" Елин Пелин""","200708","2","50.25","2","43"
"БУРГАС","ПОМОРИЕ","С.ПОРОЙ","Основно училище ""Свети свети Кирил и Методий""","200709","6","52.33","6","40.17"
"БУРГАС","ПОМОРИЕ","С.СТРАЦИН","Основно училище ""Отец Паисий""","200710","28","41.98","28","41.3"
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","Средно училище ""Никола Йонков Вапцаров""","200803","43","70.7","42","57.13"
"БУРГАС","ПРИМОРСКО","С.НОВО ПАНИЧАРЕВО","Основно Училище ""Христо Ботев""","200801","7","29.43","7","23.5"
"БУРГАС","РУЕН","С.ВРЕСОВО","Основно училище ""Д-р Петър Берон""","200907","11","36.23","10","35.7"
"БУРГАС","РУЕН","С.ДОБРА ПОЛЯНА","Основно училище "" Св. Св. Кирил и Методий""","200908","9","66.5","9","60.67"
"БУРГАС","РУЕН","С.ДЪСКОТНА","Основно училище ""Климент Охридски""","200910","15","59.3","15","51.1"
"БУРГАС","РУЕН","С.ЗАЙЧАР","Основно училище ""Никола Йонков Вапцаров""","200912","15","58.37","15","51.97"
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","Средно Училище "" Отец Паисий""","200931","18","62.53","18","63.06"
"БУРГАС","РУЕН","С.ПЛАНИНИЦА","Основно училище ""Никола Йонков Вапцаров""","200915","4","49.38","4","61.75"
"БУРГАС","РУЕН","С.ПРОСЕНИК","Обединено училище ""Св. Св. Кирил и Методий""","200918","6","49.67","6","42.83"
"БУРГАС","РУЕН","С.РАЗБОЙНА","Основно Училище ""Д-р Петър Берон""","200919","5","52.3","5","50"
"БУРГАС","РУЕН","С.РЕЧИЦА","Основно училище ""Антон Симеонович Макаренко""","200920","4","80.75","4","71.25"
"БУРГАС","РУЕН","С.РУЕН","Средно училище ""Елин Пелин""","200932","37","44","37","49.92"
"БУРГАС","РУЕН","С.РЪЖИЦА","Основно училище ""Иван Вазов""","200922","13","31.27","12","31.33"
"БУРГАС","РУЕН","С.СИНИ РИД","Основно училище ""Реджеб Кюпчу""","200923","16","55.44","16","42.88"
"БУРГАС","РУЕН","С.СНЯГОВО","Основно училище "" Димчо Дебелянов""","200926","8","69.44","8","71.5"
"БУРГАС","РУЕН","С.ТОПЧИЙСКО","Основно училище "" Реджеб Кюпчю""","200928","23","46.61","23","49.22"
"БУРГАС","РУЕН","С.ТРЪНАК","Средно училище "" Димитър Полянов""","200929","18","54.06","18","51.64"
"БУРГАС","РУЕН","С.ЧЕРЕША","Основно училище ""Христо Ботев""","200930","2","53.75","2","44.5"
"БУРГАС","РУЕН","С.ЯБЪЛЧЕВО","Начално училище "" д-р Петър Берон""","200904","10","61.15","10","60.5"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","Средно училище ""Св. св. Кирил и Методий""","201009","18","82.14","17","58.15"
"БУРГАС","СОЗОПОЛ","С.ЗИДАРОВО","ОбУ ""Христо Ботев""","201003","9","52.78","8","35.38"
"БУРГАС","СОЗОПОЛ","С.КРУШЕВЕЦ","Основно училище ""Пейо Крачолов Яворов""","201005","4","45","4","35.88"
"БУРГАС","СОЗОПОЛ","С.РАВНА ГОРА","Основно училище ""Отец Паисий""","201006","5","76.1","5","57.6"
"БУРГАС","СОЗОПОЛ","С.РОСЕН","Основно училище ""Христо Ботев""","201007","10","73.1","10","47.5"
"БУРГАС","СОЗОПОЛ","С.ЧЕРНОМОРЕЦ","Основно училище ""Христо Ботев""","201008","25","79.36","25","60.58"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Средно училище ""Свети Свети Кирил и Методий""","201104","44","66.66","45","43.63"
"БУРГАС","СРЕДЕЦ","С.ДЕБЕЛТ","Основно училище ""Антон Страшимиров""","201101","14","56.32","14","41.32"
"БУРГАС","СРЕДЕЦ","С.ЗАГОРЦИ","Основно училище ""Св. Св. Кирил и Методий""","201102","12","42.67","13","38.04"
"БУРГАС","СРЕДЕЦ","С.ФАКИЯ","Основно училище""Никола Йонков Вапцаров""","201103","6","21.33","5","18.8"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","Средно училище ""Христо Ботев""","201212","50","55.98","50","51.01"
"БУРГАС","СУНГУРЛАРЕ","С.ГРОЗДЕН","Основно училище ""Св.св.Кирил и Методий""","201206","13","24.81","13","29.42"
"БУРГАС","СУНГУРЛАРЕ","С.ЛОЗАРЕВО","Основно училище ""Христо Ботев""","201207","19","42.82","19","31.32"
"БУРГАС","СУНГУРЛАРЕ","С.МАНОЛИЧ","Основно училище ""Св.Св.Кирил и Методий""","201208","2","66.5","2","47"
"БУРГАС","СУНГУРЛАРЕ","С.ПРИЛЕП","Основно училище ""Васил Левски""","201209","7","41.43","7","45.14"
"БУРГАС","СУНГУРЛАРЕ","С.СЪЕДИНЕНИЕ","Основно училище ""Отец Паисий""","201211","11","64.82","11","49.59"
