Област,Община,Населено място,Училище,Код по Админ,БЕЛ,,МАТ,
,,,,,Явили се,Ср. успех в точки,Явили се,Ср. успех в точки
ВАРНА,АВРЕН,С.ДЪБРАВИНО,"Основно училище ""Свети Климент Охридски""",400081,6,22.83,6,20.17
ВАРНА,АВРЕН,С.ПРИСЕЛЦИ,"Основно училище ""Д-р Петър Берон""",400083,16,78.13,16,70.25
ВАРНА,АВРЕН,С.СИНДЕЛ,"Средно училище ""Св. Св. Кирил и Методий""",400084,6,41.5,6,44.58
ВАРНА,АВРЕН,С.ТРЪСТИКОВО,"Основно училище ""Свети Свети Кирил и Методий""",400085,5,47,5,52.7
ВАРНА,АВРЕН,С.ЦАРЕВЦИ,"Основно училище ""Д-р Петър Берон""",400086,6,55.5,6,44.33
ВАРНА,АКСАКОВО,ГР.АКСАКОВО,"Средно училище ""Свети Климент Охридски""",400087,68,77.09,68,63.13
ВАРНА,АКСАКОВО,С.ВЪГЛЕН,"Основно училище ""Христо Смирненски""",400089,7,54,7,58.5
ВАРНА,АКСАКОВО,С.ИГНАТИЕВО,"Средно училище ""Свети Свети Кирил и Методий""",400090,22,20.77,22,24.68
ВАРНА,АКСАКОВО,С.ИЗВОРСКО,"Основно училище ""Свети Климент Охридски""",400091,7,34.57,7,27.79
ВАРНА,АКСАКОВО,С.КИЧЕВО,Основно училище Свети Климент Охридски,400092,11,74.64,11,63.32
ВАРНА,АКСАКОВО,С.ЛЮБЕН КАРАВЕЛОВО,"Обединено училище ""Иван Вазов""",400093,18,61.28,18,68.28
ВАРНА,БЕЛОСЛАВ,ГР.БЕЛОСЛАВ,"Начално училище ""Отец Паисий""",400095,7,43.14,7,37.71
ВАРНА,БЕЛОСЛАВ,ГР.БЕЛОСЛАВ,"Средно училище ""Св. св. Кирил и Методий""",400096,41,74.41,40,58.05
ВАРНА,БЕЛОСЛАВ,ГР.БЕЛОСЛАВ,"Основно училище ""Свети Патриарх Евтимий""",400097,13,66,13,68.69
ВАРНА,БЕЛОСЛАВ,С.ЕЗЕРОВО,"Основно училище ""Свети Свети Кирил и Методий""",400099,9,61.22,9,54.83
ВАРНА,БЯЛА,ГР.БЯЛА,"Основно училище ""Отец Паисий""",400103,30,51.7,30,44.13
ВАРНА,ВАРНА,ГР.ВАРНА,"Начално училище ""Васил Левски""",400001,37,73.05,36,64.03
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Антон Страшимиров""",400003,101,79.9,101,69.21
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Васил Априлов""",400005,54,80.67,54,69.76
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Георги Сава Раковски""",400006,104,83.24,103,74.61
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Добри Чинтулов""",400007,140,80.69,140,67.59
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Захари Стоянов""",400008,144,83.58,142,79.74
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Иван Вазов""",400009,29,76.83,28,70.8
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Свети Иван Рилски""",400010,16,23,16,38.34
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Йордан Йовков""",400011,72,84.61,72,72.55
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Константин Арабаджиев""",400012,36,81.94,36,75.71
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Капитан Петко войвода""",400015,15,67.8,15,50.1
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Отец Паисий""",400017,15,36.13,14,48.5
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Панайот Волов""",400018,64,81.84,64,72.05
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Свети Патриарх Евтимий""",400019,103,81.85,102,69.9
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Петко Рачов Славейков""",400020,128,87.97,129,84.84
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Свети свети Кирил и Методий""",400022,117,86.15,117,84.3
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Стефан Караджа""",400023,59,75.81,59,65.6
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Стоян Михайловски""",400024,53,79.89,53,69.53
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Христо Ботев""",400026,56,83.43,54,72
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Цар Симеон І""",400028,96,85.45,94,75.41
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Черноризец Храбър""",400029,93,76.98,94,63.02
ВАРНА,ВАРНА,ГР.ВАРНА,"Седмо средно училище ""Найден Геров""",400030,158,86.53,158,80.59
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище с езиково обучение ""Ал. С. Пушкин""",400031,110,87.01,111,78.09
ВАРНА,ВАРНА,ГР.ВАРНА,"Основно училище ""Васил Друмев""",400032,78,86.69,78,79.47
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище ""Гео Милев""",400034,131,83.12,131,77.21
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище ""Елин Пелин""",400036,32,39.25,32,48.92
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище ""Любен Каравелов""",400037,14,44.86,13,48
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище ""Пейо Крачолов Яворов""",400039,68,77.69,68,66.84
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище ""Свети Климент Охридски""",400040,121,84.63,122,77.37
ВАРНА,ВАРНА,ГР.ВАРНА,"Частно средно училище ""Аз съм българче""",400061,17,67.53,17,64.94
ВАРНА,ВАРНА,ГР.ВАРНА,"Частно основно училище ""Прогресивно образование 2-Варна""",400065,13,87.77,13,81.08
ВАРНА,ВАРНА,ГР.ВАРНА,"Частно основно училище ""Малкият принц""",400075,39,80.64,38,80.18
ВАРНА,ВАРНА,ГР.ВАРНА,"Частно основно училище ""Монтесори Варна""",400120,1,89,1,81
ВАРНА,ВАРНА,ГР.ВАРНА,"ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДЕМОКРАТИЧНО ОБРАЗОВАНИЕ ВАРНА""",400132,2,91.5,2,67.25
ВАРНА,ВАРНА,ГР.ВАРНА,"Първо основно училище "" Св. княз Борис """,403535,37,75.54,37,59.59
ВАРНА,ВАРНА,ГР.ВАРНА,"III Oсновно училище ""Ангел Кънчев""",403536,178,85.89,177,78.75
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище ""Димчо Дебелянов""",403537,87,74.36,88,62.32
ВАРНА,ВАРНА,ГР.ВАРНА,"Средно училище ""Неофит Бозвели""",403538,69,76.28,69,68.01
ВАРНА,ВАРНА,ГР.ВАРНА,"Второ основно училище ""Никола Йонков Вапцаров""",403543,132,84.7,132,73.63
ВАРНА,ВАРНА,ГР.ВАРНА,"Частно средно училище ""Мечтатели""",403558,19,81.68,19,71.63
ВАРНА,ВАРНА,ГР.ВАРНА,"Частно средно училище ""Монтесори Варна"" ООД",403564,7,69.14,7,79.64
ВАРНА,ВАРНА,ГР.ВАРНА,"НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""",2902106,48,88.75,48,76.66
ВАРНА,ВАРНА,С.КАМЕНАР,"Основно училище ""Добри Войников""",400014,18,14.06,19,25.08
ВАРНА,ВАРНА,С.КОНСТАНТИНОВО,"Основно училище""Свети Климент Охридски """,400100,2,91.5,2,72
ВАРНА,ВАРНА,С.ТОПОЛИ,"Основно училище ""Христо Смирненски""",400027,19,81.32,19,73.71
ВАРНА,ВЕТРИНО,С.ВЕТРИНО,"Средно училище ""Христо Ботев""",400108,19,62.53,19,45.76
ВАРНА,ВЪЛЧИ ДОЛ,ГР.ВЪЛЧИДОЛ,"Средно училище ""Васил Левски""",400112,31,63.84,31,48.97
ВАРНА,ВЪЛЧИ ДОЛ,С.МИХАЛИЧ,"Обединено училище ""Васил Левски""",400117,13,45.15,13,49.65
ВАРНА,ВЪЛЧИ ДОЛ,С.СТЕФАН КАРАДЖА,"Основно училище""Климент Охридски""",400118,6,40.67,5,27.7
ВАРНА,ВЪЛЧИ ДОЛ,С.ЧЕРВЕНЦИ,"Обединено училище ""Св.Иван Рилски""",400119,11,21.91,11,35.45
ВАРНА,ДЕВНЯ,ГР.ДЕВНЯ,"Среднo училище ""Васил Левски""",400123,53,64.51,53,54.56
ВАРНА,ДОЛНИ ЧИФЛИК,ГР.ДОЛНИ ЧИФЛИК,"Средно училище ""Васил Левски""",400126,36,45.44,36,43.78
ВАРНА,ДОЛНИ ЧИФЛИК,С.ВЕНЕЛИН,"Основно училище ""Свети, Свети Кирил и Методий""",400128,9,31.33,9,47.11
ВАРНА,ДОЛНИ ЧИФЛИК,С.ГОЛИЦА,"Основно училище ""Свети Свети Кирил и Методий""",400129,3,62.33,3,70.83
ВАРНА,ДОЛНИ ЧИФЛИК,С.ГОРЕН ЧИФЛИК,"Основно училище ""Паисий Хилендарски""",400130,12,40.75,12,54.67
ВАРНА,ДОЛНИ ЧИФЛИК,С.ГРОЗДЬОВО,"Основно училище ""Христо Смирненски""",400131,18,28.72,18,31.06
ВАРНА,ДОЛНИ ЧИФЛИК,С.ПЧЕЛНИК,"Основно училище ""Христо Ботев""",400133,12,32,12,34.63
ВАРНА,ДОЛНИ ЧИФЛИК,С.СТАРО ОРЯХОВО,"Основно училище ""Св. св. Кирил и Методий""",400134,28,62.36,28,46.46
ВАРНА,ДЪЛГОПОЛ,ГР.ДЪЛГОПОЛ,"Средно училище ""Свети Климент Охридски""",400136,16,56.06,16,66.34
ВАРНА,ДЪЛГОПОЛ,ГР.ДЪЛГОПОЛ,"Начално училище ""Иван Вазов""",400137,19,36.37,19,37.26
ВАРНА,ДЪЛГОПОЛ,С.ЛОПУШНА,"Основно училище ""Митко Палаузов""",400141,3,77,3,77.67
ВАРНА,ДЪЛГОПОЛ,С.МЕДОВЕЦ,"Средно училище ""Назъм Хикмет""",400142,14,52.86,14,53.68
ВАРНА,ДЪЛГОПОЛ,С.ПАРТИЗАНИ,"Основно училище ""Христо Ботев""",400143,7,56.71,7,44.29
ВАРНА,ДЪЛГОПОЛ,С.ЦОНЕВО,"Обединено училище ""Христо Ботев""",400145,25,43.16,25,36.48
ВАРНА,ПРОВАДИЯ,ГР.ПРОВАДИЯ,"Първо основно училище ""Христо Смирненски""",400146,44,66.45,44,55.27
ВАРНА,ПРОВАДИЯ,ГР.ПРОВАДИЯ,"Второ основно училище ""Иван Вазов""",400147,44,71.34,45,62.61
ВАРНА,ПРОВАДИЯ,ГР.ПРОВАДИЯ,"Средно училище ""Димитър Благоев""",400148,25,54.2,25,47.3
ВАРНА,ПРОВАДИЯ,С.БЛЪСКОВО,"Обединено училище ""Св.Св.Кирил и Методий""",400152,13,32.54,13,49.23
ВАРНА,ПРОВАДИЯ,С.БОЗВЕЛИЙСКО,"Основно училище ""Васил Левски""",400153,8,48.13,8,65.38
ВАРНА,ПРОВАДИЯ,С.ГРАДИНАРОВО,"Основно училище ""Св. Св. Кирил и Методий""",400155,10,44.6,10,47.2
ВАРНА,ПРОВАДИЯ,С.ЖИТНИЦА,"Основно училище ""Христо Ботев""",400156,10,47.6,10,49.55
ВАРНА,ПРОВАДИЯ,С.СЛАВЕЙКОВО,"Основно училище ""Асен Златаров""",400159,2,52.5,2,68.5
ВАРНА,ПРОВАДИЯ,С.СНЕЖИНА,"Начално училище ""Христо Ботев""",400160,7,62.57,7,48.36
ВАРНА,СУВОРОВО,ГР.СУВОРОВО,"Средно училище ""Никола Йонков Вапцаров""",400163,40,49.85,41,40.8
ВАРНА,СУВОРОВО,С.ЧЕРНЕВО,"Основно училище ""Христо Ботев""",400165,17,27.82,16,47.34
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Основно училище ""Христо Ботев""",300101,6,47,6,34.58
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Основно училище ""Бачо Киро""",300102,109,80.22,109,72.84
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Основно училище ""Св. Патриарх Евтимий""",300103,114,83.11,113,73.66
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Основно училище ""Димитър Благоев""",300104,66,75.2,66,61.64
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Основно училище ""Петко Рачев Славейков""",300105,69,81.67,68,75.74
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Средно училище ""Емилиян Станев""",300124,139,81.36,139,71
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Средно училище ""Вела Благоева""",300125,83,75.46,82,64.44
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Средно училище ""Владимир Комаров""",300126,24,80.33,24,69.17
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,"Средно училище ""Георги Стойков Раковски""",300127,11,51.18,11,39.86
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.ДЕБЕЛЕЦ,"Основно училище ""Д-р Петър Берон""",300109,20,76.1,19,62.34
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,ГР.КИЛИФАРЕВО,"Основно училище "" Неофит Рилски """,300116,10,57.1,10,58.75
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,С.БАЛВАН,"Основно училище ""Св. Иван Рилски""",300110,4,43,4,34.5
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,С.ВОДОЛЕЙ,"Основно училище ""Христо Смирненски""",300112,2,12.5,2,14
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,С.ЛЕДЕНИК,"Основно училище ""Васил Левски""",300106,3,15,3,17
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,С.РЕСЕН,"Основно училище ""Христо Ботев""",300111,14,58.29,14,47.21
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,С.РУСАЛЯ,"Частно основно училище ""Димитър Екимов""",300144,4,61.25,4,50.5
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,С.САМОВОДЕНЕ,"Основно училище ""Христо Смирненски""",300113,1,81,1,76.5
ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,С.ЦЕРОВА КОРИЯ,"Основно училище ""Петко Рачев Славейков""",300114,2,32.5,2,40
ВЕЛИКО ТЪРНОВО,ГОРНА ОРЯХОВИЦА,ГР.ГОРНА ОРЯХОВИЦА,"Основно училище ""Иван Вазов""",300201,66,78.7,66,66.64
