Област,Община,Населено място,Училище,Код по Админ,БЕЛ,,МАТ,
,,,,,Явили се,Ср. успех в точки,Явили се,Ср. успех в точки
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Димчо Дебелянов""",1690245,64,16.64,64,28.92
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Обединено училище ""Пенчо Славейков""",1690246,78,11.28,81,23.35
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Найден Геров""",1690247,37,28.03,39,45.79
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Симон Боливар""",1690248,35,45.17,34,57.78
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Васил Петлешков""",1690341,72,85.15,72,76.79
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Драган Манчов """,1690342,99,82,99,73.54
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Елин Пелин""",1690343,60,80.55,59,73.47
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Тодор Каблешков""",1690344,23,76.65,23,63.33
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Свети свети Кирил и Методий""",1690345,20,72.55,20,57.38
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Начално училище ""Христо Ботев""",1690441,94,83.19,92,77.7
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Димитър Тодоров Димов""",1690442,27,73.85,27,69.26
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Обединено училище ""Йордан Йовков""",1690443,10,49.9,12,53.25
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Панайот Волов""",1690444,38,8.76,38,22.82
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Райна Княгиня""",1690445,114,88.02,114,79.69
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Никола Вапцаров""",1690446,45,82.73,45,77.36
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Пейо Крачолов Яворов""",1690447,66,81.92,66,75.48
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Христо Груев Данов""",1690448,47,86.53,47,76.59
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Братя Миладинови""",1690542,59,80.9,59,73.14
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Начално училище ""Климент Охридски""",1690543,44,85.84,43,81.49
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Димитър Талев""",1690544,145,78.5,144,74.53
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Захари Стоянов""",1690545,22,73,22,67.27
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Стоян Михайловски""",1690546,71,82.35,71,75.08
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Основно училище ""Яне Сандански""",1690547,88,82.98,87,73.32
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище "" Константин Величков """,1690549,37,70.49,37,60.95
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Свети Константин - Кирил Философ""",1690550,101,77.18,103,67.64
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище Димитър Матевски""",1690642,106,79.4,106,68.17
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Свети Седмочисленици""",1690643,69,82.04,68,71.93
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Средно училище ""Свети Софроний Врачански""",1690644,109,81.34,109,70.56
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"СРЕДНО УЧИЛИЩЕ ""ЧЕРНОРИЗЕЦ ХРАБЪР""",1690645,139,87.12,139,81.17
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДРУЖБА""",1690901,13,76.62,13,64.92
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Частно основно училище ""Класик""",1690907,6,72.83,6,78.67
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Частно основно училище ""Бъдеще""",1690912,4,82.5,4,92.13
ПЛОВДИВ,ПЛОВДИВ,ГР.ПЛОВДИВ,"Национално училище за музикално и танцово изкуство ""Добрин Петков""",2902102,43,80.81,43,67.37
ПЛОВДИВ,ПЪРВОМАЙ,ГР.ПЪРВОМАЙ,"Основно училище ""Свети Свети Кирил и Методий""",1602301,13,41.31,13,39.38
ПЛОВДИВ,ПЪРВОМАЙ,ГР.ПЪРВОМАЙ,"Основно Училище ""Георги Караславов""",1602302,20,47.7,20,46.98
ПЛОВДИВ,ПЪРВОМАЙ,ГР.ПЪРВОМАЙ,"Начално училище ""Христо Ботев""",1602311,15,82.07,15,68.33
ПЛОВДИВ,ПЪРВОМАЙ,ГР.ПЪРВОМАЙ,"Средно училище ""Проф. д-р Асен Златаров""",1602314,84,73.38,82,62.8
ПЛОВДИВ,ПЪРВОМАЙ,С.БУКОВО,"Основно училище ""Д-р Петър Берон""",1602309,6,42.67,6,65.17
ПЛОВДИВ,ПЪРВОМАЙ,С.БЯЛА РЕКА,"Основно училище ""Любен Каравелов""",1602308,8,40.5,8,58.56
ПЛОВДИВ,ПЪРВОМАЙ,С.ВИНИЦА,"Основно училище ""Васил Априлов""",1602306,9,34.89,8,39.88
ПЛОВДИВ,ПЪРВОМАЙ,С.ГРАДИНА,"Основно училище ""Христо Ботев""",1602303,20,63.65,22,52.82
ПЛОВДИВ,ПЪРВОМАЙ,С.ДЪЛБОК ИЗВОР,"Основно училище ""Свети Свети Кирил и Методий""",1602305,7,47.29,7,28.57
ПЛОВДИВ,ПЪРВОМАЙ,С.ИСКРА,"Основно училище ""Отец Паисий""",1602304,8,30.88,7,38.86
ПЛОВДИВ,ПЪРВОМАЙ,С.КАРАДЖАЛОВО,"Основно училище ""Св. Св. Кирил и Методий""",1602307,11,46.82,11,44.82
ПЛОВДИВ,РАКОВСКИ,ГР.РАКОВСКИ,"Основно училище ""Христо Ботев""",1602502,84,80.44,84,72.36
ПЛОВДИВ,РАКОВСКИ,ГР.РАКОВСКИ,"Основно училище ""Христо Смирненски""",1602503,60,62.58,62,53.85
ПЛОВДИВ,РАКОВСКИ,С.БЕЛОЗЕМ,"Основно училище ""Гео Милев""",1602507,39,53.97,39,42.6
ПЛОВДИВ,РАКОВСКИ,С.СТРЯМА,"Основно училище ""Отец Паисий""",1602504,18,53.39,18,46.36
ПЛОВДИВ,РАКОВСКИ,С.ЧАЛЪКОВИ,"Основно училище ""Д-р Петър Берон""",1602505,12,47,12,29.17
ПЛОВДИВ,РОДОПИ,С.БЕЛАЩИЦА,"Основно училище "" Пенчо Славейков""",1602602,13,77.46,13,70.54
ПЛОВДИВ,РОДОПИ,С.БРАНИПОЛЕ,"Основно училище "" Свети Свети Кирил и Методий """,1602608,11,68.73,12,70.08
ПЛОВДИВ,РОДОПИ,С.БРЕСТНИК,"Основно училище ""Васил Левски""",1602604,20,79.45,20,67.65
ПЛОВДИВ,РОДОПИ,С.БРЕСТОВИЦА,"Основно училище ""Христо Ботев""",1602605,14,75.57,14,57.54
ПЛОВДИВ,РОДОПИ,С.КАДИЕВО,"Основно училище "" Свети Свети Кирил и Методий""",1602606,10,60.1,9,52
ПЛОВДИВ,РОДОПИ,С.КРУМОВО,"Основно училище ""Христо Ботев""",1602613,15,78.6,15,65.23
ПЛОВДИВ,РОДОПИ,С.МАРКОВО,"Частно основно училище ""Слънчев лъч""",1600018,15,67.73,15,64.67
ПЛОВДИВ,РОДОПИ,С.МАРКОВО,"Основно училище ""Св. св. Кирил и Методий""",1602607,21,89.52,21,80.69
ПЛОВДИВ,РОДОПИ,С.ПЪРВЕНЕЦ,"Основно училище ""Св.Св. Кирил и Методий""",1602603,36,61.33,34,55.72
ПЛОВДИВ,РОДОПИ,С.УСТИНА,"Основно училище ""Свети свети Кирил и Методий""",1602609,14,69.86,14,58.29
ПЛОВДИВ,РОДОПИ,С.ЦАЛАПИЦА,"Основно Училище ""Паисий Хилендарски""",1602611,21,68.33,21,49.38
ПЛОВДИВ,РОДОПИ,С.ЯГОДОВО,"Основно училище ""Неофит Рилски""",1602612,20,67.85,21,56.31
ПЛОВДИВ,САДОВО,ГР.САДОВО,"Основно Училище ""Гео Милев""",1602803,17,44.59,18,34.61
ПЛОВДИВ,САДОВО,С.БОГДАНИЦА,Основно училище с. Богданица,1602806,8,36.25,8,44
ПЛОВДИВ,САДОВО,С.БОЛЯРЦИ,"Основно училище ""Георги Сава Раковски """,1602808,23,51.78,25,55.54
ПЛОВДИВ,САДОВО,С.КАРАДЖОВО,"Основно училище ""Васил Левски""",1602807,11,48.73,12,52.38
ПЛОВДИВ,САДОВО,С.КАТУНИЦА,"Основно училище ""Христо Ботев""",1602801,20,57.75,19,44.32
ПЛОВДИВ,САДОВО,С.ПОПОВИЦА,"Основно училище "" Христо Ботев """,1602805,20,57.3,22,43.11
ПЛОВДИВ,САДОВО,С.ЧЕШНЕГИРОВО,"Основно училище ""Свети Свети Кирил и Методий""",1602804,15,62.33,12,55.46
ПЛОВДИВ,СОПОТ,ГР.СОПОТ,"Средно училище ""Иван Вазов""",1601303,18,52.61,17,47.47
ПЛОВДИВ,СОПОТ,ГР.СОПОТ,"Начално училище ""Неделя Петкова""",1601320,69,74.3,67,61.78
ПЛОВДИВ,СТАМБОЛИЙСКИ,ГР.СТАМБОЛИЙСКИ,"Обединено училище ""Христо Ботев"" гр. Стамболийски",1602904,11,50.27,11,42.82
ПЛОВДИВ,СТАМБОЛИЙСКИ,ГР.СТАМБОЛИЙСКИ,"Основно училище ""Христо Смирненски""",1602905,40,73.95,40,65.15
ПЛОВДИВ,СТАМБОЛИЙСКИ,ГР.СТАМБОЛИЙСКИ,Средно училище Отец Паисий,1602907,36,80.06,35,70.49
ПЛОВДИВ,СТАМБОЛИЙСКИ,С.ЙОАКИМ ГРУЕВО,"Основно училище ""Христо Ботев"" с. Йоаким Груево",1602901,14,43.07,14,54.93
ПЛОВДИВ,СТАМБОЛИЙСКИ,С.КУРТОВО КОНАРЕ,"Основно училище ""Св. Св. Кирил и Методий""",1602902,14,60.29,14,67.57
ПЛОВДИВ,СТАМБОЛИЙСКИ,С.НОВО СЕЛО,"Основно училище "" Христо Смирненски """,1602903,8,18.38,10,19.7
ПЛОВДИВ,СТАМБОЛИЙСКИ,С.ТРИВОДИЦИ,"Основно училище ""Васил Левски""",1602906,12,29.17,12,35.83
ПЛОВДИВ,СЪЕДИНЕНИЕ,ГР.СЪЕДИНЕНИЕ,"Средно училище ""Христо Ботев""",1603301,16,40.81,17,26.94
ПЛОВДИВ,СЪЕДИНЕНИЕ,ГР.СЪЕДИНЕНИЕ,"Начално училище""Любен Каравелов""",1603302,37,82.19,37,63.88
ПЛОВДИВ,ХИСАРЯ,ГР.ХИСАРЯ,"Основно училище ""Васил Левски""",1603704,12,65.17,10,46.85
ПЛОВДИВ,ХИСАРЯ,ГР.ХИСАРЯ,"Основно училище "" Климент Охридски""",1603705,11,72.09,11,61.73
ПЛОВДИВ,ХИСАРЯ,ГР.ХИСАРЯ,"Средно училище ""Христо Смирненски""",1603708,27,69.3,27,67.63
ПЛОВДИВ,ХИСАРЯ,С.КРАСНОВО,"Обединено училище "" Христо Ботев """,1603706,9,36.22,8,35.94
ПЛОВДИВ,ХИСАРЯ,С.ПАНИЧЕРИ,"Основно училище "" Христо Ботев """,1603703,7,32.43,7,21.21
РАЗГРАД,ЗАВЕТ,ГР.ЗАВЕТ,"Средно училище ""Свети Свети Кирил и Методий""",1701101,14,62,14,65.86
РАЗГРАД,ЗАВЕТ,С.БРЕСТОВЕНЕ,"Основно училище ""Христо Ботев""",1701104,11,64.64,11,50.77
РАЗГРАД,ЗАВЕТ,С.ВЕСЕЛЕЦ,"Основно училище ""Христо Ботев""",1701106,8,60.5,8,85.44
РАЗГРАД,ЗАВЕТ,С.ОСТРОВО,"ОУ ""Христо Ботев""",1701105,6,70.5,6,70.58
РАЗГРАД,ИСПЕРИХ,ГР.ИСПЕРИХ,"Основно училище ""Васил Априлов""",1701402,72,45.32,72,46.31
РАЗГРАД,ИСПЕРИХ,ГР.ИСПЕРИХ,"ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ"",ГРАД ИСПЕРИХ",1701403,44,57.18,44,50.11
РАЗГРАД,ИСПЕРИХ,С.ВАЗОВО,"Основно училище ""Никола Йонков Вапцаров""",1701408,9,59.67,9,65.89
РАЗГРАД,ИСПЕРИХ,С.КИТАНЧЕВО,"Основно училище ""Христо Ботев""",1701411,10,52.9,10,64.7
РАЗГРАД,ИСПЕРИХ,С.ЛУДОГОРЦИ,"Основно училище ""Христо Ботев""",1701412,13,60.31,14,56.93
РАЗГРАД,ИСПЕРИХ,С.ПОДАЙВА,"Основно училище ""Отец Паисий""",1701413,18,46.56,18,43.72
РАЗГРАД,ИСПЕРИХ,С.ТОДОРОВО,"Основно училище "" Васил Левски """,1701416,3,60,3,53.83
РАЗГРАД,КУБРАТ,ГР.КУБРАТ,"Средно училище ""Христо Ботев""",1701601,59,76.37,58,63.1
РАЗГРАД,КУБРАТ,ГР.КУБРАТ,"Основно училище ""Христо Смирненски""",1701604,10,25.7,10,34.75
РАЗГРАД,КУБРАТ,С.БЕЛОВЕЦ,"Основно училище ""Васил Левски""",1701606,5,39.4,5,28.7
РАЗГРАД,КУБРАТ,С.БИСЕРЦИ,"Основно училище ""Никола Йонков Вапцаров""",1701609,1,70,1,46
РАЗГРАД,КУБРАТ,С.СЕВАР,"Основно училище ""Никола Йонков Вапцаров""",1701607,7,29.29,7,35.79
РАЗГРАД,КУБРАТ,С.СЕСЛАВ,"Основно училище ""Свети Свети Кирил и Методий""",1701612,10,20.4,10,23.9
РАЗГРАД,КУБРАТ,С.ЮПЕР,"Основно училище ""Свети Климент""",1701608,8,46.75,8,41.06
РАЗГРАД,ЛОЗНИЦА,ГР.ЛОЗНИЦА,"Начално училище""Васил Левски""",1701711,33,73.7,33,62.42
РАЗГРАД,ЛОЗНИЦА,С.ГОРОЦВЕТ,"Основно училище ""Христо Ботев""",1701709,13,36,13,44.23
РАЗГРАД,ЛОЗНИЦА,С.СЕЙДОЛ,Основно училище Виделина,1701703,7,34,7,35.43
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,Основно училище Никола Йонков Вапцаров,1702611,67,77.13,67,65.09
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Средно училище ""Христо Ботев""",1702612,26,66,26,56.15
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Основно училище ""Васил Левски""",1702613,109,83.76,109,81.88
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Основно училище ""Никола Икономов""",1702614,89,74.55,89,65.11
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Основно училище ""Иван Сергеевич Тургенев""",1702615,44,69.57,44,63.26
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Основно училище""Отец Паисий""",1702616,12,51.83,12,65.96
РАЗГРАД,РАЗГРАД,С.ДЯНКОВО,"Основно училище ""Отец Паисий""",1702621,14,45.21,14,49.96
РАЗГРАД,РАЗГРАД,С.ОСЕНЕЦ,"Основно училище ""Д-р Петър Берон""",1702618,7,49,7,42.14
РАЗГРАД,РАЗГРАД,С.РАКОВСКИ,"Основно училище ""Георги Сава Раковски""",1702620,15,39.87,17,62.35
РАЗГРАД,РАЗГРАД,С.СТРАЖЕЦ,"Основно училище ""Елин Пелин""",1702625,6,25.33,6,57.17
РАЗГРАД,РАЗГРАД,С.ЯСЕНОВЕЦ,"Основно училище ""Свети Свети Кирил и Методий""",1702622,17,24.47,17,38.06
РАЗГРАД,САМУИЛ,С.ВЛАДИМИРОВЦИ,"Основно училище ""Христо Ботев""",1702903,18,50.56,18,57.89
РАЗГРАД,САМУИЛ,С.САМУИЛ,"Средно училище ""Свети Свети Кирил и Методий""",1702901,23,31.96,23,34.2
РАЗГРАД,САМУИЛ,С.ХЪРСОВО,"Основно училище ""Свети Паисий Хилендарски""",1702902,2,68,2,55.5
РАЗГРАД,ЦАР КАЛОЯН,ГР.ЦАР КАЛОЯН,"Средно училище ""Христо Ботев""",1703601,14,72.93,14,56.75
РАЗГРАД,ЦАР КАЛОЯН,С.ЕЗЕРЧЕ,"Основно училище ""Свети Паисий Хилендарски""",1703602,4,64.25,4,67.13
РУСЕ,БОРОВО,ГР.БОРОВО,"Обединено училище ""Свети Климент Охридски""",1801001,7,59.86,7,43.29
РУСЕ,БОРОВО,С.ОБРЕТЕНИК,"Основно училище ""Петко Рачев Славейков""",1801004,9,68,9,68.5
РУСЕ,БЯЛА,ГР.БЯЛА,"Начално училище ""Свети Свети Кирил и Методий""",1802001,19,68.42,19,72.82
РУСЕ,БЯЛА,ГР.БЯЛА,"Начално училище ""Петко Рачев Славейков""",1802002,29,74.86,29,70.41
РУСЕ,БЯЛА,С.КОПРИВЕЦ,"Основно училище ""Неофит Рилски""",1802008,15,30.4,14,28
РУСЕ,БЯЛА,С.ПОЛСКО КОСОВО,"Основно училище ""Свети свети Кирил и Методий""",1802009,10,35.3,10,34.8
РУСЕ,ВЕТОВО,ГР.ВЕТОВО,"Средно училище ""Васил Левски"" с професионални паралелки",1803001,36,39.06,35,32.91
РУСЕ,ВЕТОВО,ГР.ГЛОДЖЕВО,"Средно училище ""Христо Ботев""",1803005,20,50.65,20,53.45
РУСЕ,ВЕТОВО,ГР.СЕНОВО,"Основно училище ""Свети свети Кирил и Методий""",1803002,6,44.33,6,44.33
РУСЕ,ВЕТОВО,С.СМИРНЕНСКИ,"Основно училище ""Петко Рачов Славейков""",1803008,13,31.92,13,50.54
РУСЕ,ДВЕ МОГИЛИ,ГР.ДВЕ МОГИЛИ,"Средно училище ""Св. св. Кирил и Методий""",1804007,33,63.12,32,62.25
РУСЕ,ДВЕ МОГИЛИ,С.БАНИСКА,"Основно училище ""Христо Ботев""",1804004,2,47,3,43
РУСЕ,ИВАНОВО,С.ИВАНОВО,"Основно училище "" Никола Йонков Вапцаров """,1805001,2,29,2,18
РУСЕ,ИВАНОВО,С.СВАЛЕНИК,"ОСНОВНО УЧИЛИЩЕ "" СВЕТИ КЛИМЕНТ ОХРИДСКИ """,1805006,2,31.5,2,17.5
РУСЕ,ИВАНОВО,С.ТРЪСТЕНИК,"Основно училище""Васил Левски""",1805004,3,60.67,3,58.5
РУСЕ,ИВАНОВО,С.ЩРЪКЛЕВО,"Основно училище ""Христо Ботев""",1805005,14,68.71,14,61.71
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Отец Паисий""",1806101,101,85.3,101,77.02
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Любен Каравелов""",1806102,69,87.61,68,81.01
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Ангел Кънчев""",1806103,40,62.95,39,53.51
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище "" Братя Миладинови""",1806104,17,33.47,17,35.85
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Иван Вазов""",1806106,66,80.88,65,71.56
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Алеко Константинов""",1806108,12,54.92,12,73.92
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Тома Кърджиев""",1806109,43,72.56,43,60.86
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Никола Обретенов""",1806110,51,64.88,51,56.84
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Васил Априлов""",1806111,39,64.15,39,55.01
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Христо Смирненски""",1806112,7,53.43,6,71.5
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище за европейски езици ""Свети Константин-Кирил Философ""",1806203,119,84.86,120,73.43
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище с преподаване на немски език ""Фридрих Шилер""",1806204,86,81.27,86,73.71
РУСЕ,РУСЕ,ГР.РУСЕ,"Основно училище ""Олимпи Панов""",1806205,31,57.19,31,68.81
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Йордан Йовков""",1806206,39,71.21,39,60.64
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Христо Ботев""",1806207,83,83.76,83,75.5
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Възраждане""",1806208,73,75.88,73,66.43
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Васил Левски""",1806209,132,72.43,132,59.88
РУСЕ,РУСЕ,ГР.РУСЕ,"Първо частно средно училище ""Леонардо да Винчи"" ООД",1806213,6,76.83,5,81
РУСЕ,РУСЕ,ГР.РУСЕ,"Частно Начално Училище ""Вяра Надежда Любов"" ООД",1806216,12,81.33,12,81.13
РУСЕ,РУСЕ,ГР.РУСЕ,"НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""",2902105,37,77.27,37,67.69
РУСЕ,РУСЕ,С.МАРТЕН,"Основно училище ""Отец Паисий""",1806115,25,76.12,25,70.7
РУСЕ,РУСЕ,С.НИКОЛОВО,"Основно училище ""Свети свети Кирил и Методий""",1806114,10,58.1,10,55.6
РУСЕ,РУСЕ,С.НОВО СЕЛО,"Основно училище ""Георги Стойков Раковски""",1806117,9,57.78,9,50
РУСЕ,РУСЕ,С.СЕМЕРДЖИЕВО,"ОСНОВНО УЧИЛИЩЕ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""",1806118,6,65,6,56.58
РУСЕ,РУСЕ,С.ТЕТОВО,"Основно училище ""Отец Паисий""",1806120,6,63.67,6,62.42
РУСЕ,РУСЕ,С.ХОТАНЦА,"Начално училище ""Васил Априлов""",1806121,4,41,4,25.25
РУСЕ,СЛИВО ПОЛЕ,ГР.СЛИВО ПОЛЕ,"Средно училище ""Св.Паисий Хилендарски""",1807008,23,43.48,23,44.11
РУСЕ,СЛИВО ПОЛЕ,С.ГОЛЯМО ВРАНОВО,Основно училище Иван Вазов,1807006,19,32,19,36.47
РУСЕ,СЛИВО ПОЛЕ,С.РЯХОВО,"Основно училище ""Свети свети Кирил и Методий""",1807007,4,60.25,4,66.25
РУСЕ,ЦЕНОВО,С.ДОЛНА СТУДЕНА,"Основно училище ""Свети Климент Охридски""",1808004,6,65.17,6,70.33
РУСЕ,ЦЕНОВО,С.КАРАМАНОВО,"Основно училище ""Христо Ботев""",1808002,3,58.67,3,72.67
РУСЕ,ЦЕНОВО,С.НОВГРАД,"Основно училище ""Алеко Константинов""",1808003,4,45.75,4,48.5
РУСЕ,ЦЕНОВО,С.ЦЕНОВО,"Основно училище ""Христо Ботев""",1808001,11,56.73,11,57.64
СИЛИСТРА,АЛФАТАР,ГР.АЛФАТАР,"Основно училище ""Христо Ботев""",1900101,5,50.6,8,63.25
СИЛИСТРА,ГЛАВИНИЦА,ГР.ГЛАВИНИЦА,"Средно училище ""Васил Левски""",1900201,36,61.92,37,56.31
СИЛИСТРА,ГЛАВИНИЦА,С.ЗАФИРОВО,"Обединено училище ""Иван Вазов""",1900202,11,27.55,11,46.09
СИЛИСТРА,ДУЛОВО,ГР.ДУЛОВО,"Средно училище ""Васил Левски""",1900301,51,56.73,50,55.53
СИЛИСТРА,ДУЛОВО,ГР.ДУЛОВО,"Основно училище ""Христо Смирненски""",1900314,45,52.44,44,54.28
СИЛИСТРА,ДУЛОВО,С.ОКОРШ,"Средно училище ""Йордан Йовков""",1900302,16,52.19,16,58.81
СИЛИСТРА,ДУЛОВО,С.ПАИСИЕВО,"Средно училище ""Христо Ботев""",1900303,16,51.75,16,46.72
СИЛИСТРА,ДУЛОВО,С.ПОРОЙНО,Начално училище Светлина,1900320,7,49.14,7,64.07
СИЛИСТРА,ДУЛОВО,С.ПРАВДА,"Основно училище ""Св.Св.Кирил и Методий""",1900309,11,38.91,11,47.36
СИЛИСТРА,ДУЛОВО,С.СЕКУЛОВО,"Основно училище ""Св.св.Кирил и Методий""",1900304,15,66.87,15,59.77
СИЛИСТРА,ДУЛОВО,С.ЧЕРНИК,"Основно училище ""Свети свети Кирил и Методий""",1900311,11,42.73,12,60.13
СИЛИСТРА,ДУЛОВО,С.ЧЕРНОЛИК,"Основно училище ""Д-р Петър Берон""",1900312,9,58,8,61.13
СИЛИСТРА,ДУЛОВО,С.ЯРЕБИЦА,"Основно училище ""Васил Левски""",1900313,7,67.71,7,63
СИЛИСТРА,КАЙНАРДЖА,С.ГОЛЕШ,"Основно училище ""Васил Априлов""",1900401,22,26.95,22,42.82
СИЛИСТРА,КАЙНАРДЖА,С.КАЙНАРДЖА,"Основно училище ""Черноризец Храбър""",1900403,7,27.86,8,31.81
СИЛИСТРА,КАЙНАРДЖА,С.СРЕДИЩЕ,"Основно училище ""Цанко Церковски""",1900404,14,41.79,14,35.57
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Средно училище ""Никола Йонков Вапцаров""",1900502,65,80.17,65,71.29
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Основно училище ""Отец Паисий""",1900511,49,81.59,49,72.93
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Основно училище ""Св. Св. Кирил и Методий""",1900512,64,69.89,64,55.88
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Основно училище ""Иван Вазов""",1900514,65,80.57,65,71.94
СИЛИСТРА,СИЛИСТРА,С.БРАДВАРИ,"Основно училище ""Св. св. Кирил и Методий""",1900516,2,63,2,55.5
СИЛИСТРА,СИЛИСТРА,С.КАЛИПЕТРОВО,"Основно училище ""Св. Св. Кирил и Методий""",1900518,3,53,3,50.5
СИЛИСТРА,СИЛИСТРА,С.ПРОФЕСОР ИШИРКОВО,"Обединено училище ""Свети Климент Охридски""",1900517,9,35,9,44.5
СИЛИСТРА,СИТОВО,С.ДОБРОТИЦА,"Основно училище ""Отец Паисий""",1900601,13,22.69,12,35.13
СИЛИСТРА,СИТОВО,С.ИСКРА,"Основно училище ""Стефан Караджа""",1900602,12,54.67,12,56.17
СИЛИСТРА,СИТОВО,С.СИТОВО,"Основно училище ""Георги Сава Раковски""",1900604,7,35.43,7,39.64
СИЛИСТРА,ТУТРАКАН,ГР.ТУТРАКАН,"Средно училище ""Йордан Йовков""",1900701,19,72.84,20,60.9
СИЛИСТРА,ТУТРАКАН,ГР.ТУТРАКАН,"Средно училище ""Христо Ботев""",1900702,36,76.67,36,59.1
СИЛИСТРА,ТУТРАКАН,С.ВАРНЕНЦИ,"Социално-педагогически интернат ""Христо Ботев""",1900705,1,20,1,24
СИЛИСТРА,ТУТРАКАН,С.НОВА ЧЕРНА,"Основно училище ""Свети Свети Кирил и Методий""",1900714,7,52.29,7,63.79
СИЛИСТРА,ТУТРАКАН,С.ЦАР САМУИЛ,"Основно училище ""Стефан Караджа""",1900706,2,89,2,79
СЛИВЕН,КОТЕЛ,ГР.КОТЕЛ,"Средно училище ""Георги Стойков Раковски""",2000201,28,68.29,26,51.08
