"﻿Област","Община","Населено място","Код по Админ","Училище","Явили се БЕЛ","Ср. успех в точки БЕЛ","Явили се МАТ","Ср. успех в точки МАТ"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","1 602 907","Средно училище Отец Паисий","46","77,63","46","62,65"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.ЙОАКИМ ГРУЕВО","1 602 901","Основно училище ""Христо Ботев""  с. Йоаким Груево","13","53,54","13","50,69"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.КУРТОВО КОНАРЕ","1 602 902","Основно училище  ""Св. Св. Кирил и Методий""","10","49,8","10","37,1"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.НОВО СЕЛО","1 602 903","Основно училище "" Христо Смирненски ""","16","14,75","16","37,31"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.ТРИВОДИЦИ","1 602 906","Основно училище ""Васил Левски""","15","51,33","15","35,8"
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","1 603 302","Начално училище""Любен Каравелов""","25","77,28","25","53,92"
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","1 603 301","Средно училище ""Христо Ботев""","18","52,61","20","36,6"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","1 603 704","Основно училище ""Васил Левски""","15","81,87","15","62,6"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","1 603 705","Основно училище "" Климент Охридски""","26","69,81","27","52,07"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","1 603 708","Средно училище ""Христо Смирненски""","31","83,65","30","74,93"
"ПЛОВДИВ","ХИСАРЯ","С.КРАСНОВО","1 603 706","Обединено училище "" Христо Ботев ""","12","29","11","30,36"
"ПЛОВДИВ","ХИСАРЯ","С.ПАНИЧЕРИ","1 603 703","Основно училище "" Христо Ботев ""","7","40,71","7","28"
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","1 701 101","Средно училище  ""Свети Свети Кирил и Методий""","31","73,03","31","69,26"
"РАЗГРАД","ЗАВЕТ","С.БРЕСТОВЕНЕ","1 701 104","Основно училище ""Христо Ботев""","22","85,59","22","70"
"РАЗГРАД","ЗАВЕТ","С.ВЕСЕЛЕЦ","1 701 106","Основно училище ""Христо Ботев""","7","56,57","7","66,86"
"РАЗГРАД","ЗАВЕТ","С.ОСТРОВО","1 701 105","ОУ ""Христо Ботев""","10","57,4","10","55,7"
"РАЗГРАД","ЗАВЕТ","С.СУШЕВО","1 701 108","Основно училише ""Васил Левски""","3","48","3","41"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","1 701 402","Основно училище ""Васил Априлов""","76","73,07","76","63,99"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","1 701 403","ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ"",ГРАД ИСПЕРИХ","34","62,12","34","49,71"
"РАЗГРАД","ИСПЕРИХ","С.ВАЗОВО","1 701 408","Основно училище  ""Никола Йонков Вапцаров""","11","69,64","11","59,45"
"РАЗГРАД","ИСПЕРИХ","С.КИТАНЧЕВО","1 701 411","Основно училище ""Христо Ботев""","3","46,33","3","53"
"РАЗГРАД","ИСПЕРИХ","С.ЛУДОГОРЦИ","1 701 412","Основно училище ""Христо Ботев""","13","58,85","13","50,92"
"РАЗГРАД","ИСПЕРИХ","С.ПОДАЙВА","1 701 413","Основно училище ""Отец Паисий""","13","50,92","13","54"
"РАЗГРАД","ИСПЕРИХ","С.ТОДОРОВО","1 701 416","Основно училище "" Васил Левски ""","5","58,4","5","62,8"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","1 701 604","Основно училище  ""Христо Смирненски""","14","57","14","39,71"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","1 701 601","Средно училище  ""Христо Ботев""","53","77,55","53","57,68"
"РАЗГРАД","КУБРАТ","С.БЕЛОВЕЦ","1 701 606","Основно училище ""Васил Левски""","13","60,23","13","37,69"
"РАЗГРАД","КУБРАТ","С.БИСЕРЦИ","1 701 609","Основно училище ""Никола Йонков Вапцаров""","3","42,33","3","44"
"РАЗГРАД","КУБРАТ","С.СЕВАР","1 701 607","Основно училище  ""Никола Йонков Вапцаров""","8","66","8","59,88"
"РАЗГРАД","КУБРАТ","С.СЕСЛАВ","1 701 612","Основно училище ""Свети Свети Кирил и Методий""","3","51,33","3","46,33"
"РАЗГРАД","КУБРАТ","С.ЮПЕР","1 701 608","Основно училище ""Свети Климент""","7","44,71","7","30,14"
"РАЗГРАД","ЛОЗНИЦА","ГР.ЛОЗНИЦА","1 701 711","Начално училище""Васил Левски""","31","75,13","31","59,32"
"РАЗГРАД","ЛОЗНИЦА","С.ГОРОЦВЕТ","1 701 709","Основно училище ""Христо Ботев""","9","62","9","50"
"РАЗГРАД","ЛОЗНИЦА","С.СЕЙДОЛ","1 701 703","Основно училище  Виделина","11","72,18","11","63,55"
"РАЗГРАД","ЛОЗНИЦА","С.ТРАПИЩЕ","1 701 710","Основно училище ""Кирил и Методий""","4","39,25","4","30,75"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 611","Основно училище Никола Йонков Вапцаров","71","75,38","71","60,1"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 613","Основно училище ""Васил Левски""","90","84,69","89","80,2"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 614","Основно училище ""Никола Икономов""","97","82,38","97","67,97"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 615","Основно училище ""Иван Сергеевич Тургенев""","41","79,51","41","63,95"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 616","Основно училище""Отец Паисий""","27","71,78","27","57,63"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 612","Средно училище ""Христо Ботев""","20","68,65","20","54,05"
"РАЗГРАД","РАЗГРАД","С.ДЯНКОВО","1 702 621","Основно училище ""Отец Паисий""","16","59,13","16","45,13"
"РАЗГРАД","РАЗГРАД","С.КИЧЕНИЦА","1 702 623","Основно училище  ""Кирил и Методий""","4","51,75","4","50,5"
"РАЗГРАД","РАЗГРАД","С.ОСЕНЕЦ","1 702 618","Основно училище ""Д-р Петър Берон""","8","48,38","8","45,63"
"РАЗГРАД","РАЗГРАД","С.РАКОВСКИ","1 702 620","Основно училище ""Георги Сава Раковски""","12","54,75","12","49,75"
"РАЗГРАД","РАЗГРАД","С.СТРАЖЕЦ","1 702 625","Основно училище ""Елин Пелин""","7","54,14","7","37,14"
"РАЗГРАД","РАЗГРАД","С.ЯСЕНОВЕЦ","1 702 622","Основно училище ""Свети Свети Кирил и Методий""","18","56,5","18","58,33"
"РАЗГРАД","САМУИЛ","С.ВЛАДИМИРОВЦИ","1 702 903","Основно училище ""Христо Ботев""","8","67,63","8","51,5"
"РАЗГРАД","САМУИЛ","С.САМУИЛ","1 702 901","Средно училище ""Свети Свети Кирил и Методий""","17","72,06","19","67,63"
"РАЗГРАД","САМУИЛ","С.ХЪРСОВО","1 702 902","Основно училище ""Свети Паисий Хилендарски""","3","69,33","3","53"
"РАЗГРАД","ЦАР КАЛОЯН","ГР.ЦАР КАЛОЯН","1 703 601","Средно училище ""Христо Ботев""","18","80,44","18","63,28"
"РАЗГРАД","ЦАР КАЛОЯН","С.ЕЗЕРЧЕ","1 703 602","Основно училище  ""Свети Паисий Хилендарски""","7","61","7","55"
"РУСЕ","БОРОВО","ГР.БОРОВО","1 801 001","Обединено училище ""Свети Климент Охридски""","13","55,62","13","53,69"
"РУСЕ","БОРОВО","С.ОБРЕТЕНИК","1 801 004","Основно училище  ""Петко Рачев Славейков""","11","57,36","11","64,82"
"РУСЕ","БЯЛА","ГР.БЯЛА","1 802 001","Начално училище ""Свети Свети Кирил и Методий""","13","51,62","14","29,5"
"РУСЕ","БЯЛА","ГР.БЯЛА","1 802 002","Начално училище ""Петко Рачев Славейков""","42","79,83","42","66,88"
"РУСЕ","БЯЛА","С.КОПРИВЕЦ","1 802 008","Основно училище ""Неофит Рилски""","14","46,36","14","37,79"
"РУСЕ","БЯЛА","С.ПОЛСКО КОСОВО","1 802 009","Основно училище  ""Свети свети Кирил и Методий""","8","68,75","8","44"
"РУСЕ","ВЕТОВО","ГР.ВЕТОВО","1 803 001","Средно училище  ""Васил Левски"" с професионални паралелки","32","49,16","33","35,06"
"РУСЕ","ВЕТОВО","ГР.ГЛОДЖЕВО","1 803 005","Средно училище  ""Христо Ботев""","21","73,29","21","64,38"
"РУСЕ","ВЕТОВО","ГР.СЕНОВО","1 803 002","Основно училище  ""Свети свети Кирил и Методий""","8","44,63","8","43,13"
"РУСЕ","ВЕТОВО","С.СМИРНЕНСКИ","1 803 008","Основно училище  ""Петко Рачов Славейков""","15","66,53","15","62,8"
"РУСЕ","ДВЕ МОГИЛИ","ГР.ДВЕ МОГИЛИ","1 804 007","Средно училище ""Св. св. Кирил и Методий""","41","61,9","39","50,54"
"РУСЕ","ДВЕ МОГИЛИ","С.БАНИСКА","1 804 004","Основно училище ""Христо Ботев""","6","51,17","6","49,83"
"РУСЕ","ИВАНОВО","С.ИВАНОВО","1 805 001","Основно училище  "" Никола Йонков Вапцаров ""","1","29","1","32"
"РУСЕ","ИВАНОВО","С.СВАЛЕНИК","1 805 006","ОСНОВНО УЧИЛИЩЕ "" СВЕТИ КЛИМЕНТ ОХРИДСКИ ""","0","0","0","0"
"РУСЕ","ИВАНОВО","С.ТРЪСТЕНИК","1 805 004","Основно училище""Васил Левски""","3","47,67","3","43,67"
"РУСЕ","ИВАНОВО","С.ЩРЪКЛЕВО","1 805 005","Основно училище ""Христо Ботев""","15","73,4","15","61,4"
"РУСЕ","РУСЕ","ГР.РУСЕ","2 902 105","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА  ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""","48","82,06","48","64,21"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 101","Основно училище ""Отец Паисий""","100","87,58","100","72,81"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 102","Основно училище  ""Любен Каравелов""","72","89,69","72","84,94"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 103","Основно училище ""Ангел Кънчев""","41","74,95","40","62,05"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 104","Основно училище "" Братя Миладинови""","37","64,51","37","45,05"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 106","Основно училище ""Иван Вазов""","99","86,87","98","75,94"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 108","Основно училище ""Алеко Константинов""","15","58,87","15","65,8"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 109","Основно училище ""Тома Кърджиев""","63","74,76","63","59,11"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 110","Основно училище ""Никола Обретенов""","59","71,51","59","53,07"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 111","Основно училище ""Васил Априлов""","22","75,64","22","54,05"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 112","Основно училище   ""Христо Смирненски""","8","53,38","8","36,13"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 205","Основно училище  ""Олимпи Панов""","37","76,3","37","60,92"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 203","Средно училище за европейски езици ""Свети Константин-Кирил Философ""","114","89,16","113","71,13"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 204","Средно училище с преподаване на немски език  ""Фридрих Шилер""","94","87,09","94","72,97"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 206","Средно училище ""Йордан Йовков""","43","73,09","44","60,64"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 207","Средно училище ""Христо Ботев""","90","88,92","90","75,88"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 208","Средно училище  ""Възраждане""","99","82,12","99","69,19"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 209","Средно училище ""Васил Левски""","184","82,74","184","66,89"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 216","Частно Начално Училище ""Вяра Надежда Любов"" ООД","6","89,33","6","80,83"
"РУСЕ","РУСЕ","ГР.РУСЕ","1 806 213","Първо частно средно училище ""Леонардо да Винчи"" ООД","14","91,64","14","85,5"
"РУСЕ","РУСЕ","С.МАРТЕН","1 806 115","Основно училище ""Отец Паисий""","23","82","23","66,87"
"РУСЕ","РУСЕ","С.НИКОЛОВО","1 806 114","Основно училище ""Свети свети Кирил и Методий""","18","75,06","18","57,89"
"РУСЕ","РУСЕ","С.НОВО СЕЛО","1 806 117","Основно училище  ""Георги Стойков Раковски""","5","63,4","5","48,6"
"РУСЕ","РУСЕ","С.СЕМЕРДЖИЕВО","1 806 118","ОСНОВНО УЧИЛИЩЕ  ""СВ. СВ. КИРИЛ И МЕТОДИЙ""","5","52","5","49,6"
"РУСЕ","РУСЕ","С.ТЕТОВО","1 806 120","Основно училище ""Отец Паисий""","4","87,5","4","81,75"
"РУСЕ","РУСЕ","С.ХОТАНЦА","1 806 121","Начално училище  ""Васил Априлов""","5","59,2","5","42,6"
"РУСЕ","СЛИВО ПОЛЕ","ГР.СЛИВО ПОЛЕ","1 807 008","Средно училище  ""Св.Паисий Хилендарски""","35","73,2","35","60,4"
