"﻿Област","Община","Населено място","Училище","Код по Админ","Явили се","Ср. успех в точки","Явили се","Ср. успех в точки"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","ППМГ ""Акад.Н.Обрешков""","1 702 609","24","80,52","24","67,64"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","ОУ ""Васил Левски""","1 702 613","104","66,16","104","38,78"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","ОУ ""Н.Й.Вапцаров""","1 702 611","81","58,75","81","32,38"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","ОУ ""Н.Икономов""","1 702 614","85","55,35","85","30,75"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","СУ ""Хр.Ботев""","1 702 612","28","50,68","28","27,77"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","ОУ ""И.С.Тургенев""","1 702 615","36","44,65","36","22,94"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","ОУ""Отец Паисий""","1 702 616","16","33,72","16","20,69"
"РАЗГРАД","РАЗГРАД","С.ДЯНКОВО","ОУ ""Отец Паисий""","1 702 621","3","11","3","13,67"
"РАЗГРАД","РАЗГРАД","С.КИЧЕНИЦА","ОУ ""Кирил и Методий""","1 702 623","5","12,2","6","11,5"
"РАЗГРАД","РАЗГРАД","С.ОСЕНЕЦ","ОУ ""Д-р Петър Берон""","1 702 618","7","21","7","14"
"РАЗГРАД","РАЗГРАД","С.РАКОВСКИ","ОУ ""Г, С, Раковски""","1 702 620","15","22,43","15","17,97"
"РАЗГРАД","РАЗГРАД","С.СТРАЖЕЦ","ОУ ""Ел.Пелин""","1 702 625","2","13,5","1","9"
"РАЗГРАД","РАЗГРАД","С.ЯСЕНОВЕЦ","ОУ""Св.Св.Кирил и Методий""","1 702 622","29","19,09","29","35,1"
"РАЗГРАД","САМУИЛ","С.ВЛАДИМИРОВЦИ","ОУ""Хр.Ботев""""","1 702 903","11","44,14","11","33,48"
"РАЗГРАД","САМУИЛ","С.САМУИЛ","СУ""Св.Св.Кирил и Методий""","1 702 901","16","47,72","17","22,57"
"РАЗГРАД","САМУИЛ","С.ХЪРСОВО","ОУ""Св.П.Хилендарски""""","1 702 902","10","28,95","10","18,95"
"РАЗГРАД","ЦАР КАЛОЯН","ГР.ЦАР КАЛОЯН","СУ ""Хр. Ботев""","1 703 601","16","51,63","16","29,66"
"РАЗГРАД","ЦАР КАЛОЯН","С.ЕЗЕРЧЕ","ОУ ""Св. П. Хилендарски""","1 703 602","10","38,7","10","30,38"
"РУСЕ","БОРОВО","ГР.БОРОВО","ОбУ""Св.Климент Охридски""","1 801 001","13","37,31","13","22,87"
"РУСЕ","БОРОВО","С.ОБРЕТЕНИК","ОУ ""П.Р. Славейков""","1 801 004","9","26,67","9","33,36"
"РУСЕ","БЯЛА","ГР.БЯЛА","СУ ""Панайот Волов""","1 802 004","68","46,53","67","24,2"
"РУСЕ","БЯЛА","С.КОПРИВЕЦ","ОУ ""Неофит Рилски""","1 802 008","14","28,25","14","16,77"
"РУСЕ","БЯЛА","С.ПОЛСКО КОСОВО","ОУ ""Свети св. Кирил и Методий""","1 802 009","6","33,33","6","16,29"
"РУСЕ","ВЕТОВО","ГР.ВЕТОВО","СУ ""Васил Левски"" с ПП","1 803 001","56","25,54","53","17,99"
"РУСЕ","ВЕТОВО","ГР.ГЛОДЖЕВО","СУ ""Христо Ботев""","1 803 005","22","48,23","22","29,68"
"РУСЕ","ВЕТОВО","ГР.СЕНОВО","ОУ""Св.св. Кирил и Методий""","1 803 002","4","27","4","16,25"
"РУСЕ","ВЕТОВО","С.СМИРНЕНСКИ","ОУ ""Петко Рачов Славейков""","1 803 008","12","51,67","12","48,92"
"РУСЕ","ДВЕ МОГИЛИ","ГР.ДВЕ МОГИЛИ","СУ ""Св. Св. Кирил и Методий""","1 804 007","44","39,67","44","30,66"
"РУСЕ","ДВЕ МОГИЛИ","С.БАНИСКА","ОУ ""Христо Ботев""","1 804 004","6","29,17","6","38"
"РУСЕ","ИВАНОВО","С.ИВАНОВО","ОУ "" Н.Й.Вапцаров ""","1 805 001","4","49,5","4","21,25"
"РУСЕ","ИВАНОВО","С.ТРЪСТЕНИК","ОУ"" Васил Левски""","1 805 004","5","40,2","5","27,25"
"РУСЕ","ИВАНОВО","С.ЩРЪКЛЕВО","О У ""Христо Ботев""","1 805 005","9","28,78","8","21,41"
"РУСЕ","РУСЕ","ГР.РУСЕ","МГ  ""Баба Тонка""","1 806 202","27","87,81","27","93,47"
"РУСЕ","РУСЕ","ГР.РУСЕ","СУЕЕ","1 806 203","121","73,99","121","55,45"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ""Любен Каравелов""","1 806 102","80","72,46","80","60,25"
"РУСЕ","РУСЕ","ГР.РУСЕ","СУПНЕ ""Фридрих Шилер""","1 806 204","107","71,33","107","44,87"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Иван Вазов""","1 806 106","74","67,16","74","55,56"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Отец Паисий""","1 806 101","102","65,81","102","51,16"
"РУСЕ","РУСЕ","ГР.РУСЕ","СУ ""Христо Ботев""","1 806 207","98","65,75","98","50,83"
"РУСЕ","РУСЕ","ГР.РУСЕ","ПЧСУ ""Леонардо да Винчи""","1 806 213","11","61,45","11","54,82"
"РУСЕ","РУСЕ","ГР.РУСЕ","НУИ""ПРОФ.В.СТОЯНОВ""-РУСЕ","2 902 105","37","60,51","37","33,31"
"РУСЕ","РУСЕ","ГР.РУСЕ","СУ ""Васил Левски""","1 806 209","134","59,31","134","35,97"
"РУСЕ","РУСЕ","ГР.РУСЕ","СУ  ""Възраждане""","1 806 208","97","58,72","97","40,62"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Ангел Кънчев""","1 806 103","33","52,77","33","29,74"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ""Васил Априлов""","1 806 111","50","52,17","50","32,1"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Бр. Миладинови""","1 806 104","22","51,55","22","32,95"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Тома Кърджиев""","1 806 109","40","48,66","40","25,73"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Никола Обретенов""","1 806 110","40","47,63","40","21,06"
"РУСЕ","РУСЕ","ГР.РУСЕ","СУ ""Йордан Йовков""","1 806 206","41","46,45","41","27,63"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Христо Смирненски""","1 806 112","7","45,86","6","34,21"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ  ""Олимпи Панов""","1 806 205","13","43,92","12","21,77"
"РУСЕ","РУСЕ","ГР.РУСЕ","ОУ ""Алеко Константинов""","1 806 108","18","28,28","18","21,92"
"РУСЕ","РУСЕ","ГР.РУСЕ","СУ ""М-р Атанас Узунов""","1 806 401","24","27,04","24","15,82"
"РУСЕ","РУСЕ","С.МАРТЕН","ОУ""Отец Паисий""","1 806 115","22","57,11","22","32,88"
"РУСЕ","РУСЕ","С.НИКОЛОВО","ОУ ""Св.св.Кирил и Методий","1 806 114","7","55","7","31,82"
"РУСЕ","РУСЕ","С.НОВО СЕЛО","ОУ ""Г. С. Раковски""","1 806 117","17","39,79","17","20,34"
"РУСЕ","РУСЕ","С.СЕМЕРДЖИЕВО","ОУ""Св.св.Кирил и Методий""","1 806 118","9","35,78","9","21,47"
"РУСЕ","РУСЕ","С.ТЕТОВО","ОУ  ""Отец Паисий""","1 806 120","7","51,71","7","23,57"
"РУСЕ","СЛИВО ПОЛЕ","ГР.СЛИВО ПОЛЕ","СУ""Св. Паисий Хилендарски""","1 807 008","34","48,07","34","25,68"
"РУСЕ","СЛИВО ПОЛЕ","С.ГОЛЯМО ВРАНОВО","ОУ ""Иван Вазов""","1 807 006","13","22,08","14","13,2"
"РУСЕ","СЛИВО ПОЛЕ","С.РЯХОВО","ОУ ""Св.св.Кирил и Методий""","1 807 007","7","42,21","7","17,25"
"РУСЕ","ЦЕНОВО","С.ДОЛНА СТУДЕНА","ОУ""Свети Климент Охридски""","1 808 004","9","58","9","41,36"
"РУСЕ","ЦЕНОВО","С.КАРАМАНОВО","ОУ ""Христо Ботев""","1 808 002","5","51,3","5","43,3"
"РУСЕ","ЦЕНОВО","С.НОВГРАД","ОУ""А.Константинов""","1 808 003","3","53,33","3","37,17"
"РУСЕ","ЦЕНОВО","С.ЦЕНОВО","ОУ""Хр.Ботев""","1 808 001","6","36,83","6","42"
"СИЛИСТРА","АЛФАТАР","ГР.АЛФАТАР","ОУ ""Христо Ботев""","1 900 101","10","30,7","10","27,73"
"СИЛИСТРА","ГЛАВИНИЦА","ГР.ГЛАВИНИЦА","СУ ""Васил Левски""","1 900 201","37","34,43","37","27,91"
"СИЛИСТРА","ГЛАВИНИЦА","С.ЗАФИРОВО","ОбУ ""Иван Вазов""","1 900 202","20","37,78","19","16,93"
"СИЛИСТРА","ГЛАВИНИЦА","С.СОКОЛ","ОУ ""Св.Св.Кирил и Методий""","1 900 206","7","43,71","7","27,25"
"СИЛИСТРА","ГЛАВИНИЦА","С.СТЕФАН КАРАДЖА","ОУ ""Отец Паисий""","1 900 207","5","32,6","5","17,9"
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","СУ ""Васил Левски""","1 900 301","62","41,23","62","28,81"
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","ОУ ""Христо Смирненски""","1 900 314","49","37,89","50","30,5"
"СИЛИСТРА","ДУЛОВО","С.ОКОРШ","СУ ""Йордан Йовков""","1 900 302","21","34,86","21","26,6"
"СИЛИСТРА","ДУЛОВО","С.ПАИСИЕВО","СУ ""Христо Ботев""","1 900 303","15","34,5","15","28,08"
"СИЛИСТРА","ДУЛОВО","С.ПРАВДА","ОУ ""Св. св. Кирил и Методий""","1 900 309","18","27,14","18","18,78"
"СИЛИСТРА","ДУЛОВО","С.СЕКУЛОВО","ОУ ""Св.Св.Кирил и Методий""","1 900 304","11","26,82","12","22,58"
"СИЛИСТРА","ДУЛОВО","С.ЧЕРНИК","ОУ ""Св.Св.Кирил и Методий""","1 900 311","20","34,4","19","29,34"
"СИЛИСТРА","ДУЛОВО","С.ЧЕРНОЛИК","ОУ ""Д-р Петър Берон""","1 900 312","12","19,67","12","22,63"
"СИЛИСТРА","ДУЛОВО","С.ЯРЕБИЦА","ОУ ""Васил Левски""","1 900 313","12","41,63","12","25,4"
"СИЛИСТРА","КАЙНАРДЖА","С.ГОЛЕШ","ОУ ""Васил Априлов""","1 900 401","19","12,97","19","15,61"
"СИЛИСТРА","КАЙНАРДЖА","С.КАЙНАРДЖА","ОУ ""Черноризец Храбър""","1 900 403","13","25,42","13","12,96"
"СИЛИСТРА","КАЙНАРДЖА","С.СРЕДИЩЕ","ОУ ""Цанко Церковски""","1 900 404","20","23,45","20","14,96"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","ПМГ ""Св.Климент Охридски""","1 900 503","30","74,45","30","63,47"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","ОУ ""Иван Вазов""","1 900 514","68","65,88","68","46,04"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","ОУ ""Отец Паисий""","1 900 511","56","64,99","56","36,14"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","СУ ""Никола Й.Вапцаров""","1 900 502","66","55,32","66","26,88"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","ОУ ""Св.св.Кирил и Методий""","1 900 512","37","54,07","37","33,66"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","СпУ ""Дръстър""","1 900 528","16","28,69","17","17,66"
"СИЛИСТРА","СИЛИСТРА","С.БРАДВАРИ","ОУ ""Св.св.Кирил и Методий""","1 900 516","2","45,75","2","18,5"
"СИЛИСТРА","СИЛИСТРА","С.КАЛИПЕТРОВО","ОУ ""Св.Св.Кирил и Методий""","1 900 518","8","23,25","7","14,79"
"СИЛИСТРА","СИЛИСТРА","С.ПРОФЕСОР ИШИРКОВО","ОбУ ""Св. Климент Охридски""","1 900 517","11","20,36","11","13,82"
"СИЛИСТРА","СИТОВО","С.ДОБРОТИЦА","ОУ ""Отец Паисий""","1 900 601","14","22,36","14","21,11"
"СИЛИСТРА","СИТОВО","С.ИСКРА","ОУ ""Стефан Караджа""","1 900 602","10","43,8","10","51,85"
"СИЛИСТРА","СИТОВО","С.СИТОВО","ОУ ""Георги С.Раковски""","1 900 604","4","39,25","4","49,25"
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","СУ ""Христо Ботев""","1 900 702","45","49,99","45","35,26"
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","СУ ""Йордан Йовков""","1 900 701","35","48,61","35","24,67"
"СИЛИСТРА","ТУТРАКАН","С.ВАРНЕНЦИ","СПИ ""Христо Ботев""","1 900 705","8","12","8","13,5"
"СИЛИСТРА","ТУТРАКАН","С.НОВА ЧЕРНА","ОУ ""Св. Св. Кирил и  Методий""","1 900 714","6","29,75","6","45,46"
"СИЛИСТРА","ТУТРАКАН","С.ЦАР САМУИЛ","ОУ ""Стефан Караджа""","1 900 706","9","47,39","9","29,14"
"СЛИВЕН","КОТЕЛ","ГР.КОТЕЛ","НУФИ""ФИЛИП КУТЕВ""","2 902 201","24","52,88","24","26,77"
"СЛИВЕН","КОТЕЛ","ГР.КОТЕЛ","СУ""Г.С.Раковски""  - Котел","2 000 201","36","38,83","34","21,35"
"СЛИВЕН","КОТЕЛ","С.ГРАДЕЦ","ОУ “Кап. П. Пармаков“","2 000 206","36","22,04","38","15,57"
"СЛИВЕН","КОТЕЛ","С.КИПИЛОВО","ОУ ""Св. св. Кирил и Методий""","2 000 208","4","25,5","4","13,56"
"СЛИВЕН","КОТЕЛ","С.МОКРЕН","ОУ ""Христо Ботев""","2 000 209","9","23,39","9","14,11"
"СЛИВЕН","КОТЕЛ","С.ПЪДАРЕВО","ОУ ""Георги Раковски""","2 000 212","3","9,33","3","10,67"
"СЛИВЕН","КОТЕЛ","С.СТРЕЛЦИ","ОУ ""Димитър Камбуров""","2 000 204","2","74","2","67,75"
"СЛИВЕН","КОТЕЛ","С.ФИЛАРЕТОВО","ОУ ""Д-р Петър Берон""","2 000 213","1","31","1","25"
"СЛИВЕН","КОТЕЛ","С.ЯБЛАНОВО","ОУ Н. Вапцаров","2 000 214","43","39,26","43","36,63"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","СУ ""Христо Ботев""","2 000 305","124","59,32","123","36"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","СУ ""Иван Вазов""","2 000 304","44","14,26","44","14,13"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","ОУ""Хр. Смирненски""","2 000 303","23","10,7","24","15,5"
"СЛИВЕН","НОВА ЗАГОРА","С.БАНЯ","ОУ ""Злати Терзиев""","2 000 310","11","15,23","11","11,64"
"СЛИВЕН","НОВА ЗАГОРА","С.КОНЬОВО","ОУ""Св.св.Кирил и Методий""","2 000 314","9","15,5","7","13,14"
"СЛИВЕН","НОВА ЗАГОРА","С.КОРТЕН","ОУ  ""П. Р. Славейков""","2 000 315","12","21,17","11","20,64"
"СЛИВЕН","НОВА ЗАГОРА","С.ЛЮБЕНОВА МАХАЛА","ОУ ""Иларион Макариополски""","2 000 316","4","20,25","4","13"
"СЛИВЕН","НОВА ЗАГОРА","С.СТОИЛ ВОЙВОДА","ОУ  - ""Св.Паисий Хилендарски""","2 000 321","18","25,25","19","20,34"
"СЛИВЕН","НОВА ЗАГОРА","С.СЪДИЕВО","ОУ""Христо Ботев""","2 000 322","11","12,41","11","10,73"
"СЛИВЕН","СЛИВЕН","ГР.КЕРМЕН","ОУ ""Христо Смирненски""","2 000 140","16","25,44","16","16,33"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ППМГ ""Добри Чинтулов""","2 000 126","52","84,05","52","77,85"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ ""Д-р Ив. Селимински""","2 000 107","95","68,61","95","47,32"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ ""Христо Ботев""","2 000 106","86","61,85","85","36,11"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ ""Елисавета Багряна""","2 000 116","86","61,33","86","37,86"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ ""Д.Петров""","2 000 108","55","59,04","55","34"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ ""П.Хитов""","2 000 111","36","58,76","36","35,67"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","СУ  "" Пейо Яворов ""","2 000 109","96","57,94","96","34,72"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","СУ ""К. Константинов""","2 000 115","117","53,53","117","28,83"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","СУ ""Йордан Йовков""","2 000 114","25","50,68","25","31,9"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ ""Св.св.Кирил и Методий""","2 000 113","14","46,5","14","35,02"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","СУ ""Димитър Рохов""","2 000 128","47","36,89","47","20,39"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","СУ Х.М.Пашов","2 000 105","30","24,7","29","14,86"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ ""Юрий Гагарин""","2 000 112","50","12,42","52","11,67"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","ОУ""Бр.Миладинови""","2 000 110","113","11,04","112","11,78"
"СЛИВЕН","СЛИВЕН","С.БЛАТЕЦ","ОУ""Св.Климент Охридски"" Блатец","2 000 132","29","16,98","32","21,02"
"СЛИВЕН","СЛИВЕН","С.БЯЛА","ОУ ""Хаджи Димитър""","2 000 131","4","33,88","4","23"
"СЛИВЕН","СЛИВЕН","С.ГАВРАИЛОВО","ОУ ""Н. Геров""","2 000 136","31","24,29","32","15,8"
"СЛИВЕН","СЛИВЕН","С.ЖЕЛЮ ВОЙВОДА","ОУ ""Д-р Петър Берон""","2 000 138","21","22,93","19","22,93"
"СЛИВЕН","СЛИВЕН","С.ЗЛАТИ ВОЙВОДА","ОУ ""Братя Миладинови""","2 000 139","12","23,83","12","22"
"СЛИВЕН","СЛИВЕН","С.КАМЕН","ОУ ""Св. Св. Кирил и Методий""","2 000 141","23","21,46","23","27,13"
"СЛИВЕН","СЛИВЕН","С.КРУШАРЕ","ОУ  ""Ч. Храбър""","2 000 142","28","30,82","28","18,45"
"СЛИВЕН","СЛИВЕН","С.САМУИЛОВО","ОУ ""Хр. Ботев""","2 000 147","33","18,05","31","15,06"
"СЛИВЕН","СЛИВЕН","С.СЕЛИМИНОВО","ОУ""Х.Димитър""","2 000 149","14","9,5","13","12,69"
"СЛИВЕН","СЛИВЕН","С.СОТИРЯ","ОУ""Св.Паисий Хилендарски""","2 000 146","16","16,72","16","14,06"
"СЛИВЕН","СЛИВЕН","С.СТАРА РЕКА","ОУ Васил Левски","2 000 148","6","39,25","6","22,67"
"СЛИВЕН","СЛИВЕН","С.ТОПОЛЧАНЕ","ОУ ""Св. П. Хилендарски""","2 000 150","37","18,74","38","14,61"
"СЛИВЕН","ТВЪРДИЦА","ГР.ТВЪРДИЦА","СУ""Неофит Рилски""","2 000 402","68","34,71","69","21,41"
"СЛИВЕН","ТВЪРДИЦА","ГР.ШИВАЧЕВО","СУ ""Г. Каравелов""","2 000 408","40","27,75","41","18,6"
"СЛИВЕН","ТВЪРДИЦА","С.БЯЛА ПАЛАНКА","ОУ ""Никола Й. Вапцаров""","2 000 405","6","41,58","6","21,63"
"СЛИВЕН","ТВЪРДИЦА","С.СБОРИЩЕ","ОУ ""Никола Прокопиев""","2 000 407","13","19,15","13","13,38"
"СМОЛЯН","БАНИТЕ","С.БАНИТЕ","СУ ""ХРИСТО БОТЕВ""","2 100 201","6","71,75","6","75,67"
