Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ (мах 65 т.);Явили се MAT;Ср. успех в точки MAT (мах 65 т.)
ПЛОВДИВ;КАРЛОВО;С.ХРИСТО ДАНОВО;1-601-317;ОУ Ген. Карцов;18;15.81;18;14
ПЛОВДИВ;КАРЛОВО;ГР.КЛИСУРА;1-601-318;ОУ Христо ГР.Данов;12;22.29;12;13.08
ПЛОВДИВ;КРИЧИМ;ГР.КРИЧИМ;1-601-403;СУ П. Р. Славейков;58;22.03;55;20.16
ПЛОВДИВ;ЛЪКИ;ГР.ЛЪКИ;1-601-501;СУ Христо Ботев;12;35.58;12;42.17
ПЛОВДИВ;МАРИЦА;С.СКУТАРЕ;1-601-701;ОУ Св. Кл. Охридски;19;27.63;19;21.53
ПЛОВДИВ;МАРИЦА;С.ВОЙВОДИНОВО;1-601-702;ОУ Св.Св.Кирил и Методий;14;18.36;13;15.92
ПЛОВДИВ;МАРИЦА;С.ЦАРАЦОВО;1-601-703;ОУ Дядо Ив. Арабаджията;16;38.88;16;38.94
ПЛОВДИВ;МАРИЦА;С.БЕНКОВСКИ;1-601-704;ОУ Г. Бенковски;8;25.5;9;18.67
ПЛОВДИВ;МАРИЦА;С.ГРАФ ИГНАТИЕВО;1-601-705;ОУ Граф Н.Игнатиев;15;32.5;14;25.43
ПЛОВДИВ;МАРИЦА;С.СТРОЕВО;1-601-706;ОУ Христо Смирненски;19;21.84;19;23.16
ПЛОВДИВ;МАРИЦА;С.КОСТИЕВО;1-601-707;ОУ Св.Св.Кирил и Методий;12;17.08;11;12
ПЛОВДИВ;МАРИЦА;С.МАНОЛЕ;1-601-708;СУ В. Левски;26;27.75;26;21.38
ПЛОВДИВ;МАРИЦА;С.КАЛЕКОВЕЦ;1-601-709;ОбУ Св. Св. Кирил и Методий;35;18.26;35;16.09
ПЛОВДИВ;МАРИЦА;С.РОГОШ;1-601-710;ОУ Васил Левски;36;29.9;36;28.83
ПЛОВДИВ;МАРИЦА;С.ТРУД;1-601-711;ОУ Св.Св. Кирил и Методий;26;29.44;26;29.5
ПЛОВДИВ;ПЪРВОМАЙ;ГР.ПЪРВОМАЙ;1-602-301;ОУ Св. Св. Кирил и Методий;36;29.32;36;22.58
ПЛОВДИВ;ПЪРВОМАЙ;ГР.ПЪРВОМАЙ;1-602-302;ОУ Георги Караславов;20;24.95;19;19
ПЛОВДИВ;ПЪРВОМАЙ;С.ГРАДИНА;1-602-303;ОУ Христо Ботев;17;28.59;17;18.29
ПЛОВДИВ;ПЪРВОМАЙ;С.ИСКРА;1-602-304;ОУ Отец Паисий;9;13.94;8;16.25
ПЛОВДИВ;ПЪРВОМАЙ;С.ДЪЛБОК ИЗВОР;1-602-305;ОУ Св.Св.Кирил и Методий;8;13.63;8;12.38
ПЛОВДИВ;ПЪРВОМАЙ;С.ВИНИЦА;1-602-306;ОУ Васил Априлов;5;23.6;5;13.4
ПЛОВДИВ;ПЪРВОМАЙ;С.КАРАДЖАЛОВО;1-602-307;ОУ Св.Св.Кирил и Методий;9;21.78;9;12.11
ПЛОВДИВ;ПЪРВОМАЙ;С.БЯЛА РЕКА;1-602-308;ОУ Любен Каравелов;9;17.11;9;12.11
ПЛОВДИВ;ПЪРВОМАЙ;С.БУКОВО;1-602-309;ОУ Д-р Петър Берон;2;30.5;2;37.5
ПЛОВДИВ;ПЪРВОМАЙ;С.ЕЗЕРОВО;1-602-310;ОУ Христо Ботев;11;23.55;11;20.64
ПЛОВДИВ;ПЪРВОМАЙ;ГР.ПЪРВОМАЙ;1-602-314;СУ Асен Златаров;76;34.58;76;30.29
ПЛОВДИВ;ПЕРУЩИЦА;ГР.ПЕРУЩИЦА;1-602-401;ОУ ПЕТЪР БОНЕВ;32;30.53;33;27.88
ПЛОВДИВ;РАКОВСКИ;ГР.РАКОВСКИ;1-602-502;ОУ Христо Ботев;57;36.01;57;32.26
ПЛОВДИВ;РАКОВСКИ;ГР.РАКОВСКИ;1-602-503;ОУ Христо Смирненски;43;27.73;43;19.65
ПЛОВДИВ;РАКОВСКИ;С.СТРЯМА;1-602-504;ОУ Отец Паисий;29;14.14;29;14.21
ПЛОВДИВ;РАКОВСКИ;С.ЧАЛЪКОВИ;1-602-505;ОУ Д-р Петър Берон;15;20.03;16;12.06
ПЛОВДИВ;РАКОВСКИ;С.БЕЛОЗЕМ;1-602-507;ОУ Гео Милев;31;26.47;32;25.84
ПЛОВДИВ;РОДОПИ;С.БЕЛАЩИЦА;1-602-602;ОУ П.Славейков;21;30.9;21;22.95
ПЛОВДИВ;РОДОПИ;С.ПЪРВЕНЕЦ;1-602-603;ОУ Св.Св.Кирил и Методий;28;32.95;29;28.31
ПЛОВДИВ;РОДОПИ;С.БРЕСТНИК;1-602-604;ОУ В. Левски;5;36.9;5;34.2
ПЛОВДИВ;РОДОПИ;С.БРЕСТОВИЦА;1-602-605;ОУ Христо Ботев;16;23.56;15;18.8
ПЛОВДИВ;РОДОПИ;С.КАДИЕВО;1-602-606;ОУ Св. Св. Кирил и Методий;8;29.81;8;25.88
ПЛОВДИВ;РОДОПИ;С.МАРКОВО;1-602-607;ОУ Св. св. Кирил и Методий;6;39.83;6;41.67
ПЛОВДИВ;РОДОПИ;С.БРАНИПОЛЕ;1-602-608;ОУ Св.Св. Кирил и Методий;11;35.5;11;35.55
ПЛОВДИВ;РОДОПИ;С.УСТИНА;1-602-609;ОУ Св. Св. Кирил и Методий;11;30.55;11;21.82
ПЛОВДИВ;РОДОПИ;С.ЦАЛАПИЦА;1-602-611;ОУ -- Паисий Хилендарски;24;27.5;24;20.62
ПЛОВДИВ;РОДОПИ;С.ЯГОДОВО;1-602-612;ОУ Неофит Рилски;17;26.12;10;25.2
ПЛОВДИВ;РОДОПИ;С.КРУМОВО;1-602-613;ОУ Хр. Ботев;12;41.96;12;29.92
ПЛОВДИВ;САДОВО;С.КАТУНИЦА;1-602-801;ОУ Христо Ботев;17;26.24;17;22.76
ПЛОВДИВ;САДОВО;ГР.САДОВО;1-602-803;ОУ Гео Милев;17;8.12;16;12.06
ПЛОВДИВ;САДОВО;С.ЧЕШНЕГИРОВО;1-602-804;ОУ Св. Св. Кирил и Методий;17;23.12;17;18.29
ПЛОВДИВ;САДОВО;С.ПОПОВИЦА;1-602-805;ОУ Христо Ботев;19;22.71;20;21.1
ПЛОВДИВ;САДОВО;С.БОГДАНИЦА;1-602-806;ОУ с.Богданица;15;17.07;15;17.2
ПЛОВДИВ;САДОВО;С.КАРАДЖОВО;1-602-807;Основно училище Васил Левски;18;23.06;18;27.94
ПЛОВДИВ;САДОВО;С.БОЛЯРЦИ;1-602-808;ОУ Г. С. Раковски;35;21.64;36;15.39
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.ЙОАКИМ ГРУЕВО;1-602-901;ОУ Хр. Ботев;21;17.95;21;11.52
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.КУРТОВО КОНАРЕ;1-602-902;ОУ Св. Кирил и Методий;22;20.16;22;30.5
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.НОВО СЕЛО;1-602-903;ОУ Хр.Смирненски;12;12.92;10;9.1
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;1-602-904;ОУ Христо Ботев;17;16.47;18;15.67
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;1-602-905;ОУ Христо Смирненски-ГР.Стам;13;30.19;13;25.62
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.ТРИВОДИЦИ;1-602-906;ОУ Васил Левски;20;17.75;20;12
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;1-602-907;СУ Отец Паисий;37;36.43;37;36.65
ПЛОВДИВ;СЪЕДИНЕНИЕ;ГР.СЪЕДИНЕНИЕ;1-603-301;СУ Христо Ботев;49;25.01;47;17.04
ПЛОВДИВ;ХИСАРЯ;С.ПАНИЧЕРИ;1-603-703;ОУ Хр. Ботев;6;13.67;6;10.17
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;1-603-704;ОУ В.Левски;8;29.38;8;23.62
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;1-603-705;ОУ Климент Охридски;19;39.16;19;27.16
ПЛОВДИВ;ХИСАРЯ;С.КРАСНОВО;1-603-706;ОУ Христо Ботев;5;19.8;5;15.6
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;1-603-708;СУ Хр.Смирненски;25;33.16;25;24.48
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-142;ОУ Ал.Константинов;79;46.66;79;43.68
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-143;ОУ Тютюнджян;39;39.72;39;34.49
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-144;ОУ Гео Милев;22;13.18;23;20.48
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-146;ОУ Д-р П. Берон;36;38.82;36;32.33
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-147;ОУ Душо Хаджидеков;117;46.36;117;45.58
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-148;ОУ Екзарх Антим І;51;43.62;51;44.69
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-149;ОУ К.Честеменски;39;43.77;39;41.18
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-150;СУ Любен Каравелов;25;37.16;26;24.77
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-152;ОУ Княз Александър I;172;45.66;172;46.59
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-154;СУ Св.Паисий Хилендарски;118;38.64;118;35.15
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-155;СУ Св. Кл. Охридски;49;31.69;49;31.08
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-156;СУ Свети Патриарх Евтимий;195;48.11;195;52.13
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-157;СУ Цар Симеон Велики;45;40.93;45;36.76
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-244;ОУ Васил Левски;44;40.64;44;37.66
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-245;ОУ Д. Дебелянов;96;13.59;98;14.95
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-246;ОУ Пенчо Славейков;97;8.93;97;10.34
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-247;СУ Н. Геров;88;09.06;85;13.52
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-248;СУ Симон Боливар;43;30.79;43;20
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-271;СУ за УУС;5;9.4;5;13
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-341;ОУ Васил Петлешков;46;37.88;46;38.11
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-342;ОУ Драган Манчов;43;41.01;43;36.51
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-343;ОУ Елин Пелин;19;37.63;18;45.22
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-344;ОУ Тодор Каблешков;21;39.12;21;30
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-345;СУ Св. св. Кирил и Методий;56;39.02;56;35.62
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-346;МГ Акад. К. Попов;30;55.67;30;63.87
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-347;СУ Васил Левски;75;26.03;74;18.54
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-442;ОУ Димитър Димов;10;20.9;9;23.22
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-443;ОбУ Йордан Йовков;36;10.72;35;14.46
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-444;ОУ П. Волов;49;8.33;49;10.92
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-445;ОУ Райна Княгиня;120;45.42;120;47.44
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-446;СУ Никола Вапцаров;38;35.93;37;30.3
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-447;СУ П. К. Яворов;59;32.72;59;31.61
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-448;СУ Христо Груев Данов;40;38.38;41;33.85
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-542;СУ Братя Миладинови;17;33.32;17;30.82
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-544;ОУ Д.Талев;110;39.92;110;37.3
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-545;ОУ Захари Стоянов;13;32.15;13;33.92
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-546;ОУ Стоян Михайловски;39;37.87;39;26.64
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-547;ОУ Яне Сандански;81;41.35;81;39.67
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-549;СУ Константин Величков;33;29.92;34;18.85
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-550;СУ Св. К. К. Философ;70;40.19;70;35.8
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-642;СУ Димитър Матевски;84;37.9;84;33.98
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-643;СУ Св. Седмочисленици;40;36.3;40;33.92
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-644;СУ Св. Софроний Врачански;82;38.91;82;30.87
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-645;СУ Черноризец Храбър;84;44.72;84;38.63
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-901;ЧСУ ДРУЖБА;13;36.31;13;34
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-907;ЧОУ Класик;10;41.55;10;36.8
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1-690-912;ЧОУ Бъдеще;13;35.35;13;29.92
РАЗГРАД;ЗАВЕТ;ГР.ЗАВЕТ;1-701-101;СУ Св. Св.Кирил и Методий;18;29.78;18;34.22
РАЗГРАД;ЗАВЕТ;ГР.ЗАВЕТ;1-701-103;ВУИ Н.Й.Вапцаров;2;14;2;14
РАЗГРАД;ЗАВЕТ;С.БРЕСТОВЕНЕ;1-701-104;ОУ Христо Ботев;15;29.2;15;22.67
РАЗГРАД;ЗАВЕТ;С.ОСТРОВО;1-701-105;ОУ Христо Ботев;9;32.83;9;45
РАЗГРАД;ЗАВЕТ;С.ВЕСЕЛЕЦ;1-701-106;ОУ Христо Ботев;4;18.25;4;23.25
РАЗГРАД;ЗАВЕТ;С.СУШЕВО;1-701-108;ОУ Васил Левски;7;24;7;23.14
РАЗГРАД;ИСПЕРИХ;ГР.ИСПЕРИХ;1-701-402;ОУ В.Априлов;86;27.27;87;25.05
РАЗГРАД;ИСПЕРИХ;ГР.ИСПЕРИХ;1-701-403;ОУ Хр. Ботев;52;31.34;52;31.29
РАЗГРАД;ИСПЕРИХ;С.ВАЗОВО;1-701-408;ОУ Н.Й.Вапцаров;13;22.35;13;19
РАЗГРАД;ИСПЕРИХ;С.ЛУДОГОРЦИ;1-701-412;ОУ Хр.Ботев;21;23.36;21;25.95
РАЗГРАД;ИСПЕРИХ;С.ПОДАЙВА;1-701-413;ОУ Отец Паисий;17;25.03;17;22.18
РАЗГРАД;ИСПЕРИХ;С.ТОДОРОВО;1-701-416;ОУ В.Левски;10;36;10;41
РАЗГРАД;КУБРАТ;ГР.КУБРАТ;1-701-601;СУ Христо Ботев;56;36.23;56;25.39
РАЗГРАД;КУБРАТ;ГР.КУБРАТ;1-701-604;ОУ Хр.Смирненски;23;20.35;23;13.52
РАЗГРАД;КУБРАТ;С.БЕЛОВЕЦ;1-701-606;ОУ Васил Левски;12;21.75;12;17.5
РАЗГРАД;КУБРАТ;С.СЕВАР;1-701-607;ОУ Н.Й.Вапцаров;5;17;5;19.4
РАЗГРАД;КУБРАТ;С.ЮПЕР;1-701-608;ОУ Свети Климент;10;22.95;10;13.9
РАЗГРАД;КУБРАТ;С.БИСЕРЦИ;1-701-609;ОУ Н.Й.Вапцаров;3;22;3;22.67
РАЗГРАД;КУБРАТ;С.СЕСЛАВ;1-701-612;ОУ Св. Св. Кирил и Методий;9;12.67;9;10.56
РАЗГРАД;КУБРАТ;С.РАВНО;1-701-613;ОУ Св. Паисий Хилендарски;2;22.5;2;15.5
РАЗГРАД;ЛОЗНИЦА;ГР.ЛОЗНИЦА;1-701-701;СУ Христо Ботев;36;31.92;36;22.08
РАЗГРАД;ЛОЗНИЦА;С.СЕЙДОЛ;1-701-703;ОУ Виделина;10;20.7;10;21.1
РАЗГРАД;ЛОЗНИЦА;С.ВЕСЕЛИНА;1-701-706;ОУ Иван Вазов;6;19.17;6;14.33
РАЗГРАД;ЛОЗНИЦА;С.ГОРОЦВЕТ;1-701-709;ОУ Хр. Ботев;10;20.7;10;14.3
РАЗГРАД;ЛОЗНИЦА;С.ТРАПИЩЕ;1-701-710;ОУ Кирил и Методий;8;7.5;8;10
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1-702-611;ОУ Н.Й.Вапцаров;88;39.18;88;34.92
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1-702-612;СУ Хр.Ботев;37;31.97;37;30.24
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1-702-613;ОУ Васил Левски;100;40.59;101;37.39
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1-702-614;ОУ Н.Икономов;83;33.03;83;28.55
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1-702-615;ОУ И.С.Тургенев;29;24.14;29;21.41
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1-702-616;ОУ Отец Паисий;30;20.87;30;14.43
РАЗГРАД;РАЗГРАД;С.ОСЕНЕЦ;1-702-618;ОУ Д-р Петър Берон;8;17.5;8;14
РАЗГРАД;РАЗГРАД;С.РАКОВСКИ;1-702-620;ОУ Г- С- Раковски;12;21.83;10;21.9
РАЗГРАД;РАЗГРАД;С.ДЯНКОВО;1-702-621;ОУ Отец Паисий;17;32.68;17;21
РАЗГРАД;РАЗГРАД;С.ЯСЕНОВЕЦ;1-702-622;ОУ Св.Св.Кирил и Методий;16;09.06;16;10.69
РАЗГРАД;РАЗГРАД;С.КИЧЕНИЦА;1-702-623;ОУ Кирил и Методий;9;15.78;9;10.89
РАЗГРАД;РАЗГРАД;С.СТРАЖЕЦ;1-702-625;ОУ Ел.Пелин;10;14.1;10;10.8
РАЗГРАД;САМУИЛ;С.САМУИЛ;1-702-901;СУСв.Св.Кирил и Методий;28;24.57;28;20.14
РАЗГРАД;САМУИЛ;С.ХЪРСОВО;1-702-902;ОУ Св.П.Хилендарски;8;14.25;9;10.11
РАЗГРАД;САМУИЛ;С.ВЛАДИМИРОВЦИ;1-702-903;ОУ Хр.Ботев;20;26.78;20;30.75
РАЗГРАД;САМУИЛ;С.ЖЕЛЯЗКОВЕЦ;1-702-904;ОУ Св.Климент Охридски;13;18.54;13;17.69
РАЗГРАД;ЦАР КАЛОЯН;ГР.ЦАР КАЛОЯН;1-703-601;СУ Хр. Ботев;29;26.17;29;22.03
РАЗГРАД;ЦАР КАЛОЯН;С.ЕЗЕРЧЕ;1-703-602;ОУ Св. П. Хилендарски;10;20.1;10;17.1
РУСЕ;БОРОВО;ГР.БОРОВО;1-801-001;ОбУСв.Климент Охридски;16;24.59;16;25.69
РУСЕ;БОРОВО;С.ГОРНО АБЛАНОВО;1-801-003;ОУ Христо Ботев;3;22.33;3;12.33
РУСЕ;БОРОВО;С.ОБРЕТЕНИК;1-801-004;ОУ П.Р. Славейков;14;18.39;14;25.43
РУСЕ;БЯЛА;ГР.БЯЛА;1-802-003;ОУ Никола Йонков Вапцаров;16;21.38;16;13.94
РУСЕ;БЯЛА;ГР.БЯЛА;1-802-004;СУ Панайот Волов;55;28.8;56;23.23
РУСЕ;БЯЛА;С.КОПРИВЕЦ;1-802-008;ОУ Неофит Рилски;12;18.29;12;14.5
РУСЕ;БЯЛА;С.ПОЛСКО КОСОВО;1-802-009;ОУ Свети св. Кирил и Методий;8;18;8;13.62
РУСЕ;ВЕТОВО;ГР.ВЕТОВО;1-803-001;СУ Васил Левски с ПП;45;20.82;45;17.02
РУСЕ;ВЕТОВО;ГР.СЕНОВО;1-803-002;ОУ Св.св. Кирил и Методий;6;25;6;22.5
РУСЕ;ВЕТОВО;ГР.ГЛОДЖЕВО;1-803-005;СУ Христо Ботев;28;30.05;28;36.96
РУСЕ;ВЕТОВО;С.СМИРНЕНСКИ;1-803-008;ОУ Петко Рачов Славейков;12;24.08;12;18.08
РУСЕ;ДВЕ МОГИЛИ;С.БАНИСКА;1-804-004;ОУ Христо Ботев;10;29.55;10;34.8
РУСЕ;ДВЕ МОГИЛИ;ГР.ДВЕ МОГИЛИ;1-804-007;СУ Св. Св. Кирил и Методий;44;22.64;44;18.55
РУСЕ;ИВАНОВО;С.ИВАНОВО;1-805-001;ОУ Н.Й.Вапцаров;4;12.25;3;12.33
РУСЕ;ИВАНОВО;С.ТРЪСТЕНИК;1-805-004;ОУ Васил Левски;7;27.14;7;16.71
РУСЕ;ИВАНОВО;С.ЩРЪКЛЕВО;1-805-005;О У Христо Ботев;12;25.5;12;24.75
РУСЕ;ИВАНОВО;С.СВАЛЕНИК;1-805-006;ОУ Свeти Климент Охридски;4;16.88;4;20.5
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-101;ОУ Отец Паисий;52;39.3;52;38.23
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-102;ОУ Любен Каравелов;51;45.11;51;52.08
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-103;ОУ Ангел Кънчев;16;30.47;16;35.69
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-104;ОУ Бр. Миладинови;12;24.17;12;18.33
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-106;ОУ Иван Вазов;106;40.44;106;47.69
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-108;ОУ Алеко Константинов;13;13.85;12;19.08
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-109;ОУ Тома Кърджиев;39;31.99;39;27
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-110;ОУ Никола Обретенов;32;31.69;32;21.34
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-111;ОУ Васил Априлов;43;25.67;44;18.02
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-112;ОУ Христо Смирненски;12;25.75;12;19.5
РУСЕ;РУСЕ;С.НИКОЛОВО;1-806-114;ОУ Св.св.Кирил и Методий;9;31.83;9;15.78
РУСЕ;РУСЕ;С.МАРТЕН;1-806-115;ОУ Отец Паисий;18;32.92;18;25.83
РУСЕ;РУСЕ;С.НОВО СЕЛО;1-806-117;ОУ Г. С. Раковски;19;21.95;19;13.16
РУСЕ;РУСЕ;С.СЕМЕРДЖИЕВО;1-806-118;ОУ Св.св.Кирил и Методий;10;31.2;10;21.3
РУСЕ;РУСЕ;С.ТЕТОВО;1-806-120;ОУ Отец Паисий;11;23.64;11;18.64
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-202;ПМГ Баба Тонка;27;49.39;27;61.33
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-203;СУЕЕ;125;42;125;40.06
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-204;СУПНЕ Фридрих Шилер;90;40.09;90;38.19
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-205;ОУ Олимпи Панов;43;35.19;43;30.23
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-206;СУ Йордан Йовков;49;27.48;49;19.73
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-207;СУ Христо Ботев;124;38.8;124;39.43
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-208;СУ Възраждане;72;35.63;71;31.08
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-209;СУ Васил Левски;138;36.44;138;30.93
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-213;ПЧСУ Леонардо да Винчи;13;31.73;12;26.33
РУСЕ;РУСЕ;ГР.РУСЕ;1-806-401;СУ М-р Атанас Узунов;35;15.77;34;15.03
РУСЕ;СЛИВО ПОЛЕ;С.ГОЛЯМО ВРАНОВО;1-807-006;ОУ Иван Вазов;17;18.56;17;17.35
РУСЕ;СЛИВО ПОЛЕ;С.РЯХОВО;1-807-007;ОУ Св.св.Кирил и Методий;6;20;6;20.33
РУСЕ;СЛИВО ПОЛЕ;ГР.СЛИВО ПОЛЕ;1-807-008;СУСв. Паисий Хилендарски;39;24.85;39;19.1
РУСЕ;ЦЕНОВО;С.ЦЕНОВО;1-808-001;ОУ Хр.Ботев;7;39.79;7;40.14
РУСЕ;ЦЕНОВО;С.КАРАМАНОВО;1-808-002;ОУ Христо Ботев;4;26.75;4;35.25
РУСЕ;ЦЕНОВО;С.НОВГРАД;1-808-003;ОУ А.Константинов;6;35;6;28.5
РУСЕ;ЦЕНОВО;С.ДОЛНА СТУДЕНА;1-808-004;ОУ Свети Климент Охридски;4;39;4;38.25
СИЛИСТРА;АЛФАТАР;ГР.АЛФАТАР;1-900-101;ОУ Христо Ботев;15;15.93;14;12.07
СИЛИСТРА;ГЛАВИНИЦА;ГР.ГЛАВИНИЦА;1-900-201;СУ Васил Левски;42;27.63;42;21.52
СИЛИСТРА;ГЛАВИНИЦА;С.ЗАФИРОВО;1-900-202;ОбУ Иван Вазов;16;17.81;15;21.53
СИЛИСТРА;ГЛАВИНИЦА;С.СТЕФАН КАРАДЖА;1-900-207;ОУ Отец Паисий;6;25;6;27
СИЛИСТРА;ДУЛОВО;ГР.ДУЛОВО;1-900-301;СУ Васил Левски;59;31.31;61;28.07
СИЛИСТРА;ДУЛОВО;С.ОКОРШ;1-900-302;СУ Йордан Йовков;21;33.07;21;30.71
СИЛИСТРА;ДУЛОВО;С.ПАИСИЕВО;1-900-303;СУ Христо Ботев;31;24.05;31;23.97
СИЛИСТРА;ДУЛОВО;С.СЕКУЛОВО;1-900-304;ОУ Св.Св.Кирил и Методий;17;27.06;17;24.88
СИЛИСТРА;ДУЛОВО;С.ПРАВДА;1-900-309;ОУ Св. св. Кирил и Методий;16;19.06;16;24.38
СИЛИСТРА;ДУЛОВО;С.ЧЕРНИК;1-900-311;ОУ Св.Св.Кирил и Методий;19;27.68;19;33.68
СИЛИСТРА;ДУЛОВО;С.ЧЕРНОЛИК;1-900-312;ОУ Д-р Петър Берон;12;21.17;13;23.15
СИЛИСТРА;ДУЛОВО;С.ЯРЕБИЦА;1-900-313;ОУ Васил Левски;18;34.47;18;29.22
СИЛИСТРА;ДУЛОВО;ГР.ДУЛОВО;1-900-314;ОУ Христо Смирненски;59;27.94;59;31.22
