Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ (мах 65 т.);Явили се MAT;Ср. успех в точки MAT (мах 65 т.)
СТАРА ЗАГОРА;КАЗАНЛЪК;С.ХАДЖИДИМИТРОВО;2-400-287;ОУ Свети Паисий Хилендарски;9;15.56;9;13.33
СТАРА ЗАГОРА;КАЗАНЛЪК;С.ШЕЙНОВО;2-400-288;ОУ Д-р П.Берон;7;12.57;7;8.86
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.ШИПКА;2-400-289;ОУ ГР.Шипка;5;14.8;5;10.2
СТАРА ЗАГОРА;ОПАН;С.ОПАН;2-400-837;ОУ Хр. Ботев с. Опан;11;18.45;11;9.45
СТАРА ЗАГОРА;РАДНЕВО;ГР.РАДНЕВО;2-401-052;СУ Гео Милев;52;24.7;51;20.1
СТАРА ЗАГОРА;РАДНЕВО;ГР.РАДНЕВО;2-401-054;I ОУ Св. Кл.Охридски Раднево;17;30.76;17;24.71
СТАРА ЗАГОРА;РАДНЕВО;ГР.РАДНЕВО;2-401-055;ІІ ОУ Св. П. Хилендарски;59;28.02;59;24.71
СТАРА ЗАГОРА;РАДНЕВО;С.КОЛАРОВО;2-401-058;ОУ Поп Минчо;7;19.43;7;16.14
СТАРА ЗАГОРА;РАДНЕВО;С.СЪРНЕВО;2-401-060;ОУ - с. Сърнево;9;12.33;7;9.57
СТАРА ЗАГОРА;ЧИРПАН;ГР.ЧИРПАН;2-401-178;СУ П.К.Яворов;71;37.98;71;39.9
СТАРА ЗАГОРА;ЧИРПАН;ГР.ЧИРПАН;2-401-181;ОУ В.ЛевскиЧирпан;38;30.36;38;34.21
СТАРА ЗАГОРА;ЧИРПАН;ГР.ЧИРПАН;2-401-182;ОУ Св. Св. Кирил и Методий;59;23.75;60;30.2
СТАРА ЗАГОРА;ЧИРПАН;С.ГИТА;2-401-184;ОУ В. Левски- Гита;7;25;8;0
СТАРА ЗАГОРА;ЧИРПАН;С.ЗЕТЬОВО;2-401-185;ОУ От. Паисий Зетьово;8;35.63;8;33.12
СТАРА ЗАГОРА;ЧИРПАН;С.СВОБОДА;2-401-186;ОУ Кирил и Методий-Свобода;14;30.96;14;28.43
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.БРАТЯ ДАСКАЛОВИ;2-403-098;СУ Христо Ботев;5;30.4;5;20.8
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ГРАНИТ;2-403-099;ОУ П.К.Яворов;7;22.07;7;23.71
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.МИРОВО;2-403-100;ОУ Д-р Петър Берон;8;20.75;8;30.12
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ОРИЗОВО;2-403-102;ОУ Христо Ботев;21;15.71;23;27.3
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ПАРТИЗАНИН;2-403-103;ОУ Г.С.Раковски;8;11.25;9;20.22
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ЧЕРНА ГОРА;2-403-105;ОУ Св.св.Кирил и Методий;16;28.56;17;26.12
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-403-219;VI OУ Стара Загора;134;44.21;134;40.46
СТАРА ЗАГОРА;ГЪЛЪБОВО;ГР.ГЪЛЪБОВО;2-404-107;СУ Васил Левски;41;30.2;41;24.9
СТАРА ЗАГОРА;ГЪЛЪБОВО;ГР.ГЪЛЪБОВО;2-404-109;ІОУ -Гълъбово;18;20.89;17;15.94
СТАРА ЗАГОРА;ГЪЛЪБОВО;ГР.ГЪЛЪБОВО;2-404-110;ІІ ОУ Хр.Ботев г.Гълъбово;25;33.24;24;37.21
СТАРА ЗАГОРА;ГЪЛЪБОВО;С.ОБРУЧИЩЕ;2-404-113;ОУ Кирил и Методий с.Обручище;6;40.5;6;33.83
СТАРА ЗАГОРА;МЪГЛИЖ;ГР.МЪГЛИЖ;2-405-116;ОУ Хр.Ботев;28;19.54;27;14.3
СТАРА ЗАГОРА;МЪГЛИЖ;С.ВЕТРЕН;2-405-118;ОУ Св.св.Кирил и Методий;18;22.72;18;24.17
СТАРА ЗАГОРА;МЪГЛИЖ;С.ДЪБОВО;2-405-119;ОУ Кирил и МетодийДъбово;10;18.5;10;13.7
СТАРА ЗАГОРА;МЪГЛИЖ;С.ТУЛОВО;2-405-120;ОУ Хр. Смирненски;17;15.24;16;10.94
СТАРА ЗАГОРА;МЪГЛИЖ;С.ЯГОДА;2-405-122;ОУ Хр.БотевЯгода;17;25.71;17;23.76
СТАРА ЗАГОРА;ГУРКОВО;ГР.ГУРКОВО;2-406-129;СУХр.СмирненскиГурково;33;26.18;34;22.82
СТАРА ЗАГОРА;ГУРКОВО;С.ПАНИЧЕРЕВО;2-406-130;ОУ Кирил и Методий;12;8.5;12;10.83
СТАРА ЗАГОРА;НИКОЛАЕВО;ГР.НИКОЛАЕВО;2-407-133;ОУ Св.св.Кирил и Методий;69;11.19;69;13.36
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;ГР.ПАВЕЛ БАНЯ;2-409-139;СУ Христо Ботев П. Баня;40;22.51;41;20.88
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.АЛЕКСАНДРОВО;2-409-141;ОУ с. Александрово;16;10.56;16;18.06
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.ГАБАРЕВО;2-409-142;ОУ Никола Й.Вапцаров-Габарево;9;28.11;9;27.89
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.ГОРНО САХРАНЕ;2-409-143;ОУ Васил Левски;12;10.75;12;23
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.МАНОЛОВО;2-409-145;ОУ Г.Бенковски;6;13.5;7;12.43
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.ОСЕТЕНОВО;2-409-146;ОУ Христо Ботев;10;30.75;10;21.2
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.СКОБЕЛЕВО;2-409-147;ОУ Скобелево;18;22.69;18;24.89
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.ТЪЖА;2-409-148;ОУ Просвета с. Тъжа;10;15.9;10;15.4
СТАРА ЗАГОРА;ПАВЕЛ БАНЯ;С.ТЪРНИЧЕНИ;2-409-149;ОУ Св. П Хилендарски;12;18.67;12;33.67
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;ГР.ТЪРГОВИЩЕ;2-500-101;I ОУ Христо Ботев;84;37.14;84;40.61
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;ГР.ТЪРГОВИЩЕ;2-500-102;ІІ ОУ Н.Й.ВАПЦАРОВ;11;15;13;34.31
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;ГР.ТЪРГОВИЩЕ;2-500-103;ІІІ ОУ П. Р. Славейков;34;15.79;31;22.35
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;ГР.ТЪРГОВИЩЕ;2-500-104;IVОУ Ив.Вазов;37;34.64;36;46.36
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.ВАРДУН;2-500-109;ОУ Христо Ботев;18;22.56;18;29.39
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.ГОЛЯМО НОВО;2-500-110;ОУ Г. С. Раковски;12;21.5;12;14.08
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.ДРАГАНОВЕЦ;2-500-111;ОУ Св.Св.Кирил и Методий-;7;31.07;7;20
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.ДРАЛФА;2-500-112;ОУ Св. Св. Кирил и Методий;10;26.4;10;26.8
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.ЛИЛЯК;2-500-114;ОУ Хр.Ботев;14;34.5;13;30.38
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.МАКАРИОПОЛСКО;2-500-115;ОУ Христо Ботев;13;20.58;13;23.77
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.НАДАРЕВО;2-500-116;ОУ Паисий Хилендарски;12;25.33;12;19.67
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;С.ПОДГОРИЦА;2-500-118;ОУ Отец Паисий;11;16.73;10;20.7
ТЪРГОВИЩЕ;АНТОНОВО;ГР.АНТОНОВО;2-500-201;СУ Антоново;21;21.52;21;23.05
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;ГР.ТЪРГОВИЩЕ;2-500-203;СУ Н. Симов;18;32.11;18;34
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;ГР.ТЪРГОВИЩЕ;2-500-204;I СУ Свети Седмочисленици;94;41.11;92;38.66
ТЪРГОВИЩЕ;ТЪРГОВИЩЕ;ГР.ТЪРГОВИЩЕ;2-501-694;IIСУ Проф. Н. Маринов;105;34.29;105;46
ТЪРГОВИЩЕ;АНТОНОВО;С.СТЕВРЕК;2-510-102;ОУ Н.Й.Вапцаров;10;23.6;10;29.5
ТЪРГОВИЩЕ;АНТОНОВО;С.ТРЕСКАВЕЦ;2-510-104;ОУ Н.Й.Вапцаров;6;23.17;6;35.17
ТЪРГОВИЩЕ;ОМУРТАГ;С.БЕЛОМОРЦИ;2-520-101;ОУ Г.Бенковски;4;19.5;4;14.5
ТЪРГОВИЩЕ;ОМУРТАГ;С.ВРАНИ КОН;2-520-102;ОУ Врани кон;16;29.28;16;32.88
ТЪРГОВИЩЕ;ОМУРТАГ;С.ЗЕЛЕНА МОРАВА;2-520-104;ОУ Христо Ботев;13;27.08;13;34.54
ТЪРГОВИЩЕ;ОМУРТАГ;С.КАМБУРОВО;2-520-105;ОУ Христо Ботев;20;29.7;19;42.21
ТЪРГОВИЩЕ;ОМУРТАГ;С.ПЛЪСТИНА;2-520-107;ОУ Д-р Петър Берон;19;24.68;20;25
ТЪРГОВИЩЕ;ОМУРТАГ;ГР.ОМУРТАГ;2-520-501;ОУ Акад. Даки Йорданов;90;28.19;89;24.98
ТЪРГОВИЩЕ;ОПАКА;С.ГОЛЯМО ГРАДИЩЕ;2-530-102;ОУ А.Константинов;4;27.75;4;17.5
ТЪРГОВИЩЕ;ОПАКА;С.КРЕПЧА;2-530-104;ОУ В.Левски-с.Крепча;17;33.35;17;22.82
ТЪРГОВИЩЕ;ОПАКА;ГР.ОПАКА;2-530-201;СУ Васил Левски;19;37.89;19;36.53
ТЪРГОВИЩЕ;ПОПОВО;ГР.ПОПОВО;2-540-101;ОУ Никола Вапцаров;57;37.36;57;37.28
ТЪРГОВИЩЕ;ПОПОВО;ГР.ПОПОВО;2-540-102;ОУ Св.Кл.Охридски;26;30.48;26;20.15
ТЪРГОВИЩЕ;ПОПОВО;ГР.ПОПОВО;2-540-103;ОУ Л.Каравелов;55;40.05;55;40.45
ТЪРГОВИЩЕ;ПОПОВО;С.ВОДИЦА;2-540-105;Основно училище Отец Паисий;4;23.5;4;17
ТЪРГОВИЩЕ;ПОПОВО;С.ЗАРАЕВО;2-540-107;ОУ Св.св.Кирил и Методий;9;41.72;9;29.11
ТЪРГОВИЩЕ;ПОПОВО;С.ЛОМЦИ;2-540-109;ОУ Христо Ботев;17;25.53;17;15.71
ТЪРГОВИЩЕ;ПОПОВО;С.САДИНА;2-540-110;ОУ Христо Ботев с.Садина;3;22;3;30.33
ТЪРГОВИЩЕ;ПОПОВО;С.СВЕТЛЕН;2-540-111;ОУ Антон Страшимиров;19;18.42;19;15
ТЪРГОВИЩЕ;ПОПОВО;С.СЛАВЯНОВО;2-540-112;ОУ В. Левски;7;12;7;13.14
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-004;ОУ Любен Каравелов;35;37.09;34;37
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-005;ОУ Св.Св.Кирил и Методий;20;31.08;20;30.05
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-006;ОУ Шандор Петьофи;43;35.73;43;22.49
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-008;ОУ Св.Кл.Охридски;87;43.08;87;41.21
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-009;ОУ Н. Й. Вапцаров;41;15.68;42;19.93
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-010;ОУ Свети Иван Рилски;97;37.61;97;34.05
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-011;ОУ Хр.Смирненски;122;37.27;121;31.45
ХАСКОВО;ХАСКОВО;С.ДИНЕВО;2-601-015;ОУ ХР.БОТЕВ;11;12.45;11;20.18
ХАСКОВО;ХАСКОВО;С.УЗУНДЖОВО;2-601-017;ОУ Любен Каравелов;24;16.79;24;13.62
ХАСКОВО;ХАСКОВО;С.ДОЛНО ГОЛЕМАНЦИ;2-601-019;ОУ Христо Ботев;5;23.4;5;17.2
ХАСКОВО;ХАСКОВО;С.ВОЙВОДОВО;2-601-020;ОУ Христо Ботев;9;23.67;9;15
ХАСКОВО;ХАСКОВО;С.КОНУШ;2-601-021;ОУ Св.св.Кирил и Методий;20;22.35;20;14.7
ХАСКОВО;ХАСКОВО;С.КНИЖОВНИК;2-601-022;ОУ Васил Левски;10;22.65;10;16.9
ХАСКОВО;ХАСКОВО;С.МАЛЕВО;2-601-024;ОУ Св. св. Кирил и Методий;25;26.16;25;18.52
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-025;СУ В. Левски;75;30.57;75;29.23
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-026;СУ Св.П.Хилендарски;68;30.76;68;25.85
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-027;СУ СТЕФАН КАРАДЖА;18;10.94;19;15.21
ХАСКОВО;ХАСКОВО;ГР.ХАСКОВО;2-601-029;ПМГ Акад. Боян Петканчин;28;48.61;28;58
ХАСКОВО;ДИМИТРОВГРАД;ГР.ДИМИТРОВГРАД;2-602-002;ОУ П.К.Яворов;33;14.64;34;16.56
ХАСКОВО;ДИМИТРОВГРАД;ГР.ДИМИТРОВГРАД;2-602-003;ОУ Св.Св.Кирил и Методий;15;15.07;14;11.07
ХАСКОВО;ДИМИТРОВГРАД;ГР.ДИМИТРОВГРАД;2-602-004;ОУ Ал. Константинов;82;33.36;83;26.95
ХАСКОВО;ДИМИТРОВГРАД;ГР.ДИМИТРОВГРАД;2-602-006;ОУ П.СЛАВЕЙКОВ;90;32.84;90;27.9
ХАСКОВО;ДИМИТРОВГРАД;С.КРЕПОСТ;2-602-008;ОУ ХРИСТО БОТЕВ;16;17.44;16;15.31
ХАСКОВО;ДИМИТРОВГРАД;ГР.МЕРИЧЛЕРИ;2-602-011;ОУ Д. Н. Матевски;21;13.86;20;14.1
ХАСКОВО;ДИМИТРОВГРАД;С.РАДИЕВО;2-602-014;ОУ Христо Смирненски;12;18.33;12;19.83
ХАСКОВО;ДИМИТРОВГРАД;С.ЯБЪЛКОВО;2-602-016;ОУ Васил Левски;19;21.26;19;13.11
ХАСКОВО;ДИМИТРОВГРАД;ГР.ДИМИТРОВГРАД;2-602-017;СУ Васил Левски;19;16.05;19;14.53
ХАСКОВО;ДИМИТРОВГРАД;ГР.ДИМИТРОВГРАД;2-602-018;СУ Любен Каравелов;42;33.32;42;26.4
ХАСКОВО;ДИМИТРОВГРАД;ГР.ДИМИТРОВГРАД;2-602-019;ПМГ Иван Вазов;26;51.4;26;59
ХАСКОВО;ХАРМАНЛИ;С.БИСЕР;2-603-003;ОУ Христо Ботев;10;31.5;10;26.1
ХАСКОВО;ХАРМАНЛИ;С.СЛАВЯНОВО;2-603-004;ОУ Иван Вазов;8;23.5;8;34.75
ХАСКОВО;ХАРМАНЛИ;С.ИВАНОВО;2-603-005;ОУ Св.Св.Кирил и Методий;12;26.75;11;19
ХАСКОВО;ХАРМАНЛИ;С.БЪЛГАРИН;2-603-006;ОУ Христо Ботев;12;30;12;46.33
ХАСКОВО;ХАРМАНЛИ;ГР.ХАРМАНЛИ;2-603-007;ОУ Иван Вазов;61;30.58;62;27.82
ХАСКОВО;ХАРМАНЛИ;ГР.ХАРМАНЛИ;2-603-008;СУ Неофит Рилски;67;25.53;68;23.69
ХАСКОВО;СИМЕОНОВГРАД;ГР.СИМЕОНОВГРАД;2-604-003;ОУ Иван Вазов;17;17.71;17;17.59
ХАСКОВО;СИМЕОНОВГРАД;ГР.СИМЕОНОВГРАД;2-604-004;СУ СВ. КЛИМЕНТ ОХРИДСКИ;51;21.96;50;16.66
ХАСКОВО;СВИЛЕНГРАД;ГР.СВИЛЕНГРАД;2-605-002;І ОУ Иван Вазов;86;36.81;86;38.05
ХАСКОВО;СВИЛЕНГРАД;ГР.СВИЛЕНГРАД;2-605-003;ОУ Любен Каравелов;25;19.8;23;18.91
ХАСКОВО;СВИЛЕНГРАД;С.ЛЕВКА;2-605-005;ОУ Хр. Ботев;20;31.7;20;27.9
ХАСКОВО;СВИЛЕНГРАД;ГР.СВИЛЕНГРАД;2-605-008;СУ Д-р П. Берон;43;32.52;43;29.05
ХАСКОВО;ЛЮБИМЕЦ;С.МАЛКО ГРАДИЩЕ;2-606-004;ОУ Св. св. Кирил и Методий;8;33.63;7;44
ХАСКОВО;ЛЮБИМЕЦ;ГР.ЛЮБИМЕЦ;2-606-005;СУЖелязко Терпешев;65;22.21;64;26.28
ХАСКОВО;МИНЕРАЛНИ БАНИ;С.МИНЕРАЛНИ БАНИ;2-607-001;СУ Проф. д-р Асен Златаров;16;28.31;16;24.19
ХАСКОВО;МИНЕРАЛНИ БАНИ;С.КАРАМАНЦИ;2-607-002;СУ ХРИСТО БОТЕВ;27;23.56;27;16.56
ХАСКОВО;МАДЖАРОВО;ГР.МАДЖАРОВО;2-608-001;СУД.Маджаров;11;24.91;11;18.45
ХАСКОВО;СТАМБОЛОВО;С.ЖЪЛТИ БРЯГ;2-609-002;ОУ Св. св. Кирил и Методий;2;20;2;21.5
ХАСКОВО;СТАМБОЛОВО;С.ДОЛНО БОТЕВО;2-609-003;ОУ Христо Ботев;12;29.33;12;19.67
ХАСКОВО;СТАМБОЛОВО;С.СИЛЕН;2-609-005;ОУ Хр. Ботев;8;21.5;8;27
ХАСКОВО;СТАМБОЛОВО;С.СТАМБОЛОВО;2-609-006;СУ Св. Кл. Охридски;15;20.73;15;16.27
ХАСКОВО;ИВАЙЛОВГРАД;С.СВИРАЧИ;2-610-001;ОУ Св.св.Кирил и Методий;3;28;3;11.33
ХАСКОВО;ИВАЙЛОВГРАД;С.ЖЕЛЕЗИНО;2-610-002;ОУ Св. св. Кирил и Методий;2;25;2;26
ХАСКОВО;ИВАЙЛОВГРАД;С.БЕЛОПОЛЦИ;2-610-004;ОУ Свети Свети Кирил и Методи;5;24.6;5;32.6
ХАСКОВО;ИВАЙЛОВГРАД;ГР.ИВАЙЛОВГРАД;2-610-005;СУ Христо Ботев;24;45.21;24;46.33
ХАСКОВО;ТОПОЛОВГРАД;С.ХЛЯБОВО;2-611-005;ОУ Христо Ботев;4;37.75;4;52.25
ХАСКОВО;ТОПОЛОВГРАД;С.СИНАПОВО;2-611-007;ОУ Христо Ботев;2;36.5;2;34
ХАСКОВО;ТОПОЛОВГРАД;С.УСТРЕМ;2-611-008;ОУ Иван Вазов;7;38.86;7;47.57
ХАСКОВО;ТОПОЛОВГРАД;ГР.ТОПОЛОВГРАД;2-611-018;СУ Д-р Петър Берон;42;18.81;41;17.41
ШУМЕН;ХИТРИНО;С.ЖИВКОВО;2-700-014;ОУ П. Волов;10;24.55;10;34.8
ШУМЕН;НОВИ ПАЗАР;С.МИРОВЦИ;2-700-036;ОУ Васил Левски;6;27.17;6;17
ШУМЕН;ВЪРБИЦА;С.ТУШОВИЦА;2-700-040;ОУ Христо Ботев;6;22.92;6;34.83
ШУМЕН;ВЕНЕЦ;С.ИЗГРЕВ;2-700-041;ОУ Петко Рачев Славейков;9;24.33;10;23.9
ШУМЕН;НОВИ ПАЗАР;ГР.НОВИ ПАЗАР;2-700-047;СУ Васил Левски;48;27.51;48;23.65
ШУМЕН;НОВИ ПАЗАР;С.СТОЯН МИХАЙЛОВСКИ;2-700-048;ОУ Св. Климент Охридски;10;25;11;20.36
ШУМЕН;НОВИ ПАЗАР;С.ПАМУКЧИИ;2-700-060;ОУ Христо Ботев;10;29.25;10;22.6
ШУМЕН;ВЪРБИЦА;С.БЯЛА РЕКА;2-700-061;ОбУ Св.св.Кирил и Методий;20;19.63;20;17.3
ШУМЕН;ВЪРБИЦА;ГР.ВЪРБИЦА;2-700-062;СУ Св. Паисий Хилендарски;47;19.22;47;14.09
ШУМЕН;КАСПИЧАН;ГР.КАСПИЧАН;2-700-067;СУ Панайот Волов;19;34.24;19;22.74
ШУМЕН;КАСПИЧАН;С.КАСПИЧАН;2-700-068;ОбУ Христо Ботев;18;29.42;18;36.44
ШУМЕН;ВЕНЕЦ;С.ВЕНЕЦ;2-700-069;СУ Н. Й. Вапцаров;36;22.57;35;21.14
ШУМЕН;НОВИ ПАЗАР;ГР.НОВИ ПАЗАР;2-700-071;СУ Хан Исперих;42;32.42;42;26.02
ШУМЕН;ВЪРБИЦА;С.ЧЕРНООКОВО;2-700-073;ОУ Гео Милев;7;23.07;7;21.57
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-076;СУ Панайот Волов;53;28.79;51;27.02
ШУМЕН;КАСПИЧАН;ГР.ПЛИСКА;2-700-078;ОбУ Св. Паисий Хилендарски;12;27.42;11;13.27
ШУМЕН;НИКОЛА КОЗЛЕВО;С.ПЕТ МОГИЛИ;2-700-080;ОУ Св. Климент Охридски;18;24.28;18;19.44
ШУМЕН;ШУМЕН;С.ГРАДИЩЕ;2-700-087;ОУ Васил Левски;10;13.4;10;12.2
ШУМЕН;ХИТРИНО;С.ХИТРИНО;2-700-088;СУ Д-р Петър Берон;24;22.9;24;26.83
ШУМЕН;ВЕЛИКИ ПРЕСЛАВ;ГР.ВЕЛИКИ ПРЕСЛАВ;2-700-103;СУ Черноризец Храбър;19;16.95;19;13.42
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-104;ІХ ОУ Панайот Волов;39;25.97;40;23.43
ШУМЕН;СМЯДОВО;С.ЯНКОВО;2-700-105;ОУ Христо Ботев;6;21.25;6;26.17
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-114;ІІ ОУ Д-р Петър Берон;41;33.38;41;25.15
ШУМЕН;ШУМЕН;С.МАДАРА;2-700-144;ОУ Панайот Волов;8;18;8;15.38
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-146;III ОУ Димитър Благоев;86;39.8;86;30.43
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-147;СУ Трайко Симеонов;26;20.9;24;22.42
ШУМЕН;СМЯДОВО;С.РИШ;2-700-155;ОУ Васил Априлов;5;29.1;5;12.8
ШУМЕН;ШУМЕН;С.ДРУМЕВО;2-700-160;ОУ Христо Ботев;13;18.58;12;30.33
ШУМЕН;ВЕЛИКИ ПРЕСЛАВ;ГР.ВЕЛИКИ ПРЕСЛАВ;2-700-180;ОУ Св. св. Кирил и Методий;40;30.3;40;23.48
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-182;СУ Йоан Екз. Български;125;36.36;124;30.69
ШУМЕН;ШУМЕН;С.ЦАРЕВ БРОД;2-700-189;ОУ Св. Св. Кирил и Методий;9;23.11;9;15.56
ШУМЕН;СМЯДОВО;ГР.СМЯДОВО;2-700-191;СУ Св. св. Кирил и Методий;38;24.63;38;20.34
ШУМЕН;НИКОЛА КОЗЛЕВО;С.НИКОЛА КОЗЛЕВО;2-700-192;СУЦанко Б. Церковски;28;13.3;28;13.11
ШУМЕН;НОВИ ПАЗАР;ГР.НОВИ ПАЗАР;2-700-194;ОУ Н. Й. Вапцаров;34;14.01;34;18.26
ШУМЕН;ВЕЛИКИ ПРЕСЛАВ;С.ЗЛАТАР;2-700-196;ОУ Христо Ботев;8;24.13;8;15.25
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-197;СУ Сава Доброплодни;189;39.91;189;32.38
ШУМЕН;КАОЛИНОВО;С.ПРИСТОЕ;2-700-212;ОУ Христо Смирненски;11;23.14;11;33.91
ШУМЕН;КАОЛИНОВО;ГР.КАОЛИНОВО;2-700-216;СУ Георги Ст. Раковски;37;24.3;37;20.43
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-221;ППМГ Нанчо Попович;53;52.49;53;56.11
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-231;СУ Васил Левски;45;33.64;46;25.54
ШУМЕН;КАОЛИНОВО;С.КЛИМЕНТ;2-700-237;ОУ Г. Ст. Раковски;13;24;13;32.85
ШУМЕН;КАОЛИНОВО;С.БРАНИЧЕВО;2-700-238;ОбУ Йордан Йовков;11;29.86;11;30.55
ШУМЕН;КАОЛИНОВО;С.ТОДОР ИКОНОМОВО;2-700-239;ОбУ Панайот Волов;28;20.8;28;29.57
ШУМЕН;НИКОЛА КОЗЛЕВО;С.ВЪЛНАРИ;2-700-251;ОУ Христо Ботев;24;24.71;24;28.17
ШУМЕН;ВЪРБИЦА;С.ИВАНОВО;2-700-253;ОУ Васил Левски;5;19;5;18.2
ШУМЕН;ВЕЛИКИ ПРЕСЛАВ;С.ДРАГОЕВО;2-700-255;ОУ Св. св. Кирил и Методий;8;29.38;8;16.12
ШУМЕН;КАОЛИНОВО;С.ЛЯТНО;2-700-260;ОУ Н. Й. Вапцаров;20;14.15;20;14.15
ШУМЕН;КАСПИЧАН;С.МАРКОВО;2-700-263;ОбУ П. П. Славейков;18;13.89;18;22.94
ШУМЕН;НИКОЛА КОЗЛЕВО;С.ЦЪРКВИЦА;2-700-266;ОУ Христо Ботев;15;18.07;14;9.21
ШУМЕН;ШУМЕН;ГР.ШУМЕН;2-700-269;VI ОУ Еньо Марковски;22;13.64;19;11.63
ШУМЕН;ШУМЕН;С.ИВАНСКИ;2-700-273;ОУ Христо Ботев;17;22.91;18;25.78
ШУМЕН;ВЕНЕЦ;С.ЯСЕНКОВО;2-700-283;ОУ Хр. Смирненски;21;24.79;21;39.81
ЯМБОЛ;ЯМБОЛ;ГР.ЯМБОЛ;2-811-506;ОУ Йордан Йовков;63;16.9;61;27.61
