"﻿Област","Община","Населено място","Код","Училище","Явили се МАТ","Явили се БЕЛ","Явили се ЧО","Явили се ЧП","Ср. успех в точки МАТ (мах 100 т)","Ср. успех в точки БЕЛ (мах 100 т)","Ср. успех в точки ЧО (мах 100 т)","Ср. успех в точки ЧП (мах 100 т)"
"Габрово","Севлиево","Севлиево","700308","Основно училище ""Стефан Пешев""","102","102","101","102","69,17","60,54","82,62","83,24"
"Габрово","Севлиево","Добромирка","700310","Основно училище ""Христо Ботев""","7","7","7","7","51,43","41,43","45,71","52,86"
"Габрово","Севлиево","Душево","700311","Основно училище ""Св. Св. Кирил и Методий""","18","18","18","18","52,78","57,22","64,44","56,39"
"Габрово","Севлиево","Градница","700312","Основно училище ""Свети, свети Кирил и Методий""","9","7","9","9","54,44","62,14","78,89","57,78"
"Габрово","Севлиево","Крамолин","700314","Основно училище""Свети Солунски братя""","11","11","11","11","65","57,27","74,55","76,36"
"Габрово","Севлиево","Петко Славейков","700315","Основно училище ""Св.Св.Кирил и Методий""","5","5","5","5","79","63","80","71"
"Габрово","Севлиево","Ряховците","700316","Основно училище ""Емилиян Станев""","1","1","1","1","90","70","90","90"
"Габрово","Севлиево","Шумата","700317","Основно училище""Васил Левски""","14","13","14","14","45,36","33,08","67,5","56,79"
"Габрово","Севлиево","Севлиево","700318","Средно училище ""Васил Левски""","122","122","122","122","78,36","67,13","83,69","85,61"
"Габрово","Трявна","Трявна","700401","Основно училище ""Професор Пенчо Николов Райков""","15","15","15","15","73","75,67","77,33","77,33"
"Габрово","Трявна","Плачковци","700402","Основно училище ""Васил Левски""","10","12","10","10","60,5","46,25","58,5","69,5"
"Габрово","Трявна","Трявна","700403","Средно училище ""Петко Рачев Славейков""","47","47","47","47","79,36","69,68","81,81","83,4"
"Добрич","Добрич","Добрич","800003","Обединено училище ""Йордан Йовков""","18","17","17","17","59,44","42,65","61,76","55,88"
"Добрич","Добрич","Добрич","800004","Основно училище ""Никола Йонков Вапцаров""","17","17","17","17","61,47","41,18","73,24","69,41"
"Добрич","Добрич","Добрич","800007","Основно училище ""Панайот Волов""","27","26","25","26","55,93","58,08","57,6","61,15"
"Добрич","Добрич","Добрич","800008","Основно училище ""Стефан Караджа""","23","23","23","23","86,74","87,39","89,78","89,78"
"Добрич","Добрич","Добрич","800009","Основно училище ""Хан Аспарух""","45","45","45","45","97,67","98,22","99,22","98,11"
"Добрич","Добрич","Добрич","800010","Основно училище ""Христо Смирненски""","28","28","28","28","86,25","77,5","87,32","83,75"
"Добрич","Добрич","Добрич","800011","Основно училище ""Христо Ботев""","90","90","89","90","80,17","79,72","90,9","91,56"
"Добрич","Добрич","Добрич","800013","Средно училище ""Димитър Талев""","80","80","81","81","78,69","78,25","86,79","86,79"
"Добрич","Добрич","Добрич","800015","Средно училище ""Свети Климент Охридски""","125","125","127","127","86,8","85,12","88,5","89,61"
"Добрич","Добрич","Добрич","800016","Средно училище ""Любен Каравелов""","68","68","67","67","80,96","85,59","93,88","90,37"
"Добрич","Добрич","Добрич","800017","Средно училище ""Петко Рачов Славейков""","123","123","123","123","96,06","95,24","97,56","97,52"
"Добрич","Добрич","Добрич","800018","Средно училище ""Свети свети Кирил и Методий""","116","116","116","116","85,26","80,69","88,36","90,99"
"Добрич","Добрич-селска","Божурово","800038","Основно училище ""Васил Левски""","6","6","6","6","59,17","64,17","59,17","61,67"
"Добрич","Добрич-селска","Хитово","800039","Основно училище ""Васил Левски""","9","9","9","9","60,56","53,33","60","58,89"
"Добрич","Добрич-селска","Победа","800042","Обединено училище ""Добри Войников""","14","14","14","13","51,43","58,57","47,14","57,31"
"Добрич","Добрич-селска","Карапелит","800043","Обединено училище ""Никола Вапцаров""","28","29","29","30","70,89","63,79","76,55","78"
"Добрич","Добрич-селска","Ловчанци","800044","Основно училище "" Неофит Рилски ""","7","7","6","7","52,86","54,29","58,33","50"
"Добрич","Добрич-селска","Батово","800045","Основно училище ""Отец Паисий""","14","14","14","14","56,07","51,79","67,14","74,64"
"Добрич","Добрич-селска","Овчарово","800046","Основно училище ""Отец Паисий""","9","8","8","9","70,56","73,13","68,75","61,67"
"Добрич","Добрич-селска","Стефаново","800047","Обединено училище ""Пейо Крачолов Яворов""","15","15","15","15","53,33","56,67","64","63,67"
"Добрич","Добрич-селска","Смолница","800048","Основно училище""Климент Охридски""","3","3","3","3","71,67","71,67","88,33","83,33"
"Добрич","Добрич-селска","Ведрина","800049","Основно училище ""Свети Свети Кирил и Методий""","6","6","6","6","59,17","65","76,67","62,5"
"Добрич","Добрич-селска","Дончево","800050","Основно училище ""Св. св. Кирил и Методий""","5","5","5","5","44","59","63","71"
"Добрич","Добрич-селска","Житница","800052","Основно училище ""Стефан Караджа""","13","13","13","13","54,23","54,62","60,77","66,54"
"Добрич","Добрич-селска","Стожер","800054","Основно училище""Христо Ботев""","9","10","9","9","65,56","60,5","81,67","88,33"
"Добрич","Балчик","Соколово","800056","Основно училище ""Васил Левски""","10","10","11","11","72","69,5","72,73","79,09"
"Добрич","Балчик","Сенокос","800057","Основно училище""Георги Раковски""\"";8;8;8;8;59,38;61,88;76,25;70,63
"Добрич","Балчик","Балчик","800059","Основно училище Свети Свети Кирил и Методий","30","31","31","31","82,67","72,26","82,9","89,52"
"Добрич","Балчик","Балчик","800060","Основно училище „Антим І”","37","37","37","37","69,19","70,68","75,54","81,89"
"Добрич","Балчик","Балчик","800061","Средно училище ""Христо Ботев""","12","13","11","11","60","45,77","94,09","81,82"
"Добрич","Балчик","Оброчище","800065","Средно училище ""Христо Смирненски""","20","20","20","20","66","59,5","67,25","79,5"
"Добрич","Генерал Тошево","Спасово","800068","Основно училище ""Йордан Йовков""","12","11","12","12","63,75","62,27","60","66,25"
"Добрич","Генерал Тошево","Преселенци","800069","Основно училище ""Васил Левски""","10","10","11","11","44,5","39,5","43,64","54,09"
"Добрич","Генерал Тошево","Красен","800071","Основно училище ""Йордан Йовков""","7","7","7","7","55","43,57","53,57","62,14"
"Добрич","Генерал Тошево","Кардам","800072","Основно училище ""Христо Ботев""","13","13","13","13","48,08","40","47,31","52,69"
"Добрич","Генерал Тошево","Генерал Тошево","800073","Основно училище ""Христо Смирненски""","22","22","21","22","83,41","72,05","88,57","88,86"
"Добрич","Генерал Тошево","Генерал Тошево","800074","Средно училищe ""Никола Йонков Вапцаров""","36","37","36","37","80,56","78,38","89,17","87,7"
"Добрич","Каварна","Каварна","800079","Начално училище""Братя Миладинови""","28","28","28","28","59,29","66,61","67,68","65,18"
"Добрич","Каварна","Каварна","800080","ОСНОВНО УЧИЛИЩЕ ""ЙОРДАН ЙОВКОВ""","41","39","41","41","77,68","73,97","83,9","83,9"
"Добрич","Каварна","Каварна","800082","Средно училище ""Стефан Караджа""","33","33","33","33","81,52","67,42","86,67","89,09"
"Добрич","Каварна","Септемврийци","800083","НАЧАЛНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""","5","5","5","5","48","54","47","50"
"Добрич","Каварна","Белгун","800085","Основно училище ""Свети Свети Кирил и Методий""","3","3","3","3","56,67","68,33","70","65"
"Добрич","Крушари","Коритен","800090","Основно училище ""Васил Левски""","3","3","3","3","60","68,33","66,67","66,67"
"Добрич","Крушари","Лозенец","800092","Основно училище""Отец Паисий""","6","6","6","6","65,83","61,67","62,5","65,83"
"Добрич","Крушари","Крушари","800093","Средно училище ""Христо Смирненски""","28","31","30","29","50","40,81","42,17","45"
"Добрич","Тервел","Тервел","800094","Средно училище "" Йордан Йовков ""","47","49","49","49","72,34","63,57","84,9","81,12"
"Добрич","Тервел","Каблешково","800096","Начално училище ""Христо Ботев""","11","10","11","10","69,09","64","73,64","66,5"
"Добрич","Тервел","Коларци","800099","Обединено училище""Д-р Петър Берон""","10","10","10","10","72,5","63","81","73"
"Добрич","Тервел","Нова Камена","800100","Основно училище ""Отец Паисий""","4","4","4","4","76,25","72,5","83,75","78,75"
"Добрич","Тервел","Безмер","800101","Основно училище ""Паисий Хилендарски""","12","13","13","13","65,83","58,46","64,23","63,46"
"Добрич","Тервел","Зърнево","800103","Основно училище ""Христо Ботев""","10","10","10","10","58","51","70,5","73"
"Добрич","Тервел","Орляк","800104","Основно училище""Васил Друмев""","14","14","14","14","49,29","36,43","65,71","52,86"
"Добрич","Шабла","Дуранкулак","800108","Основно училище ""Свети Климент Охридски""","5","5","5","5","77","71","95","87"
"Добрич","Шабла","Шабла","800109","Средно училище ""Асен Златаров""","18","18","19","19","74,17","66,39","78,16","81,05"
"Добрич","Добрич","Добрич","800326","Частно средно училище с профилирана подготовка по чужди езици и математика ""Леонардо да Винчи""","4","5","5","5","98,75","87","94","93"
"Кърджали","Кърджали","Кърджали","909101","Средно училище "" Владимир Димитров - Майстора""","28","28","29","29","78,57","74,46","90","93,79"
"Кърджали","Кърджали","Кърджали","909103","Средно училище ""Йордан Йовков""","76","77","76","77","70,79","67,53","77,76","75,52"
"Кърджали","Кърджали","Кърджали","909104","Основно училище ""Свети Климент Охридски""","12","12","12","12","62,5","62,08","65,83","66,25"
"Кърджали","Кърджали","Кърджали","909105","Средно училище ""Отец Паисий"" с природоматематическа насоченост","122","123","123","123","82,5","75,73","85","84,67"
"Кърджали","Кърджали","Кърджали","909106","Средно училище ""Петко Рачов Славейков""","180","181","181","182","81,17","69,12","89,56","86,54"
"Кърджали","Кърджали","Кърджали","909115","Основно училище ""Васил Левски""","26","25","25","25","60,19","65,8","74,2","70"
"Кърджали","Кърджали","Кърджали","909116","Основно училище ""Свети Свети Кирил и Методий""","77","77","77","77","91,75","85,65","93,44","92,14"
"Кърджали","Кърджали","Кърджали","909117","Основно училище ""Пейо Крачолов Яворов""","41","45","45","43","50,24","46,78","54,67","63,14"
"Кърджали","Кърджали","Бойно","909119","Основно училище ""Христо Ботев""","6","6","6","6","55","47,5","55","65"
"Кърджали","Кърджали","Глухар","909120","Основно училище ""Свети Свети Кирил и Методий""","5","4","5","5","49","50","53","52"
"Кърджали","Кърджали","Енчец","909121","Основно училище ""Св. св. Кирил и Методий""","11","11","11","11","58,64","68,18","62,73","68,18"
"Кърджали","Кърджали","Костино","909125","Основно училище ""Иван Вазов""","6","6","6","6","45","54,17","57,5","58,33"
"Кърджали","Кърджали","Конево","909126","Основно Училище ""Гео Милев""","4","4","4","4","70","68,75","66,25","73,75"
"Кърджали","Кърджали","Миладиново","909128","Основно училище ""Христо Ботев""","9","9","9","9","79,44","72,22","78,89","72,22"
"Кърджали","Кърджали","Мост","909129","Основно училище ""Христо Смирненски""","10","10","10","10","81,5","71","77,5","77"
"Кърджали","Кърджали","Перперек","909135","Основно училище "" Паисий Хилендарски ""","12","14","13","9","43,75","38,21","43,85","44,44"
"Кърджали","Кърджали","Рани лист","909136","Основно училище ""Никола Йонков Вапцаров""","9","10","11","10","60","55","60,45","68,5"
"Кърджали","Кърджали","Стремци","909138","Обединено училище ""Свети, свети Кирил и Методий""","23","21","23","23","86,52","69,29","70,65","82,83"
"Кърджали","Кърджали","Чифлик","909139","Основно училище ""Максим Горки""","3","3","3","3","86,67","66,67","75","88,33"
"Кърджали","Кърджали","Широко поле","909140","Основно Училище ""Иван Вазов""","6","6","6","6","89,17","92,5","98,33","90,83"
"Кърджали","Ардино","Ардино","909201","Средно училище ""Васил Левски""","30","30","30","30","79,17","70,17","84,67","88,83"
"Кърджали","Ардино","Бял извор","909202","Основно училище ""Христо Смирненски""","5","5","5","5","72","66","83","83"
"Кърджали","Ардино","Боровица","909205","Основно училище ""Антон Семьонович Макаренко""","1","1","1","1","70","75","80","90"
"Кърджали","Ардино","Горно Прахово","909206","Основно училище ""Св. Св. Кирил и Методий""","4","4","4","4","68,75","61,25","81,25","82,5"
"Кърджали","Ардино","Жълтуша","909209","Основно училище ""Отец Паисий""","3","3","3","3","80","70","85","86,67"
"Кърджали","Ардино","Падина","909211","Основно училище""Св.Св.Кирил и Методий""","7","7","7","7","75,71","67,86","88,57","83,57"
"Кърджали","Джебел","Джебел","909301","Средно училище ""Христо Ботев""","43","43","43","44","86,63","68,26","88,6","86,59"
"Кърджали","Джебел","Мишевско","909306","Основно училище ""Христо Смирненски""","1","1","1","1","80","75","75","75"
"Кърджали","Джебел","Рогозче","909309","Основно училище ""Христо Смирненски""","8","8","8","8","75,63","73,13","79,38","92,5"
"Кърджали","Джебел","Устрен","909310","Основно училище ""Васил Левски""","1","1","1","1","60","80","65","90"
"Кърджали","Джебел","Припек","909315","Средно училище ""Паисий Хилендарски""","10","10","10","10","52,5","59","79,5","73,5"
"Кърджали","Кирково","Кирково","909401","Средно училище ""Отец Паисий""","17","17","17","17","92,65","82,65","97,35","95"
"Кърджали","Кирково","Бенковски","909402","Средно училище ""Никола Йонков Вапцаров ""","44","41","46","46","80,8","63,78","75,22","84,02"
"Кърджали","Кирково","Чорбаджийско","909403","Средно училище "" Христо Ботев ""","27","27","27","28","72,22","77,04","67,04","67,86"
"Кърджали","Кирково","Дрангово","909410","Основно училище ""Васил Левски""","3","3","3","3","76,67","76,67","88,33","85"
"Кърджали","Кирково","Старово","909414","Оcновно училище "" Устрем""","2","2","2","2","62,5","57,5","62,5","65"
"Кърджали","Кирково","Тихомир","909415","Основно училище ""Васил Левски""","11","11","11","11","71,36","62,27","74,09","74,09"
"Кърджали","Кирково","Чакаларово","909416","Основно училище ""Иван Вазов""","11","11","11","11","86,82","63,64","85","88,18"
"Кърджали","Кирково","Фотиново","909417","Основно училище ""Христо Смирненски""","7","7","7","7","85,71","86,43","85,71","82,86"
"Кърджали","Крумовград","Крумовград","909501","Средно училище ""Васил Левски""","82","81","82","82","68,78","56,48","71,77","75,55"
"Кърджали","Крумовград","Аврен","909502","Основно училище ""Михаил Христов""","4","4","4","4","73,75","71,25","81,25","83,75"
"Кърджали","Крумовград","Егрек","909504","Държавно основно училище ""Васил Левски""","1","1","1","1","50","55","80","85"
"Кърджали","Крумовград","Горна кула","909506","Основно училище ""Никола Йонков Вапцаров""","6","5","6","6","33,33","39","35,83","40,83"
"Кърджали","Крумовград","Гулийка","909507","Основно училище ""Христо Ботев""","8","9","9","9","58,13","56,67","58,89","56,67"
"Кърджали","Крумовград","Токачка","909509","Обединено училище ""Пейо Крачолов Яворов""","13","13","13","13","65,77","69,23","67,31","68,46"
"Кърджали","Крумовград","Луличка","909510","Основно училище ""Васил Левски""","5","5","5","5","54","64","52","56"
"Кърджали","Крумовград","Подрумче","909512","Основно училище ""Никола Йонков Вапцаров""","7","7","7","7","57,14","67,86","68,57","62,86"
"Кърджали","Крумовград","Поточница","909513","Основно училище ""Иван Вазов""","2","2","2","2","82,5","92,5","92,5","100"
"Кърджали","Крумовград","Странджево","909514","Основно училище ""Св.Св.Кирил и Методий""","11","11","11","11","57,73","60","68,18","64,09"
"Кърджали","Крумовград","Звънарка","909515","Начално училище ""Васил Левски""","5","5","5","5","58","59","63","67"
"Кърджали","Момчилград","Момчилград","909601","Средно училище ""Никола Йонков Вапцаров""","35","33","32","35","81,43","78,03","83,75","78,71"
"Кърджали","Момчилград","Груево","909604","Основно училище ""Никола Йонков Вапцаров""","6","6","6","6","72,5","65","65,83","70"
"Кърджали","Момчилград","Звездел","909605","Основно училище ""Никола Йонков Вапцаров""","6","6","6","6","68,33","56,67","77,5","79,17"
"Кърджали","Момчилград","Момчилград","909608","Основно училище ""Д-р Петър Берон""","60","60","60","60","87","68,58","91,17","91,75"
"Кърджали","Момчилград","Нановица","909609","Основно училище ""Св. Св. Кирил и Методий""","7","7","7","7","53,57","30,71","66,43","56,43"
"Кърджали","Момчилград","Равен","909612","Основно училище ""Васил Левски""","7","7","7","7","62,14","35","67,14","69,29"
"Кърджали","Черноочене","Черноочене","909701","Средно училище ""Христо Смирненски""","38","38","37","38","67,63","61,18","77,7","71,18"
"Кърджали","Черноочене","с.Габрово","909703","Основно училище ""Христо Ботев""","11","11","11","11","67,73","68,64","80,91","77,27"
"Кърджали","Черноочене","Комунига","909705","Основно училище "" Васил Левски ""","11","11","11","11","60,45","59,09","81,82","79,55"
"Кърджали","Черноочене","Лясково","909706","Основно училище ""Никола Йонков Вапцаров""","5","5","5","5","89","86","96","94"
"Кърджали","Черноочене","Паничково","909708","Основно училище ""Никола Йонков Вапцаров""","3","3","3","3","51,67","48,33","51,67","48,33"
"Кюстендил","Невестино","Невестино","1000004","Основно училище ""Христо Ботев""","12","12","11","12","70","74,17","75,45","79,17"
"Кюстендил","Трекляно","Трекляно","1000007","Основно училище ""Св. Климент Охридски""","1","1","1","1","65","60","80","85"
"Кюстендил","Сапарева баня","Сапарева баня","1000009","Средно училище ""Христо Ботев""","47","48","50","50","69,04","60,31","78,2","77"
"Кюстендил","Бобов дол","Бобов дол","1000015","Основно училище ""Никола Йонков Вапцаров""","26","29","25","26","63,08","64,83","73","83,27"
"Кюстендил","Бобов дол","Бобов дол","1000016","Средно училище ""Христо Ботев""","21","20","21","21","74,05","77,25","76,67","79,76"
"Кюстендил","Бобошево","Бобошево","1000021","Основно училище ""Св. св. Кирил и Методий""","8","8","9","9","72,5","63,75","81,67","76,11"
"Кюстендил","Кочериново","Кочериново","1000025","Средно училище ""Христо Ботев""","21","21","21","21","69,29","73,57","75,24","81,9"
"Кюстендил","Рила","Рила","1000032","Основно училище ""Аверкий Попстоянов""","13","13","13","13","54,23","68,08","61,15","66,15"
"Кюстендил","Дупница","Дупница","1000034","Основно училище ""Свети свети Кирил и Методий""","45","44","46","45","88,56","81,93","92,17","88,33"
"Кюстендил","Дупница","Дупница","1000035","Средно училище ""Св. Паисий Хилендарски""","116","117","118","118","80,95","66,67","85,93","88,14"
"Кюстендил","Дупница","Дупница","1000036","Основно училище ""Неофит Рилски""","73","75","73","72","76,58","66,87","78,9","85,83"
"Кюстендил","Дупница","Дупница","1000037","Основно училище ""Христаки Павлович""","14","14","14","15","75,36","75,36","76,07","76,67"
"Кюстендил","Дупница","Дупница","1000038","Основно училище""Евлоги Георгиев""","54","54","54","54","81,39","85,93","92,04","90,83"
"Кюстендил","Дупница","Дупница","1000039","Средно училище ""Свети Климент Охридски""","14","14","15","16","63,57","40,71","70,67","68,75"
"Кюстендил","Дупница","Крайници","1000045","Основно училище ""Христо Ботев""","10","10","10","10","75,5","71,5","77,5","86"
"Кюстендил","Дупница","Самораново","1000046","Основно училище ""Христо Ботев""","8","8","9","9","76,88","62,5","87,78","90,56"
"Кюстендил","Дупница","Яхиново","1000048","Основно училище ""Свети свети Кирил и Методий""","5","5","5","5","80","72","81","79"
"Кюстендил","Кюстендил","Кюстендил","1000053","Пето основно училище ""Христо Ботев""","13","13","13","13","59,23","72,31","76,15","78,08"
"Кюстендил","Кюстендил","Кюстендил","1000330","Основно училище ""Професор Марин Дринов""","65","65","65","65","87,85","84,69","88,69","89,54"
"Кюстендил","Кюстендил","Кюстендил","1000340","Основно училище ""Иван Вазов""","52","55","54","53","49,9","51,09","57,22","58,3"
"Кюстендил","Кюстендил","Кюстендил","1000380","Начално училище ""Свети Климент Охридски""","73","73","73","73","91,23","87,67","91,85","93,7"
"Кюстендил","Кюстендил","Кюстендил","1001410","Шесто основно училище ""Св. Паисий Хилендарски""","37","38","38","38","70,95","77,37","88,68","83,03"
"Кюстендил","Кюстендил","Кюстендил","1001590","Седмо основно училище ""Ильо войвода""","28","30","28","27","81,96","59,33","76,07","85,74"
"Кюстендил","Кюстендил","Раждавица","1001630","Начално училище ""Св. Св. Кирил и Методий""","19","19","19","19","61,05","55,26","58,68","66,32"
"Кюстендил","Кюстендил","Кюстендил","1001680","Основно училище ""Даскал Димитри""","36","35","35","36","75","61,86","72,43","75"
"Кюстендил","Кюстендил","Кюстендил","1001830","Основно училище""Св. Св. Кирил и Методий""","91","91","92","93","86,32","84,78","89,62","91,45"
"Ловеч","Троян","Врабево","1100107","Обединено училище ""Иван Вазов""","7","7","7","7","79,29","65","70","78,57"
"Ловеч","Априлци","Априлци","1100108","Средно училище ""Васил Левски""","16","16","16","16","76,25","69,38","94,38","83,44"
"Ловеч","Летница","Летница","1100201","Средно училище ""Бачо Киро""","29","28","28","26","65,52","61,07","77,68","67,31"
"Ловеч","Ловеч","Ловеч","1100301","Основно училище ""Васил Левски""","91","91","91","91","93,19","92,47","94,18","95,05"
"Ловеч","Ловеч","Ловеч","1100304","Основно училище ""Христо Никифоров""","65","65","66","66","83,77","79,77","88,26","89,7"
"Ловеч","Ловеч","Ловеч","1100305","Основно училище ""Свети Свети Кирил и Методий""","17","17","17","16","55,59","52,94","68,82","70,63"
"Ловеч","Ловеч","Малиново","1100311","Основно училище ""Васил Левски""","1","1","1","1","55","75","75","65"
"Ловеч","Ловеч","Ловеч","1100316","Средно училище ""Тодор Кирков""","22","22","22","22","71,82","75,45","79,77","84,32"
"Ловеч","Ловеч","Ловеч","1100317","Основно училище ""Панайот Пипков""","12","17","17","18","75,42","57,06","66,76","60,56"
"Ловеч","Ловеч","Ловеч","1100318","Средно училище ""Свети Климент Охридски""","17","15","16","17","82,35","86","89,69","83,24"
"Ловеч","Ловеч","Александрово","1100321","Основно училище ""Свети свети Кирил и Методий""","16","16","16","15","57,5","51,88","71,56","76,67"
"Ловеч","Ловеч","Ловеч","1100336","Основно училище ""Професор Димитър Димов""","63","62","63","63","83,02","77,34","88,02","83,33"
"Ловеч","Луковит","Луковит","1100402","Средно училище ""Алеко Константинов""","73","72","72","73","83,49","64,86","85","89,73"
"Ловеч","Луковит","Бежаново","1100403","Основно училище ""Свети Свети Кирил и Методий""","23","23","23","23","66,52","64,13","68,04","69,57"
"Ловеч","Луковит","Дерманци","1100404","Основно училище ""Неофит Рилски""","31","31","33","33","57,9","51,45","62,58","71,82"
"Ловеч","Луковит","Румянцево","1100406","Основно училище ""Христо Ботев""","20","21","20","19","58","57,38","63,25","62,37"
"Ловеч","Луковит","Торос","1100408","Основно училище ""Васил Левски""","13","13","12","12","59,23","66,92","66,67","72,5"
"Ловеч","Луковит","Луковит","1100411","Начално училище ""Инж. Георги Иванов Вълков""","54","55","54","55","66,2","66,82","62,22","65,36"
"Ловеч","Тетевен","Български извор","1100501","Основно училище ""Васил Левски""","18","18","18","18","68,06","66,11","71,67","78,61"
"Ловеч","Тетевен","Галата","1100502","Основно училище ""Георги Бенковски""","32","32","32","32","59,84","63,13","62,5","75,47"
"Ловеч","Тетевен","Глогово","1100503","Основно училище ""Христо Ботев""","23","23","23","23","62,83","58,48","73,91","71,96"
"Ловеч","Тетевен","Голям извор","1100505","Основно училище ""Васил Левски""","6","6","6","6","70,83","70,83","61,67","60,83"
"Ловеч","Тетевен","Градежница","1100506","Основно училище ""Васил Априлов""","19","19","19","19","63,16","65","70,79","79,47"
"Ловеч","Тетевен","Черни Вит","1100508","Основно училище ""Георги Бенковски""","4","4","4","4","62,5","72,5","81,25","78,75"
"Ловеч","Тетевен","Бабинци","1100510","Начално училище ""Любен Каравелов""","2","2","2","2","75","70","90","92,5"
"Ловеч","Тетевен","Тетевен","1100513","Начално училище ""Хаджи Генчо""","59","60","61","61","88,39","86","89,1","90,82"
"Ловеч","Троян","Троян","1100601","Основно училище ""Иван Хаджийски""","19","20","20","18","80","74","77","87,78"
"Ловеч","Троян","Борима","1100603","Основно училище ""Васил Левски""","6","6","6","6","79,17","74,17","83,33","76,67"
"Ловеч","Троян","Орешак","1100609","Основно училище ""Васил Левски""","9","9","8","9","47,78","40,56","58,13","56,11"
"Ловеч","Троян","Черни Осъм","1100610","Средно училище ""Васил Левски""","5","5","5","5","73","67","73","78"
"Ловеч","Троян","Троян","1100612","Средно училище ""Васил Левски""","22","23","22","22","76,36","78,48","92,27","81,59"
"Ловеч","Троян","Троян","1100613","Средно училище ""Свети Климент Охридски""","41","40","42","42","68,41","58,38","77,98","80,83"
"Ловеч","Троян","Троян","1100614","Начално училище ""Св. Св. Кирил и Методий""","72","71","71","71","81,88","88,03","94,72","94,15"
"Ловеч","Троян","Троян","1100615","Начално училище ""Христо Ботев""","45","45","45","45","94,33","85,89","95,89","95,67"
"Ловеч","Угърчин","Кирчево","1100702","Oсновно училище ""Христо Ботев""","12","12","12","13","69,58","77,5","76,67","79,62"
"Ловеч","Угърчин","Лесидрен","1100703","Основно училище ""Свети Паисий Хилендарски""","9","10","8","8","65","58,5","68,75","74,38"
"Ловеч","Угърчин","Угърчин","1100705","Средно училище ""Св. Св. Кирил и Методий""","35","32","37","37","57,14","59,22","61,35","64,19"
"Ловеч","Ябланица","Брестница","1100801","Основно училище ""Христо Ботев""","16","17","17","17","68,44","67,94","75,59","75"
"Ловеч","Ябланица","Златна Панега","1100803","Основно училище ""Любен Каравелов""","12","12","12","12","75","65,42","75,42","82,08"
"Ловеч","Ябланица","Орешене","1100804","Основно училище ""Васил Левски""","15","14","15","16","59,33","66,43","77,67","76,56"
"Ловеч","Ябланица","Ябланица","1100805","Средно училище ""Васил Левски""","26","26","26","26","65,96","55,38","72,12","78,27"
"Монтана","Монтана","Монтана","1201000","Начално училище ""Георги Бенковски""","23","23","23","23","49,35","56,3","50","52,61"
"Монтана","Монтана","Монтана","1201003","Първо основно училище ""Св.Св. Кирил и Методий""","60","58","60","60","74,25","73,53","80,33","81,33"
"Монтана","Монтана","Монтана","1201004","Второ средно училище ""Никола Йонков Вапцаров""","43","43","44","44","90,35","96,05","97,39","96,48"
"Монтана","Монтана","Монтана","1201005","Tрето основно училище ""Д-р Петър Берон""","88","88","88","88","86,59","85,68","85,97","91,25"
"Монтана","Монтана","Монтана","1201006","Четвърто основно училище ""Иван Вазов""","98","98","99","99","91,89","84,49","92,83","90,86"
"Монтана","Монтана","Монтана","1201007","Пето средно училище ""Христо Ботев""","44","44","45","44","68,98","72,84","82,22","83,3"
"Монтана","Монтана","Смоляновци","1201012","Основно училище ""Васил Левски""","6","5","5","5","66,67","67","79","77"
"Монтана","Монтана","Габровница","1201015","Основно училище ""Св. Св. Кирил и Методий""","16","17","16","16","72,81","64,41","76,56","77,5"
"Монтана","Монтана","Доктор Йосифово","1201016","Основно училище ""Христо Ботев""","4","4","4","4","62,5","66,25","66,25","80"
"Монтана","Монтана","Монтана","1201034","Шесто средно училище ""Отец Паисий""","54","51","55","55","76,76","72,16","82,55","81,45"
"Монтана","Чипровци","Чипровци","1201101","Основно училище ""Петър Парчевич""","14","14","14","14","58,21","52,86","68,21","67,86"
"Монтана","Якимово","Якимово","1201200","Средно училище ""Д-р Петър Берон""","19","22","21","20","66,84","51,36","71,43","70"
"Монтана","Берковица","Берковица","1202001","Първо основно училище ""Никола Йонков Вапцаров""","22","21","22","22","71,59","64,29","86,14","85,68"
"Монтана","Берковица","Берковица","1202002","Второ основно училище ""Христо Смирненски""","33","32","34","33","69,85","51,72","78,53","79,7"
"Монтана","Берковица","Берковица","1202003","Трето основно училище ""Иван Вазов""","15","15","15","15","63","70,67","82,33","67"
"Монтана","Берковица","Берковица","1202004","ІV Основно училище ""Георги Сава Раковски""","20","20","20","20","62","60,25","64","67,5"
"Монтана","Берковица","Бързия","1202007","Основно училище ""Георги Стойков Раковски""","5","5","5","5","76","72","76","81"
"Монтана","Берковица","Замфирово","1202009","Основно училище ""Св. Св. Кирил и Методий""","1","1","1","1","55","60","75","80"
"Монтана","Бойчиновци","Бойчиновци","1203000","Средно училище ""Васил Левски""","8","9","7","8","63,13","70,56","68,57","76,25"
"Монтана","Бойчиновци","Лехчево","1203001","Средно училище ""Св. Св. Кирил и Методий""","18","17","18","17","57,5","55,29","55,83","69,12"
"Монтана","Бойчиновци","Владимирово","1203004","Основно училище""Владимир Минчев""","20","20","20","19","63","58,75","68,75","61,05"
"Монтана","Бойчиновци","Мадан","1203005","Oсновно училище ""Отец Паисий""","5","5","5","5","64","49","64","67"
"Монтана","Бойчиновци","Мърчево","1203006","Oсновно училище ""Христо Ботев""","7","7","7","7","59,29","59,29","67,14","66,43"
