"Град","Код","Име","БЕЛ","МАТ"
"София","2212027","27. Средно училище Акад. Георги Караславов","84.67","78"
"София","2214098","98 Начално училище Св. св. Кирил и Методий","93.49","91.28"
"София","2219024","24 Средно училище П.К.Яворов","63.33","50.83"
"София","2222133","133 Средно училище „Александър Сергеевич Пушкин”","85.67","86.35"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","87.4","75.21"
"София","2204595","Частно основно училище Светлина","85","71.25"
"София","2209529","Частно езиково средно училище Дорис Тенеди","96.05","94.74"
"София","2213039","39 Средно училище Петър Динеков","90.57","79.6"
"София","2217053","53 ОСНОВНО УЧИЛИЩЕ НИКОЛАЙ ХРЕЛКОВ","81.58","83.95"
"София","2220060","60 ОУ Св.св.Кирил и Методий","78.38","69.05"
"София","2203062","62. Основно училище Христо Ботев","79.52","65.75"
"София","2207150","150-то ОСНОВНО УЧИЛИЩЕ ЦАР СИМЕОН ПЪРВИ","74.09","71.31"
"София","2211564","Частно средно училище Българско школо ООД","97.13","92.98"
"София","2214054","54 СРЕДНО УЧИЛИЩЕ Свети ИВАН РИЛСКИ","81.67","82.25"
"София","2222038","38 основно училищеВасил Априлов","90.33","86.42"
"София","2202005","5 Основно училище Иван Вазов","89.04","78.49"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","42.04","46.4"
"София","2209132","132. Средно училище Ваня Войнова","82.78","64.07"
"София","2212554","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ЕРИХ КЕСТНЕР","81.04","84.79"
"София","2216129","129 Основно Училище Антим -І","90.06","82.99"
"София","2220058","58 Основно училище Сергей Румянцев","70.21","77.19"
"София","2224677","Частно основно училище Прогресивно образование","84.5","80.5"
"София","2202705","Частно Основно Училище Откривател","91","92"
"София","2207089","89 ОУ Д-р Христо Стамболски","37.67","41.54"
"София","2211139","139 Основно училище Захарий Круша","87.16","82.74"
"София","2214015","15 Средно училище Адам Мицкевич","86.5","78.08"
"София","2222007","7. СРЕДНО УЧИЛИЩЕ СВ. СЕДМОЧИСЛЕНИЦИ","85.44","87.47"
"София","2201515","Частно средно училище Цар Симеон Велики","86.67","83.33"
"София","2204076","76. Основно училище Уилям Сароян","79.17","67.92"
"София","2209036","36 Средно училище Максим Горки","78.22","83.56"
"София","2212137","137 средно училище Ангел Кънчев","87.59","71.33"
"София","2216001","1 Средно училище Пенчо П. Славейков","82.81","81.46"
"София","2220029","29. Средно училище Кузман Шапкарев","65","71"
"София","2224544","Частно средно училище по изкуства и чужди езици Артис","95","91.11"
"София","2202620","Частно средно училище Професор Николай Райнов","82.08","71.25"
"София","2207068","68. Средно училище Академик Никола Обрешков","80.18","74.73"
"София","2211120","120 Основно училище Георги Сава Раковски","89.9","88.93"
"София","2213600","Частно средно училище с чуждоезиков профил Абрахам Линкълн","85.45","65.45"
"София","2221621","Частно начално училище Питагор","94.05","95.24"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","77.29","71"
"София","2209025","25 основно училище Д-р Петър Берон","78.77","76.89"
"София","2212097","97 Средно училище Братя Миладинови","77.01","68.2"
"София","2219199","199 Основно Училище Свети Апостол Йоан Богослов","84.25","76.22"
"София","2224121","121 СРЕДНО УЧИЛИЩЕ ГЕОРГИ ИЗМИРЛИЕВ","85.38","81.76"
"София","2202574","Частно средно училище Свети Георги","93.91","88.04"
"София","2207004","4. Основно училище Проф. Джон Атанасов","87.88","81.86"
"София","2211035","35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","86.59","83.95"
"София","2213502","Частно основно училище с изучаване на английски език Меридиан 22","85.5","81.25"
"София","2218083","83. Основно училище Елин Пелин","73.64","70.3"
"София","2221501","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ОБРАЗОВАТЕЛНИ ТЕХНОЛОГИИ","91.96","87.72"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","87.27","82.27"
"София","2208526","Частно средно училище Орфей","95","100"
"София","2212090","90 Средно училище Генерал Хосе де Сан Мартин","83.59","67.42"
"София","2219130","130. средно училище Стефан Караджа","79.12","60.29"
"София","2224073","73.СУ с преподаване на чужди езици Владислав Граматик","86.68","87.02"
"София","2202536","Частно средно езиково училище Дрита","82.39","87.39"
"София","2206045","45 основно училище Константин Величков","84.95","81"
"София","2210162","162 Обединено училище Отец Паисий","45.49","44.15"
"София","2213144","144 Средно училище Народни будители","90.39","87.62"
"София","2217722","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ТОМАС ЕДИСЪН","98.33","97.92"
"София","2221138","138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ПРОФ. ВАСИЛ ЗЛАТАРСКИ","92.06","84.64"
"София","2203720","Частно средно училище Дружба - София","78.55","87.42"
"София","2208135","135 средно училище Ян Амос Коменски","73.45","65.53"
"София","2212077","77 Основно училище ,,Св. Св. Кирил и Методий","83.06","85.81"
"София","2219106","106 Основно училище Григорий Цамблак ","30.83","41"
"София","2224041","41 основно училище Св. Патриарх Евтимий","86.85","83.15"
"София","2202534","Частно профилирано средно училище Свети Наум","85","0"
"София","2206003","Трето средно училище Марин Дринов","63.57","61.07"
"София","2210156","156-о обединено училище Васил Левски","71.33","68.33"
"София","2213128","128 СРЕДНО УЧИЛИЩЕ АЛБЕРТ АЙНЩАЙН","84.65","84.88"
"София","2217151","НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ СОФИЯ","83.58","76.1"
"София","2221094","94 СРЕДНО УЧИЛИЩЕ Димитър Страшимиров","56.83","49.83"
"София","2208092","92 Основно училище Димитър Талев","83.81","82.77"
"София","2212040","40 Средно училище Луи Пастьор","80.19","70.42"
"София","2214141","141 Основно училище Народни будители","58.75","51.88"
"София","2219049","49-то Основно училище Бенито Хуарес","82.98","81.19"
"София","2224020","20.Иновативно основно училище Тодор Минков с ранно чуждоезиково обучение по френски и немски език","88.11","83.96"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","84.75","84.92"
"София","2213118","118 Средно училище Академик Людмил Стоянов","80.29","85.35"
"София","2217088","88 Средно училище Димитър Попниколов","87.73","84.74"
"София","2221031","31 Средно училище за чужди езици и мениджмънт Иван Вазов","86.27","88.69"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","72.21","60.78"
"София","2208028","28 Средно училище Алеко Константинов","75.65","69.24"
"София","2212033","33 основно училище Санкт Петербург","84.26","76.19"
"София","2214101","101. СРЕДНО УЧИЛИЩЕ БАЧО КИРО","75.39","66.83"
"София","2219042","42 основно училище Хаджи Димитър","82.33","73.59"
"София","2223008","8. Средно училище Васил Левски","84.84","85.78"
"София","2202052","52 Основно училище Цанко Церковски","87.74","83.31"
"София","2205011","11 Основно училище Свети Пимен Зографски","84.08","85.23"
"София","2210085","85 Средно училище Отец Паисий","71.97","82.88"
"София","2213081","81. Средно училище Виктор Юго","86.98","81.78"
"София","2217066","66 Средно училище Филип Станиславов","64.29","66.54"
"София","2220100","100 ОСНОВНО УЧИЛИЩЕ НАЙДЕН ГЕРОВ","86.43","85"
"София","2203070","70-о основно училище Свети Климент Охридски","48.33","39.23"
"София","2207163","163 ОСНОВНО УЧИЛИЩЕ ЧЕРНОРИЗЕЦ ХРАБЪР","81.02","82.27"
"София","2211598","ЧАСТНО СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ГАЛИНА СЕРГЕЕВНА УЛАНОВА","85","71.18"
"София","2214063","63 Основно училище Христо Ботев","86.29","85.83"
"София","2218703","Частно основно училище Изгрев","83.5","87.5"
"София","2222127","127 СРЕДНО УЧИЛИЩЕ Иван Николаевич Денкоглу","85.68","86.14"
"София","2202026","26 Средно училище Йордан Йовков","81.38","85.75"
"София","2204549","Частно средно училище с немски език Веда","96.38","97.41"
"София","2209142","142 ОСНОВНО УЧИЛИЩЕ ВЕСЕЛИН ХАНЧЕВ","77.22","71.38"
"София","2213010","10 Средно училище Теодор Траянов ","81.55","86.85"
"София","2216532","Частно средно училище УВЕКИНД","96.82","93.18"
"София","2220059","59 ОБЕДИНЕНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","38.48","28.41"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","86.98","82.97"
"София","2207108","108 Средно училище Никола Беловеждов","82.45","84.51"
"София","2211518","Частно основно училище Д-р Петър Берон","85.75","90.52"
"София","2214016","16 . ОСНОВНО УЧИЛИЩЕ РАЙКО ЖИНЗИФОВ ","84.17","78.64"
"София","2222012","12 Средно училище Цар Иван Асен II","91.33","88.83"
"София","2202002","2 средно училище Академик Емилиян Станев ","84.71","84.53"
"София","2204134","134. средно училище Димчо Дебелянов","91.3","86.11"
"София","2209051","51 СРЕДНО УЧИЛИЩЕ ЕЛИСАВЕТА БАГРЯНА","89.26","84.88"
"София","2212553","Частно средно училище Петко Рачов Славейков","90.56","81.67"
"София","2216112","112 ОСНОВНО УЧИЛИЩЕ СТОЯН ЗАИМОВ","88.68","85.98"
"София","2220048","48 ОСНОВНО УЧИЛИЩЕ ЙОСИФ КОВАЧЕВ","70.48","79.38"
"София","2224672","Частно основно училище Куест","90","92.5"
"Пловдив","1690907","Частно основно училище Класик","90","91.5"
"Пловдив","1690244","Основно училище Васил Левски","90.66","87.13"
"Пловдив","1690445","Основно училище Райна Княгиня","87.83","90.47"
"Пловдив","1690645","Средно училище Черноризец Храбър","87.23","86.39"
"Пловдив","1690242","39-то Начално училище Кирил Нектариев","56.55","58.63"
"Пловдив","1690443","Обединено училище Йордан Йовков","64.72","69.17"
"Пловдив","1690643","Средно училище Свети Седмочисленици","78.26","84.46"
"Пловдив","1690156","Средно училище Свети Патриарх Евтимий","94.36","89.49"
"Пловдив","1690441","Начално училище Христо Ботев","96.79","93.09"
"Пловдив","1690550","Средно училище Свети Константин - Кирил Философ","91.48","89.08"
"Пловдив","1690154","Средно училище СВ. ПАИСИЙ ХИЛЕНДАРСКИ ","72.83","79.51"
"Пловдив","1690344","Основно училище Тодор Каблешков","79.05","76.9"
"Пловдив","1690547","Основно училище Яне Сандански","87.45","80.65"
"Пловдив","1690150","Средно училище Любен Каравелов","85.6","84"
"Пловдив","1690342","Основно училище Драган Манчов ","93.66","93.25"
"Пловдив","1690545","Основно училище Захари Стоянов","82.68","72.56"
"Пловдив","1690148","Основно училище Екзарх Антим І","80.25","85.17"
"Пловдив","1690271","Специално училище за ученици с увреден слух Проф. Д-р Ст. Белинов","38.33","47.5"
"Пловдив","1690543","Начално училище Климент Охридски","92.28","92.72"
"Пловдив","1690146","Основно Училище Д-р Петър Берон","83.37","89.58"
"Пловдив","1690247","Средно училище Найден Геров","62.78","59.64"
"Пловдив","1690448","Средно училище Христо Груев Данов","83","83.3"
"Пловдив","1690143","ОУ Виктория и Крикор Тютюнджян","89.08","82.76"
"Пловдив","1690912","Частно основно училище Бъдеще","90","97.5"
"Пловдив","1690245","Основно училище Димчо Дебелянов","44.19","48.43"
"Пловдив","1690446","Средно училище Никола Вапцаров","86.09","85.45"
"Пловдив","2902102","Национално училище за музикално и танцово изкуство Добрин Петков","89.22","81.72"
"Пловдив","1690901","ЧАСТНО СРЕДНО УЧИЛИЩЕ ДРУЖБА","77.5","74"
"Пловдив","1690243","Начално училище Петко Рачов Славейков ","95.42","88.49"
"Пловдив","1690444","Основно училище Панайот Волов","29.39","38.27"
"Пловдив","1690644","Средно училище Свети Софроний Врачански","77.27","75.68"
"Пловдив","1690157","Средно училище Цар Симеон Велики","87.8","83.66"
"Пловдив","1690442","Основно училище Димитър Тодоров Димов","85.2","85.2"
"Пловдив","1690642","Средно училище „Димитър Матевски","77.81","78.31"
"Пловдив","1690155","Средно училище Свети Климент Охридски","84.41","76.88"
"Пловдив","1690345","Средно училище Свети свети Кирил и Методий","88.56","71"
"Пловдив","1690549","Средно училище Константин Величков ","75","78.04"
"Пловдив","1690152","Основно училище Княз Александър I","95.61","93.56"
"Пловдив","1690343","Основно училище Елин Пелин","87.67","84.21"
"Пловдив","1690546","Основно училище Стоян Михайловски","88.16","76.41"
"Пловдив","1690149","Основно Училище Кочо Честеменски","90.94","87.92"
"Пловдив","1690341","Основно училище Васил Петлешков","88.44","83.4"
"Пловдив","1690544","Основно училище Димитър Талев","92.88","92.22"
"Пловдив","1690147","Основно Училище Душо Хаджидеков","95.82","89.1"
"Пловдив","1690248","Средно училище Симон Боливар","78.75","69.02"
"Пловдив","1690542","Средно училище Братя Миладинови","83.5","79.75"
"Пловдив","1690144","Основно училище Гео Милев","53.85","50.38"
"Пловдив","1690246","Основно училище Пенчо Славейков","44.4","52.54"
"Пловдив","1690447","Средно училище Пейо Крачолов Яворов","78.15","81.3"
"Пловдив","1690142","Основно училище Алеко Константинов","90","92.11"
"Варна","400024","Основно училище Стоян Михайловски","87.68","79.02"
"Варна","400003","Основно училище Антон Страшимиров","87.36","83.33"
"Варна","400022","Основно училище Свети свети Кирил и Методий","95.93","96.74"
"Варна","400061","Частно основно училище Аз съм българче","100","95"
"Варна","400019","Основно училище Свети Патриарх Евтимий","83.74","77.83"
"Варна","400039","Средно училище Пейо Крачолов Яворов","92.21","91.31"
"Варна","400017","Основно училище Отец Паисий","45.83","52.81"
"Варна","400036","Средно училище Елин Пелин","65.86","61.33"
"Варна","403564","ЧАСТНО ОСНОВНО УЧИЛИЩЕ Д-р Мария Монтесори Варна ООД","85","85"
"Варна","400032","Основно училище Васил Друмев","83.25","90.06"
"Варна","403558","Частно средно училище Мечтатели","86.14","85.42"
"Варна","400011","Основно училище Йордан Йовков","87.82","85.45"
"Варна","400030","Седмо средно училище Найден Геров","92.72","89.44"
"Варна","403538","Средно училище Неофит Бозвели","91.4","92.89"
"Варна","2902106","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ДОБРИ ХРИСТОВ","87.6","84.79"
"Варна","400009","Основно училище Иван Вазов","96.06","91.06"
"Варна","400028","Основно училище Цар Симеон І","84.51","81"
"Варна","403536","III Oсновно училище Ангел Кънчев","88.89","83.5"
"Варна","400007","Основно училище Добри Чинтулов","82.03","75.06"
"Варна","400026","Основно училище Христо Ботев","81.38","78.15"
"Варна","400005","Основно училище Васил Априлов","86.89","83.57"
"Варна","400023","Основно училище Стефан Караджа ","93.15","88.58"
"Варна","400001","Начално училище Васил Левски","76.43","71.69"
"Варна","400075","Частно основно училище Малкият принц","90.88","91.88"
"Варна","400020","Основно училище Петко Рачов Славейков","93.22","93.12"
"Варна","400040","Средно училище Свети Климент Охридски","85.35","81.5"
"Варна","400018","Основно училище Панайот Волов","76.17","74.17"
"Варна","400037","Средно училище Любен Каравелов","60","49.25"
"Варна","400015","Основно училище Капитан Петко войвода","77.89","64.21"
"Варна","400034","Средно училище Гео Милев","86.61","86.5"
"Варна","400012","Основно училище Константин Арабаджиев","87.41","81.55"
"Варна","400031","Средно училище с езиково обучение Ал. С. Пушкин","93.01","90.9"
"Варна","403543","Второ основно училище Никола Йонков Вапцаров","92.33","93.35"
"Варна","400010","Основно училище Свети Иван Рилски","57.11","65.56"
"Варна","400029","Основно училище Черноризец Храбър","82.67","76.5"
"Варна","403537","Средно училище Димчо Дебелянов","77.03","73.11"
"Варна","400008","Основно училище Захари Стоянов","89.82","84.65"
"Варна","403535","Първо основно училище Св. княз Борис І ","74.49","72.05"
"Варна","400006","Основно училище Георги Сава Раковски","84.07","82.34"
"Бургас","200222","Основно училище Иван Вазов","74.29","82.14"
"Бургас","200205","Основно училище Петко Рачев Славейков","96.34","94.23"
"Бургас","200201","Начално базово училище Михаил Лъкатник","97.81","95.28"
"Бургас","200218","Основно училище Христо Ботев","47.17","46.19"
"Бургас","200233","Средно училище Петко Росен","80.68","76.14"
"Бургас","200216","Основно училище Васил Левски","62.76","40.63"
"Бургас","200231","Средно училище ,,Добри Чинтулов","87.5","89.44"
"Бургас","200214","Основно училище Братя Миладинови","96.21","95.63"
"Бургас","200229","Средно училище Епископ Константин Преславски","95.24","94.44"
"Бургас","200212","Основно училище Пейо Крачолов Яворов","90.93","77.6"
"Бургас","200227","Средно училище Иван Вазов","76.94","76.67"
"Бургас","200210","Основно училище Свети Климент Охридски","88.2","84.9"
"Бургас","200208","Основно училище Найден Геров","77.65","78.53"
"Бургас","200223","Основно училище Христо Ботев","72.5","71.25"
"Бургас","200206","Основно училище Свети княз Борис І - град Бургас","91.41","87.33"
"Бургас","200221","Средно училище Христо Ботев","61.67","59.33"
"Бургас","200203","Частно начално училище Д-р Мария Монтесори","93.33","93.89"
"Бургас","200219","Основно училище Христо Ботев","75","71.88"
"Бургас","200234","Средно училище Св. Св. Кирил и Методий","95.23","94.67"
"Бургас","200217","Основно училище Христо Ботев","93.6","89.4"
"Бургас","200232","Средно училище Константин Петканов","72.42","68.56"
"Бургас","200215","Основно училище Елин Пелин","86.84","86.39"
"Бургас","200230","Средно училище Димчо Дебелянов","98","95.08"
"Бургас","200213","Основно училище Васил Априлов","96.47","96.99"
"Бургас","200228","Средно училище Йордан Йовков","91.22","95"
"Бургас","200211","Основно училище Георги Бенковски","89.79","87.18"
"Бургас","200209","Основно училище Антон Страшимиров - гр.Бургас","86.74","86.01"
"Бургас","200207","Основно училище Любен Каравелов","94.74","94.17"
"Бургас","2902103","Национално училище за музикално и сценично изкуство Проф. Панчо Владигеров","79.8","82.5"
"Благоевград","101580","Осмо средно училище Арсени Костенцев","89.26","77.66"
"Благоевград","101290","Трето основно училище Димитър Талев","79.96","80.12"
"Благоевград","100110","Единадесето основно училище Христо Ботев","72.44","78.49"
"Благоевград","100040","Четвърто основно училище Димчо Дебелянов","84.86","83"
"Благоевград","101700","Девето основно училище Пейо Крачолов Яворов","43.93","47.31"
"Благоевград","101250","Средно училище с изучаване на чужди езици Свети Климент Охридски","82.36","68.58"
"Благоевград","100070","Седмо средно училище Кузман Шапкарев","92.38","84.43"
"Благоевград","100020","Второ основно училище Димитър Благоев","89.49","85"
"Благоевград","102060","Пето средно училище Георги Измирлиев","91.76","85.78"
"Благоевград","101880","Средно училище Иван Вазов","82.87","89.34"
"Велико Търново","300125","Средно училище Вела Благоева","80.07","78.52"
"Велико Търново","300105","Основно училище Петко Рачев Славейков","76.58","73.95"
"Велико Търново","300103","Основно училище Св. Патриарх Евтимий","89.51","84.54"
"Велико Търново","300101","Основно училище Христо Ботев","46","41.33"
"Велико Търново","300126","Средно училище Владимир Комаров","73.41","83.18"
"Велико Търново","300124","Средно училище Емилиян Станев","87.7","82.79"
"Велико Търново","300104","Основно училище Димитър Благоев","70.55","73.05"
"Велико Търново","300102","Основно училище Бачо Киро","75.7","81.31"
"Видин","503242","Средно училище Петко Рачов Славейков","81.63","77.93"
"Видин","503132","Средно училище Цар Симеон Велики","85.43","80.16"
"Видин","500112","Основно училище Отец Паисий","65","69.55"
"Видин","500104","Основно училище Любен Каравелов","84.19","80.54"
"Видин","503241","Средно училище Свети свети Кирил и Методий","79.14","64.66"
"Видин","500113","Основно училище Свети Климент Охридски","83.89","70"
"Видин","500111","Основно училище Епископ Софроний Врачански","81.5","80.52"
"Видин","503312","Основно училище Иван Вазов","88.8","85.44"
"Враца","603059","Средно училище Васил Кънчов","62.73","74.32"
"Враца","603057","Средно училище Отец Паисий","67.33","65.33"
"Враца","601035","Начално училище Иван Вазов","82.58","77.53"
"Враца","602041","Основно училище Васил Левски","58.16","52.11"
"Враца","603070","Средно училище Никола Войводов","80.17","74.37"
"Враца","603058","Средно училище Христо Ботев","93.17","91.55"
"Враца","601037","Начално училище Свети Софроний Врачански","89.31","80.79"
"Враца","601031","Начално училище Иванчо Младенов","82.8","85.52"
"Враца","602042","Основно училище Свeти свети Кирил и Методий","64.29","60"
"Габрово","700114","Средно училище Райчо Каролев","88.55","86.37"
"Габрово","700112","Основно училище Христо Ботев","78.64","67.61"
"Габрово","700106","VІ Основно училище Иван Вазов","70.87","79.35"
"Габрово","700102","Основно училище Ран Босилек","86.22","83.83"
"Габрово","700113","Средно училище Отец Паисий","66.9","73.14"
"Габрово","700108","Основно училищеСвети Свети Кирил и Методий","79.59","70.71"
"Габрово","700103","Основно училище Неофит Рилски","85.16","77.46"
"Габрово","700101","Начално училище Васил Левски","87.37","94.74"
"Добрич","800009","Основно училище Хан Аспарух","97.12","95.77"
"Добрич","800007","Основно училище Панайот Волов","38.81","58.04"
"Добрич","800003","Обединено училище Йордан Йовков","59.06","56.18"
"Добрич","800018","Средно училище Свети свети Кирил и Методий","81.97","87.39"
"Добрич","800016","Средно училище Любен Каравелов","87.13","86.3"
"Добрич","800013","Средно училище Димитър Талев","88.36","76.93"
"Добрич","800112","Частно основно училище Мария Монтесори","85","83.33"
"Добрич","800010","Основно училище Христо Смирненски","71.09","77.1"
"Добрич","800008","Основно училище Стефан Караджа","81.13","73.85"
"Добрич","800004","Основно училище Никола Йонков Вапцаров","49.05","66.5"
"Добрич","800017","Средно училище Петко Рачов Славейков","96.72","96.61"
"Добрич","800015","Средно училище Свети Климент Охридски","81.28","84.01"
"Добрич","800326","Частно средно училище с профилирана подготовка по чужди езици и математика Леонардо да Винчи","97.5","97.5"
"Добрич","800011","Основно училище Христо Ботев","82.78","81.67"
"Кърджали","909116","Основно училище Свети Свети Кирил и Методий","71.6","67.74"
"Кърджали","909106","Средно училище Петко Рачов Славейков","79.94","77.09"
"Кърджали","909104","Основно училище Свети Климент Охридски","67.25","59.76"
"Кърджали","909101","Средно училище Владимир Димитров - Майстора","79.08","70.95"
"Кърджали","909117","Основно училище Пейо Крачолов Яворов","48.4","44.59"
"Кърджали","909115","Основно училище Васил Левски","73.44","76.15"
"Кърджали","909105","Средно училище Отец Паисий с природоматематическа насоченост","72.9","77.39"
"Кърджали","909103","Средно училище Йордан Йовков","84.01","73.37"
"Кюстендил","1000330","Основно училище Професор Марин Дринов","85.26","76.64"
"Кюстендил","1001830","Основно училищеСв. Св. Кирил и Методий","91.26","87.91"
"Кюстендил","1001410","Шесто основно училище Св. Паисий Хилендарски","91.43","79.57"
"Кюстендил","1000340","Основно училище Иван Вазов","47.71","50.65"
"Кюстендил","1000053","Пето основно училище Христо Ботев","70.77","56.15"
"Кюстендил","1001680","Основно училище Даскал Димитри","70.97","73.17"
"Кюстендил","1001590","Седмо основно училище Ильо войвода","76.8","85.19"
"Кюстендил","1000380","Начално училище Свети Климент Охридски","92.84","92.87"
"Ловеч","1100318","Средно училище Свети Климент Охридски","87.37","80.38"
"Ловеч","1100316","Средно училище Тодор Кирков","86.88","70.21"
"Ловеч","1100305","Основно училище Свети Свети Кирил и Методий","61","53.13"
"Ловеч","1100301","Основно училище Васил Левски","94.12","89.46"
"Ловеч","1100317","Основно училище Панайот Пипков","57.14","60"
"Ловеч","1100304","Основно училище Христо Никифоров","86.79","80"
"Ловеч","1100336","Основно училище Професор Димитър Димов","88.36","80.99"
