Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ;Явили се MAT;Ср. успех в точки MAT
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219044;44. СУ Неофит Бозвели;37;59.16;37;31.12
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219049;49 ОУ Бенито Хуарес;120;64.40;118;48.70
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219095;95 СУ;63;54.87;63;39.90
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219106;106 ОУ;6;18.08;5;15.25
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219124;124 ОУ Васил Левски;9;26.06;8;21.34
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219130;130 СУ Стефан Караджа;38;49.24;38;24.52
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219143;143. ОУ Г. Бенковски;97;67.70;97;54.27
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219166;166 СУ В.Левски;59;40.58;59;20.88
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2219199;199 ОУ Св.Ап.Й.Богослов;39;52.94;39;38.58
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2220014;14 СУ Проф. д-р А. Златаров;47;63.53;47;52.44
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2220029;29. СУ Кузман Шапкарев;12;35.75;12;18.38
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2220048;48 ОУ Й. Ковачев;81;63.73;81;41.64
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2220058;58 ОУ Сергей Румянцев;23;51.35;23;26.49
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2220059;59 ОбУ Васил Левски;44;15.01;42;11.67
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2220060;60 ОУ Св.св.Кирил и Методий;33;58.55;33;29.02
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2220100;100 ОУ Н. Геров;17;52.00;17;30.99
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221023;23 СУ Фредерик Ж.-Кюри;77;61.69;77;40.46
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221031;31 СУЧЕМ Иван Вазов;138;75.15;138;60.83
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221093;93 СУ Ал. Теодоров – Балан;43;54.00;42;35.17
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221094;94 СУ Д.Страшимиров;76;17.33;75;11.72
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221109;109 ОУ;80;63.95;79;48.47
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221138;138 СУЗИЕ Проф.В.Златарски;128;66.05;128;54.29
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221148;148 ОУ Проф. д-р Л. Милетич;11;46.59;12;24.60
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221501;ЧОУ Образователни технологии;42;66.85;41;55.26
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221563;ПЧМГ;73;84.62;73;95.21
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2221614;ЧОУ Джани РоДари;1;92.00;1;54.25
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2222006;6 ОУ Граф Игнатиев;83;73.90;83;57.55
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2222007;7. СУ Свети Седмочисленици;71;69.47;71;55.40
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2222012;12 СУ Цар Иван Асен ІІ;54;65.69;54;51.16
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2222038;38 ОУ;99;71.77;99;60.97
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2222127;127 СРЕДНО УЧИЛИЩЕ;43;66.03;43;45.60
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2222133;133 СУ А.С.Пушкин;96;76.68;96;60.44
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2223008;8. СУ;43;63.13;43;37.99
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2223055;55 СУ;141;71.90;141;60.56
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224020;20 ОУ Тодор Минков;114;79.19;114;65.92
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224022;22 СЕУ Г. С. Раковски;128;71.93;128;58.89
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224041;41 ОУ Св. Патриарх Евтимий;73;74.45;73;64.37
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224047;47 СУ;29;66.43;29;48.12
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224073;73. СУ Владислав Граматик;129;80.39;129;72.23
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224104;104 ОУ Захари Стоянов;101;72.21;101;59.79
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224121;121 СУ;39;57.92;39;38.92
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224126;126 ОУ П. Ю. Тодоров;93;67.21;93;43.96
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224544;Частно СУ Артис;5;64.50;5;39.70
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224672;ЧОУ Куест;3;67.33;3;49.33
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2224677;ОПУ Прогресивно образование;5;70.60;5;42.25
СОФИЯ-ОБЛАСТ;СВОГЕ;С.СВИДНЯ;2300028;ОУ Отец Паисий;2;50.00;2;36.13
СОФИЯ-ОБЛАСТ;САМОКОВ;С.ГОВЕДАРЦИ;2300062;ОУ Димчо Дебелянов;15;45.67;15;25.78
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;ГР.КОСТИНБРОД;2300067;2ОУ Васил Левски;10;44.25;10;23.48
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;2300099;ППМГ Акад.проф.д-р Ас.Златаров;28;70.36;28;44.10
