"﻿Област","Община","Населено място","Код по Админ","Училище","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ","ИСТ","ИСТ","ФА","ФА","ГЕО","ГЕО","ХООС","ХООС","ФИЛ","ФИЛ","БЗО","БЗО","АЕ","АЕ","РЕ","РЕ","НЕ","НЕ","ИспЕ","ИспЕ","ФрЕ","ФрЕ","ИтЕ","ИтЕ","2ДЗИ","2ДЗИ","общо","общо"
"ВРАЦА","РОМАН","ГР.РОМАН","603 123","Средно училище  ""Васил Левски""","15","4,32","1","5,75","0","0,00","0","0,00","13","4,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","5,91","0","0,00","15","4,90","30","4,61"
"ВРАЦА","РОМАН","С.КУНИНО","2 902 507","Професионална гимназия по каменообработване","3","3,60","0","0,00","0","0,00","0","0,00","1","4,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,41","4","3,80"
"ВРАЦА","ХАЙРЕДИН","С.ХАЙРЕДИН","603 130","Средно училище  ""Васил Воденичарски""","25","3,40","0","0,00","0","0,00","0","0,00","2","2,78","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,78","27","3,36"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 118","ПРОФЕСИОНАЛНА ТЕХНИЧЕСКА ГИМНАЗИЯ ""Д-р Никола Василиади""","112","3,83","2","3,69","1","5,74","0","0,00","0","0,00","0","0,00","36","3,96","27","3,93","25","4,95","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","91","4,24","203","4,01"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 120","Професионална гимназия по туризъм ""Пенчо Семов""","87","3,79","0","0,00","0","0,00","0","0,00","2","3,07","0","0,00","26","4,16","3","2,72","12","4,97","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","43","4,23","130","3,93"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 115","НАЦИОНАЛНА АПРИЛОВСКА ГИМНАЗИЯ","126","5,05","4","3,64","9","5,31","0","0,00","4","4,67","1","6,00","23","4,62","6","4,52","76","5,59","0","0,00","3","5,24","0","0,00","0","0,00","0","0,00","126","5,25","252","5,15"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 116","Природоматематическа гимназия  ""Академик Иван Гюзелев""","102","4,97","30","5,02","1","5,09","2","5,07","0","0,00","0","0,00","14","4,66","7","5,77","43","5,26","0","0,00","5","5,29","0","0,00","0","0,00","0","0,00","102","5,14","204","5,05"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 113","Средно училище ""Отец Паисий""","22","3,43","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","3,63","1","2,66","5","4,05","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","3,69","42","3,56"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 114","Средно училище  ""Райчо Каролев""","23","3,46","1","3,87","3","3,91","0","0,00","1","2,70","0","0,00","11","3,77","5","3,29","1","4,87","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","22","3,69","45","3,57"
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","700 205","ПРОФЕСИОНАЛНА ГИМНАЗИЯ  ПО ИКОНОМИКА ""РАЧО СТОЯНОВ""","17","3,60","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,16","19","3,55"
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","700 204","Средно училище ""Максим Райкович""","2","2,60","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,81","3","2,67"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","700 323","Професионална гимназия по механоелектротехника ""Ген.Иван Бъчваров""","71","3,66","0","0,00","1","3,18","0","0,00","2","4,19","0","0,00","3","4,57","44","3,74","20","4,59","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","70","4,02","141","3,84"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","700 330","Професионална гимназия ""Марин Попов""","12","3,09","0","0,00","0","0,00","0","0,00","8","2,82","0","0,00","0","0,00","5","3,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","13","3,14","25","3,12"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","700 318","Средно училище ""Васил Левски""","55","4,65","4","4,33","1","6,00","0","0,00","0","0,00","1","3,67","1","4,70","23","4,57","24","5,22","0","0,00","1","5,09","0","0,00","0","0,00","0","0,00","55","4,85","110","4,75"
"ГАБРОВО","СЕВЛИЕВО","С.ГРАДНИЦА","700 320","Професионална гимназия по транспорт и машиностроене","29","3,12","0","0,00","0","0,00","0","0,00","2","3,30","0","0,00","0","0,00","17","3,39","1","3,03","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","3,37","49","3,22"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","2 902 503","НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ ИЗКУСТВА  ""ТРЕВНЕНСКА ШКОЛА""","23","3,94","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","3,94"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","700 403","Средно училище  ""Петко Рачев Славейков""","25","4,02","0","0,00","0","0,00","1","4,46","0","0,00","2","4,10","12","4,17","2","3,87","8","5,37","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","25","4,54","50","4,28"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","800 061","Средно училище  ""Христо Ботев""","38","4,21","3","3,71","1","3,87","1","4,26","6","4,00","0","0,00","2","4,58","16","4,22","8","5,21","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","37","4,37","75","4,29"
"ДОБРИЧ","БАЛЧИК","С.ОБРОЧИЩЕ","800 065","Средно  училище  ""Христо Смирненски""","13","3,38","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,53","1","5,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,77","15","3,43"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","800 076","Професионална гимназия по земеделие ""Тодор Рачински""","37","3,79","0","0,00","1","2,53","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,53","38","3,76"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","800 074","Средно училищe  ""Никола Йонков Вапцаров""","22","4,39","0","0,00","0","0,00","0","0,00","9","5,13","0","0,00","2","3,80","2","4,63","7","4,88","1","4,81","1","5,82","0","0,00","0","0,00","0","0,00","22","4,90","44","4,65"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 021","Професионална гимназия по техника  и строителство ""Михаил Василиевич Ломоносов""","10","3,24","0","0,00","0","0,00","0","0,00","2","3,07","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,07","12","3,21"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 023","Финансово-стопанска гимназия  ""Васил Левски""","77","4,20","0","0,00","1","5,64","0","0,00","6","3,63","0","0,00","5","4,52","1","3,67","23","4,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","36","4,53","113","4,30"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 028","Професионална гимназия  по туризъм ""П. К. Яворов""","82","3,49","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","82","3,49"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 328","Професионална гимназия по транспорт  обслужване и лека промишленост","54","3,00","0","0,00","0","0,00","0","0,00","1","2,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,62","55","2,99"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 022","Професионална гимназия по  ветеринарна медицина ""Проф. д-р Георги Павлов""","23","3,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,63","18","4,01","1","4,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","3,95","46","3,90"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 026","Професионална гимназия  по аграрно стопанство","32","3,25","0","0,00","0","0,00","0","0,00","1","2,97","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,97","33","3,24"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 019","Природоматематическа гимназия ""Иван Вазов""","74","4,47","4","3,83","0","0,00","14","4,78","2","4,64","1","3,95","25","4,71","1","3,73","26","5,33","1","5,89","0","0,00","0","0,00","0","0,00","0","0,00","74","4,88","148","4,68"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 020","Езикова гимназия ""Гео Милев""","128","5,11","3","4,88","2","4,70","3","5,67","3","4,13","0","0,00","5","4,62","4","4,54","74","5,44","1","5,99","29","5,25","0","0,00","5","4,69","0","0,00","129","5,26","257","5,19"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 012","Спортно училище Георги Стойков Раковски""","19","3,25","0","0,00","0","0,00","0","0,00","1","2,26","0","0,00","0","0,00","0","0,00","1","4,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,54","21","3,28"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 013","Средно училище  ""Димитър Талев""","42","4,18","0","0,00","0","0,00","0","0,00","3","4,68","0","0,00","26","4,29","1","3,78","12","5,06","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","42","4,53","84","4,35"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 015","Средно училище  ""Свети Климент Охридски""","42","4,90","0","0,00","4","4,97","0","0,00","13","4,46","0","0,00","12","4,68","0","0,00","13","5,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","42","4,82","84","4,86"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 016","Средно училище ""Любен Каравелов""","19","3,61","0","0,00","1","4,87","0","0,00","0","0,00","0","0,00","15","3,83","0","0,00","3","5,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","19","4,12","38","3,87"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 017","Средно училище ""Петко Рачов Славейков""","23","4,19","0","0,00","0","0,00","0","0,00","1","4,49","0","0,00","2","4,31","7","4,20","11","5,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","21","4,81","44","4,49"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 018","Средно училище ""Свети свети Кирил и Методий""","25","4,48","0","0,00","0","0,00","0","0,00","10","5,11","0","0,00","3","4,71","0","0,00","11","4,94","1","4,95","0","0,00","0","0,00","0","0,00","0","0,00","25","4,98","50","4,73"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 325","Сдружение ""Частна профилирана гимназия  по туризъм и предприемачество Райко Цончев""","8","5,15","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,43","1","4,12","6","5,59","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","5,26","16","5,21"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","800 326","Частно средно училище с профилирана подготовка  по чужди езици и математика ""Леонардо да Винчи""","6","4,76","0","0,00","0","0,00","1","5,78","2","4,04","0","0,00","0","0,00","1","4,73","2","5,52","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","4,94","12","4,85"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","800 086","Професионална земеделска гимназия ""Климент Аркадиевич Тимирязев""","22","3,13","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,89","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,89","24","3,28"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","800 082","Средно училище ""Стефан Караджа""","38","3,84","5","3,51","2","4,91","0","0,00","14","3,26","1","5,64","1","5,70","2","3,50","11","4,70","2","4,44","0","0,00","0","0,00","0","0,00","0","0,00","38","4,00","76","3,92"
"ДОБРИЧ","КРУШАРИ","С.КРУШАРИ","800 093","Средно училище ""Христо Смирненски""","5","3,56","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","4,14","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","4,14","10","3,85"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","800 105","Професионална гимназия по  техника и облекло ""Дочо Михайлов""","38","3,33","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","5,60","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","5,60","39","3,39"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","800 094","Средно училище  "" Йордан Йовков ""","21","4,35","0","0,00","4","4,41","0","0,00","0","0,00","0","0,00","8","4,67","5","4,57","4","5,51","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","21","4,76","42","4,55"
"ДОБРИЧ","ШАБЛА","ГР.ШАБЛА","800 109","Средно училище  ""Асен Златаров""","17","4,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","4,08"
"КЪРДЖАЛИ","АРДИНО","ГР.АРДИНО","909 201","Средно училище ""Васил Левски""","35","3,88","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","24","4,28","10","5,58","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","34","4,66","69","4,27"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","909 314","Професионална гимназия ""Руска Пеева""","31","2,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","31","2,66"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","909 301","Средно училище ""Христо Ботев""","25","3,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","4,11","19","5,40","3","4,23","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","25","5,10","50","4,37"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПРИПЕК","909 315","Средно училище ""Паисий Хилендарски""","9","3,83","0","0,00","0","0,00","0","0,00","1","5,58","0","0,00","0","0,00","7","5,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","5,17","17","4,46"
"КЪРДЖАЛИ","КИРКОВО","С.БЕНКОВСКИ","909 402","Средно училище  ""Никола Йонков Вапцаров ""","37","4,42","3","5,49","1","5,24","0","0,00","2","4,34","1","5,24","0","0,00","26","5,07","2","4,94","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","35","5,07","72","4,73"
"КЪРДЖАЛИ","КИРКОВО","С.КИРКОВО","909 401","Средно училище ""Отец Паисий""","40","4,31","0","0,00","1","5,18","0","0,00","0","0,00","0","0,00","0","0,00","18","5,48","7","5,11","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","26","5,37","66","4,73"
"КЪРДЖАЛИ","КИРКОВО","С.ЧОРБАДЖИЙСКО","909 403","Средно училище "" Христо Ботев ""","19","4,34","0","0,00","0","0,00","0","0,00","6","4,61","0","0,00","0","0,00","13","4,90","1","3,49","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","4,74","39","4,55"
"КЪРДЖАЛИ","КРУМОВГРАД","ГР.КРУМОВГРАД","909 503","Професионална гимназия по транспорт  ""Христо Смирненски""","35","2,82","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,11","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,11","36","2,83"
"КЪРДЖАЛИ","КРУМОВГРАД","ГР.КРУМОВГРАД","909 501","Средно училище ""Васил Левски""","66","3,78","2","3,04","0","0,00","0","0,00","13","3,77","0","0,00","0","0,00","38","3,85","12","5,56","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","65","4,13","131","3,95"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 108","Професионална гимназия по икономика ""Алеко Константинов""","117","3,99","0","0,00","0","0,00","0","0,00","1","5,38","0","0,00","0","0,00","7","3,75","3","4,82","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","11","4,19","128","4,01"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 109","Професионална гимназия  по туризъм ""Проф. д-р Асен Златаров""","59","3,09","0","0,00","0","0,00","0","0,00","1","4,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,41","60","3,11"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 110","Професионална гимназия  ""Васил Левски""","8","3,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","3,00"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 111","Професионална гимназия по облекло и дизайн ""Евридика""","6","2,69","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","2,69"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 112","Професионална гимназия по електротехника и електроника ""Капитан Петко войвода""","40","3,38","0","0,00","1","3,22","0","0,00","8","3,26","0","0,00","1","3,67","28","3,56","5","4,37","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","43","3,59","83","3,49"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 114","Професионална гимназия по  строителство ""Христо Смирненски""","21","3,12","0","0,00","0","0,00","0","0,00","3","2,45","0","0,00","0","0,00","7","3,10","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","2,90","31","3,05"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 113","Професионална гимназия  по селско и горско стопанство","32","2,85","0","0,00","0","0,00","0","0,00","3","2,79","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","2,79","35","2,84"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 107","Езикова гимназия ""Христо Ботев""","176","5,03","38","4,58","3","4,22","0","0,00","10","4,14","0","0,00","5","4,70","9","5,07","76","5,27","0","0,00","24","5,29","0","0,00","11","3,74","0","0,00","176","4,92","352","4,98"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 101","Средно училище ""Владимир Димитров - Майстора""","1","3,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,08"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 103","Средно училище ""Йордан Йовков""","29","3,33","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,72","25","3,68","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","27","3,76","56","3,54"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 105","Средно училище ""Отец Паисий"" с природоматематическа насоченост","75","4,09","1","4,98","5","5,01","0","0,00","11","4,13","0","0,00","2","4,80","30","4,25","25","4,77","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","74","4,48","149","4,28"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 106","Средно училище  ""Петко Рачов Славейков""","78","4,94","7","5,01","0","0,00","1","6,00","5","3,61","0","0,00","1","5,21","28","5,07","36","5,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","78","5,05","156","5,00"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 613","Духовно Училище","30","3,97","1","3,20","0","0,00","0","0,00","22","3,88","0","0,00","0","0,00","5","5,18","1","4,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","29","4,11","59","4,04"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 603","Професионална гимназия по туризъм и хранително-вкусова промишленост ""Св. Св. Кирил и Методий""","37","2,91","0","0,00","0","0,00","0","0,00","1","2,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,66","38","2,90"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 601","Средно училище ""Никола Йонков Вапцаров""","46","4,31","0","0,00","12","4,31","0","0,00","0","0,00","0","0,00","1","4,32","26","4,79","7","5,25","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","46","4,72","92","4,52"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЧЕРНООЧЕНЕ","909 701","Средно училище ""Христо Смирненски""","37","3,67","0","0,00","0","0,00","0","0,00","6","4,33","0","0,00","0","0,00","25","4,80","3","4,63","0","0,00","1","3,48","0","0,00","0","0,00","0","0,00","35","4,67","72","4,16"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 018","Средно училище ""Доктор Петър Берон""","5","3,25","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,34","6","3,27"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 002 451","Професионална гимназия","3","2,84","0","0,00","0","0,00","0","0,00","3","2,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","2,70","6","2,77"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 016","Средно училище  ""Христо Ботев""","19","3,36","0","0,00","1","3,22","0","0,00","1","2,35","0","0,00","1","3,31","14","3,28","1","5,53","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","18","3,36","37","3,36"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 049","Професионална гимназия по облекло и стопанско управление","38","3,36","0","0,00","1","3,90","0","0,00","0","0,00","0","0,00","2","2,92","25","3,48","6","4,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","34","3,57","72","3,46"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 051","Професионална гимназия по транспорт","11","3,13","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,61","2","3,02","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,32","15","3,18"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 002 136","Професионална гимназия ""Акад. Сергей П. Корольов""","58","3,34","0","0,00","0","0,00","0","0,00","14","3,53","0","0,00","2","3,73","22","3,29","5","5,04","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","43","3,59","101","3,44"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 002 137","Професионална гимназия  по хранително - вкусови и химични технологии","37","3,67","0","0,00","1","3,67","0","0,00","2","3,74","0","0,00","4","3,64","14","3,97","3","3,48","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","24","3,82","61","3,73"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 052","Профилирана гимназия ""Христо Ботев""","124","4,79","12","5,28","4","5,24","0","0,00","0","0,00","0","0,00","30","4,60","30","4,78","47","5,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","123","4,88","247","4,84"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 035","Средно езиково училище ""Св. Паисий Хилендарски""","51","4,60","2","4,55","2","4,43","0","0,00","1","4,24","0","0,00","0","0,00","15","4,40","29","5,32","0","0,00","0","0,00","2","5,89","0","0,00","0","0,00","51","4,99","102","4,79"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","ГР.КОЧЕРИНОВО","1 000 025","Средно училище ""Христо Ботев""","14","3,68","0","0,00","0","0,00","0","0,00","8","3,53","0","0,00","5","3,86","0","0,00","1","3,03","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","3,61","28","3,65"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 360","Професионална техническа гимназия ""Джон Атанасов""","19","2,96","0","0,00","0","0,00","0","0,00","6","3,05","0","0,00","0","0,00","4","2,64","4","3,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","3,11","33","3,02"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 380","Професионална гимназия по икономика и  мениджмънт ""Йордан Захариев""","88","3,84","0","0,00","2","3,81","0","0,00","15","3,32","0","0,00","25","4,19","27","3,61","13","4,78","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","82","3,92","170","3,88"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 420","Професионална гимназия по туризъм ""Никола Йонков Вапцаров""","28","3,48","0","0,00","2","3,25","0","0,00","1","4,04","0","0,00","2","3,88","18","3,50","6","3,92","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","29","3,61","57","3,55"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 670","Професионална гимназия по лека промишленост ""Владимир Димитров-Майстора""","9","2,67","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,84","1","3,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,06","11","2,74"
